stage_index,label,E_el,E_d,E_hist,log10_E_total,grad_logEel,grad_logEd,grad_logEhist,alpha_max,psi_raw_max,psi_active_max
0,initial_joint,0.004915300291031599,0.00546076288446784,2.3400720237987116e-05,-1.9829890727996826,0.0,0.0,0.0,1.0005369186401367,2703.6845703125,0.923909068107605
0,initial_uv,0.022332753986120224,0.005085140001028776,0.0,-1.5619659423828125,0.0,0.0,0.0,0.9366666674613953,2703.6845703125,43.38181686401367
1,r1_uv,0.007462778128683567,0.005085140001028776,0.0,-1.9014283418655396,0.06503920257091522,0.0,0.0,0.9366666674613953,53.94855499267578,0.8650023937225342
2,r1_alpha,0.007031258195638657,0.005260225385427475,1.1562708095880225e-05,-1.9099873304367065,1.5657647848129272,3.8984224796295166,852.4314575195312,0.9885775446891785,53.94855499267578,0.25581151247024536
3,r2_uv,0.0062921661883592606,0.005260225385427475,1.1562708095880225e-05,-1.9368935823440552,0.007408143952488899,0.0,0.0,0.9885775446891785,594.8103637695312,3.455322265625
4,r2_alpha,0.005594803486019373,0.005452022887766361,9.041172233992256e-06,-1.9564073085784912,1.7485098838806152,3.411367416381836,948.6571044921875,1.000402808189392,594.8103637695312,0.2791631817817688
5,r3_uv,0.004947078879922628,0.005452022887766361,9.041172233992256e-06,-1.9826269149780273,0.0032347855158150196,0.0,0.0,1.000402808189392,2422.880126953125,1.0507358312606812
6,r3_alpha,0.0048531414940953255,0.0054803090170025826,8.09974972071359e-06,-1.9854145050048828,1.1331104040145874,2.423936367034912,1024.3841552734375,1.0006041526794434,2422.880126953125,0.31015485525131226
