pidl_saved_index,fem_cycle,selector,x,y,value,psi_raw,eps_xx,eps_yy,eps_xy
2,3,max_abs_eps_yy,-0.49666666984558105,-0.0013333334354683757,64.30941009521484,2783.65478515625,0.0001318767317570746,64.30941009521484,-0.0860225111246109
2,3,max_eps_yy,-0.49666666984558105,-0.0013333334354683757,64.30941009521484,2783.65478515625,0.0001318767317570746,64.30941009521484,-0.0860225111246109
2,3,max_abs_eps_xy,-0.0026666668709367514,0.0006666667177341878,-1.4958932399749756,10.950517654418945,0.2905571758747101,3.5691263675689697,-1.4958932399749756
2,3,max_eps_xy,0.0013333334354683757,-0.0013333334354683757,0.8069746494293213,5.302133560180664,0.12997497618198395,2.6125216484069824,0.8069746494293213
2,3,max_abs_eps_trace,-0.49533334374427795,-0.0006666667177341878,64.30979919433594,2783.663818359375,0.000392901711165905,64.30941009521484,-0.07927951961755753
2,3,max_eps_trace,-0.49533334374427795,-0.0006666667177341878,64.30979919433594,2783.663818359375,0.000392901711165905,64.30941009521484,-0.07927951961755753
2,3,max_abs_eps_eq,-0.49666666984558105,-0.0013333334354683757,64.30952453613281,2783.65478515625,0.0001318767317570746,64.30941009521484,-0.0860225111246109
2,3,max_eps_eq,-0.49666666984558105,-0.0013333334354683757,64.30952453613281,2783.65478515625,0.0001318767317570746,64.30941009521484,-0.0860225111246109
2,3,max_abs_psi_raw,-0.49533334374427795,-0.0006666667177341878,2783.663818359375,2783.663818359375,0.000392901711165905,64.30941009521484,-0.07927951961755753
2,3,max_psi_raw,-0.49533334374427795,-0.0006666667177341878,2783.663818359375,2783.663818359375,0.000392901711165905,64.30941009521484,-0.07927951961755753
3,4,max_abs_eps_xx,-0.0006666667177341878,0.0006666667177341878,0.32787466049194336,17.27292251586914,0.32787466049194336,4.683590412139893,-1.4195051193237305
3,4,max_eps_xx,-0.0006666667177341878,0.0006666667177341878,0.32787466049194336,17.27292251586914,0.32787466049194336,4.683590412139893,-1.4195051193237305
3,4,max_abs_eps_yy,-0.4946666657924652,-0.0013333334354683757,64.27400207519531,2780.641845703125,0.001482021645642817,64.27400207519531,-0.09583118557929993
3,4,max_eps_yy,-0.4946666657924652,-0.0013333334354683757,64.27400207519531,2780.641845703125,0.001482021645642817,64.27400207519531,-0.09583118557929993
3,4,max_abs_eps_xy,-0.0026666668709367514,0.0006666667177341878,-1.446031093597412,10.193891525268555,0.271361380815506,3.4467594623565674,-1.446031093597412
3,4,max_eps_xy,0.0013333334354683757,-0.0013333334354683757,0.7983626127243042,5.388304710388184,0.12391774356365204,2.642167568206787,0.7983626127243042
3,4,max_abs_eps_trace,-0.4933333396911621,-0.0006666667177341878,64.2762222290039,2780.6220703125,0.0031714080832898617,64.2730484008789,-0.09545782953500748
3,4,max_eps_trace,-0.4933333396911621,-0.0006666667177341878,64.2762222290039,2780.6220703125,0.0031714080832898617,64.2730484008789,-0.09545782953500748
3,4,max_abs_eps_eq,-0.4946666657924652,-0.0013333334354683757,64.2741470336914,2780.641845703125,0.001482021645642817,64.27400207519531,-0.09583118557929993
3,4,max_eps_eq,-0.4946666657924652,-0.0013333334354683757,64.2741470336914,2780.641845703125,0.001482021645642817,64.27400207519531,-0.09583118557929993
3,4,max_abs_psi_raw,-0.4946666657924652,-0.0013333334354683757,2780.641845703125,2780.641845703125,0.001482021645642817,64.27400207519531,-0.09583118557929993
3,4,max_psi_raw,-0.4946666657924652,-0.0013333334354683757,2780.641845703125,2780.641845703125,0.001482021645642817,64.27400207519531,-0.09583118557929993
