iteration,delta_l2,adjacent_delta_cosine,adjacent_delta_angle_deg,lag2_state_l2,lag3_state_l2,update_support_jaccard,lower_bound_active_jaccard,lower_bound_active_count
29,0.09783041677410165,0.36935508210610013,68.32415096983726,0.15141179721401615,0.23120946293040864,0.6717724288840262,0.9991702720322408,84317
30,0.12245946757348507,0.3945111319031744,66.76451189899838,0.18444458274246767,0.2252575234313716,0.8151447661469933,0.9994663377726124,84284
31,0.07418392364685465,0.6910335530576679,46.28802066882291,0.1818103331334386,0.24842820819421196,0.7964601769911505,0.9992882731133307,84260
32,0.08681556777890577,0.660183030539537,48.686166765987174,0.14677798391667188,0.2452671159067658,0.6629001883239172,0.9995372238175475,84249
33,0.1458791441979156,-0.08767051668362116,95.02960770824996,0.1630860105840358,0.21227538266366927,0.8004073319755601,0.9992524384744998,84236
34,0.11647879123674798,-0.566365323039873,124.4971555897941,0.12490344688277635,0.18654611366203747,0.8884120171673819,0.9992879437000819,84230
35,0.1272961618733578,0.27332036898236345,74.13805590137109,0.19461970487245303,0.18958364097049352,0.7532228360957642,0.9983398356437287,84288
36,0.08931959734382837,0.3591463803718244,68.95221842179281,0.17985917296383658,0.23232046179058446,0.6704119850187266,0.9992884250474383,84292
37,0.06476461787304724,0.6116922090112511,52.28803847481051,0.13874227441246345,0.23385498379766786,0.6896551724137931,0.9996915703812664,84278
38,0.09469025360441821,0.6742420401745879,47.60468210149406,0.14639120118064414,0.20453412973764742,0.6980802792321117,0.9991695830120411,84242
39,0.06119688054125352,0.3879818189034523,67.17101956726427,0.13117856593659347,0.18572265213752984,0.6175438596491228,0.9995727307254083,84234
40,0.0714315659511247,0.4184002407520388,65.26637086758417,0.11182802524085399,0.18142641068163803,0.7292576419213974,0.9994183976261127,84217
41,0.07310305419530048,0.6123301777598466,52.24181863398162,0.12977494740654383,0.171021090409461,0.614065180102916,0.9988841273044552,84167
42,0.08747699637524013,0.33677668388907794,70.31938655553193,0.131542937807029,0.17987147654900326,0.7253521126760564,0.9993942777058565,84176
43,0.12211216760493476,-0.4487475274175246,116.6633549663362,0.11391470112212078,0.17185328683028692,0.8501945525291829,0.9991923798665051,84152
44,0.060262376973797625,0.5174264786403266,58.84021744771141,0.16173490628566947,0.16756473914015813,0.6377551020408163,0.9996791825095057,84141
45,0.10085415511020995,0.5407582414288216,57.26472944612042,0.14274543575904897,0.20114794801442143,0.7047970479704797,0.9994177756653992,84130
46,0.05620354621319482,0.47636341416972144,61.55184103615398,0.13686050915788586,0.18734617164352255,0.7542735042735043,0.999702865564496,84119
47,0.058707913963363736,0.8445682271382426,32.374295540207704,0.11035814656975473,0.18076888442557218,0.6081967213114754,0.9995483449218517,84113
48,0.05879440452710591,0.6961167551851256,45.88372490276161,0.10820799035838663,0.15723337645119717,0.6257575757575757,0.9991561281734335,84088
49,0.07138076299032019,0.33052915813037026,70.69910362624516,0.10642517512039268,0.15576844935439454,0.671280276816609,0.9994768257591972,84072
50,0.05579527901287629,0.5061112556253368,59.59485219385534,0.11063324448437532,0.15144942659043817,0.7693836978131213,0.9995837644344547,84067
51,0.07535689978517358,0.44415314380477133,63.630830125633196,0.11192279447424229,0.1712618638012857,0.7770114942528735,0.9993934636791779,84050
52,0.06169635934708755,0.36372568480849665,68.67081980538096,0.11343369755199653,0.1560285243231807,0.7110655737704918,0.9993695729749019,84037
53,0.0921232681364906,0.3463570339220659,69.735343811224,0.12739817750494345,0.1616694580763863,0.6032520325203252,0.9982397925809636,83977
54,0.10285725371877005,-0.23161182077476422,103.39198496203858,0.1211487271177761,0.1596115396609348,0.7017241379310345,0.998430066603235,84051
55,0.06592405966666957,0.12682217520114586,82.71400370113744,0.1290174395651145,0.15773498683911485,0.6715481171548117,0.999571714095365,84025
56,0.06382851834266957,0.2933375851931861,72.94212155634324,0.10434890388808063,0.17906166928229944,0.7525,0.9994169789993456,84016
57,0.09542086808533519,0.07167459117195535,85.88982412682687,0.11854239927693586,0.17623645064938512,0.7104072398190046,0.9995120790193979,84003
58,0.05481562778846869,0.5895370805177527,53.87583509059372,0.13519285156646274,0.16253820196911956,0.8276699029126213,0.9995714897871733,83985
59,0.07914780805026547,0.42339738039553154,64.9507350948666,0.11376721315559946,0.19246713998930284,0.594059405940594,0.9992857568001905,83965
60,0.052862633652648525,0.675087545681148,47.53905100215175,0.12127619002195018,0.1595833052964856,0.750814332247557,0.999654650899694,83952
61,0.08533409223136224,0.15481538368581765,81.09391072716788,0.10711258112901305,0.14830050651134952,0.6712598425196851,0.9995474412566842,83944
62,0.08353705243785778,-0.24378080723915607,104.1097946776248,0.10384957832136266,0.1442730587724032,0.6873786407766991,0.9991546512043243,83963
63,0.06253803599236825,0.6771719168559798,47.37696002287868,0.13403308035242517,0.1435159953309423,0.6679611650485436,0.999618929668707,83953
64,0.09648081960590253,0.4058016949634371,66.05862476884522,0.13459770759561035,0.18996896127649135,0.559322033898305,0.9991783268830009,83928
65,0.05314523941158432,0.6023845557399716,52.9591295546509,0.1353159788535701,0.17954245173032082,0.6097560975609756,0.9997140644546375,83918
66,0.1170282537893047,0.027245348245892535,88.43876334016895,0.1298419548828203,0.15409246825805656,0.7428571428571429,0.9994400762449369,83915
67,0.09057234833113116,-0.34298208669407393,110.0586634129582,0.12094655393270318,0.14729194450995542,0.5137931034482759,0.9991424283570357,83929
68,0.10224967815276607,0.11707433479650964,83.2767159880342,0.14431492044770294,0.1325287863919302,0.7846715328467153,0.9991066217198128,83898
69,0.05509505251139492,0.7113099756893431,44.65840125636645,0.14664488341564402,0.19252645142225477,0.6403508771929824,0.9997020439783088,83887
70,0.07222900321730738,0.7712115134772175,39.53719330173954,0.11996043336975416,0.2067922073694829,0.6655231560891939,0.9993802662471546,83875
71,0.05695191658210293,0.390492202602082,67.01487085158782,0.10804254563539042,0.1550899867894677,0.6847222222222222,0.9985934799451696,83797
72,0.0677689256209631,0.19332894948501192,78.85287801980897,0.09658406383145708,0.15844380468355287,0.602760736196319,0.9997016884434103,83788
73,0.057215090034346834,0.3203886846100685,71.31356749511644,0.10173862245331262,0.13833029530104857,0.8164251207729468,0.9997732642783838,83789
74,0.059603851353657984,0.24187869572138937,76.00255093050164,0.09206472883650899,0.14748747580254012,0.8288508557457213,0.9997613165777571,83777
75,0.05457373416793174,0.40479950796724185,66.12143610970475,0.09573076346228286,0.13683037001613516,0.727810650887574,0.9996419791393178,83781
76,0.055550223208579365,0.5944476781290465,53.52673166516488,0.09832779284780739,0.13938048793748797,0.52,0.9995703852212516,83775
77,0.05269512535981206,0.3603265312165248,68.87974922666528,0.08928671737196456,0.13720908586725192,0.598,0.9996896893312806,83773
78,0.06731322166540453,0.4488667556313781,63.329000612770294,0.10243133027775678,0.14196670082046842,0.6781609195402298,0.9995584040483607,83764
79,0.1291126437245543,0.14974201388210315,81.38802381319617,0.1542853093267717,0.17552509015567255,0.5100182149362478,0.9993912991585606,83755
80,0.11979729905322728,-0.7093670918938487,135.18344349286852,0.0952754697648919,0.135752739423832,0.7410714285714286,0.9995702723995512,83757
81,0.09811106907041409,-0.21252037396499288,102.27009362485917,0.137773304186272,0.169559612737604,0.6821705426356589,0.9993555239947964,83767
82,0.0903434771431346,0.07406333888879113,85.7525941082746,0.13820519327545908,0.1409736120592985,0.8803088803088803,0.9993554778415669,83745
83,0.0541058092883229,0.20860780923411534,77.95922121797234,0.11458087546859354,0.16235824426642656,0.6167664670658682,0.9996298905192278,83742
84,0.060513269431190085,0.3291171422240402,70.78480161337573,0.09351166786286803,0.14686158984094894,0.5980392156862745,0.9993792304845583,83740
85,0.07926905310823187,0.01165597562576825,89.33214666733156,0.10028590137694071,0.13900766147269192,0.5062836624775583,0.9995105471128248,83753
86,0.06687517543916784,-0.11575150809151959,96.64697277130551,0.09761477276546687,0.13542414435596561,0.6144278606965174,0.9997492836676217,83746
87,0.07958373518215313,0.7481457529503098,41.56998842727106,0.1370014128210026,0.1544131526269576,0.6635294117647059,0.9995224393796488,83732
88,0.059425905757329735,0.5493168295610037,56.67984276101104,0.12272251789123646,0.17951668094939238,0.7914893617021277,0.9996059419182269,83723
89,0.09720278934192131,0.3329346034092811,70.55300891122553,0.12971554768769927,0.1957357420792751,0.7738589211618258,0.9995939765222895,83721
90,0.046419465856357055,0.5556674201329365,56.2433026669733,0.12890928878012142,0.16806676243142116,0.7543859649122807,0.9998089004610277,83715
91,0.062230381803968594,0.6958733877370943,45.90314415591229,0.10023835417621575,0.16035349680320413,0.6389413988657845,0.9993790229164428,83711
92,0.06883475676671105,0.1961818709741383,78.68622652512342,0.10144741820687046,0.1442176578367201,0.7902621722846442,0.9994983876746686,83707
93,0.06834906933771898,0.5574829657614462,56.118093836778705,0.1210599080052086,0.1549485920385595,0.7607361963190185,0.9994028424698436,83703
94,0.09187805766600575,-0.10555659860350457,96.05923552512206,0.10856992393109427,0.14176763990588015,0.8200455580865603,0.9995102840352595,83700
95,0.06714887823225323,-0.08006073443521693,94.5920567603153,0.1093740305743075,0.14060663427177444,0.8189655172413793,0.9993789784195001,83714
96,0.07099271769506901,0.3919824051546725,66.92209319780676,0.11526561431960401,0.15745710973824073,0.845841784989858,0.9994864751895862,83713
97,0.08520684473515674,-0.19817104911767264,101.43002730259866,0.09951217540148742,0.14158157823751505,0.6666666666666666,0.9994625774784135,83708
98,0.06391749613278222,-0.0662031676644463,93.79593839274445,0.1030754104359045,0.13638833668934722,0.78125,0.9994506216335647,83708
99,0.0911228093663378,0.3701773133388846,68.27344693103085,0.12923192759142135,0.16621736884276814,0.5655430711610487,0.9991402266458091,83706
100,0.07905690903524863,0.06837298171549668,86.07945799198862,0.12465337464473761,0.16226395849683278,0.5904761904761905,0.9994983996560455,83716
101,0.04167846884822209,0.30209525132899895,72.41650767410806,0.09988933761126571,0.1520777057933381,0.6716417910447762,0.9998924949532353,83709
102,0.067519327821445,0.7763991266415801,39.06794501630406,0.10327481482756207,0.12990317363371592,0.837465564738292,0.999617778096296,83701
103,0.08969332616832575,0.7853044069939356,38.25115904323034,0.14871251239285396,0.18312294524612108,0.7894736842105263,0.9996296827217125,83692
104,0.06485955007691413,0.1999061859206491,78.46852690390175,0.12073752517934794,0.17952641859529506,0.82,0.9985905567300916,83632
105,0.08488160897126028,0.6882938399929198,46.504797193320584,0.13780526530086765,0.18318544627635966,0.7221135029354208,0.9993186708104231,83631
106,0.1010890049095358,-0.36761480097153,111.56859088776606,0.10542848407612264,0.14419198873059336,0.7231075697211156,0.9996174399560056,83631
107,0.06160880042888003,0.7106006531015991,44.71619284981145,0.1512145284451675,0.15651728337137255,0.707089552238806,0.9995098566629607,83626
108,0.09350449136142674,0.051641959262921505,87.03981694481489,0.11460245118565099,0.17383250692943203,0.6715927750410509,0.9993425378040762,83629
109,0.058432415751844505,0.21634781468131967,77.50538735703715,0.12050540789713983,0.15129559433434103,0.5227272727272727,0.9994500765110941,83621
110,0.08884747644567152,0.09290177368697532,84.66943383615158,0.11078282313679545,0.14773096521757229,0.767590618336887,0.9994739484947753,83619
111,0.07144334886596086,0.3001276781736099,72.53472807048767,0.1296463798620869,0.15953272866406928,0.524451939291737,0.9995217370510306,83613
112,0.06334575377203304,0.3919083245360846,66.92670684983995,0.11253489655798152,0.15809750329290018,0.46034816247582205,0.9994858611825193,83614
113,0.1013220520026242,-0.03663690250423917,92.09960977130139,0.11750977783148185,0.1643315790921258,0.7017994858611826,0.9993543450188914,83604
114,0.05265261253210939,0.4926048761844514,60.48806320379318,0.13525687603272565,0.15875647378928104,0.7896039603960396,0.9996770875690674,83597
115,0.06581600012092573,0.30467649642992284,72.26129777845242,0.09599836355454469,0.14563840842614578,0.6930022573363431,0.9994020712252757,83597
116,0.05701630489042374,0.3190452341770907,71.3948054735906,0.09988540282812679,0.1372756971783523,0.747016706443914,0.9994379267869743,83594
117,0.06996850747429971,0.5062561915666922,59.585223285488254,0.11038891719261536,0.14241604027157928,0.7309644670050761,0.9997846889952153,83588
118,0.047701456839748364,0.7001571583434733,45.560385803154475,0.10883340351797166,0.1515395993771435,0.5030959752321982,0.9991268882536569,83557
119,0.08088006052292479,0.3731550416864129,68.08967103473805,0.10814966323006646,0.1616925862344071,0.6725925925925926,0.9994017850733411,83557
120,0.10333505861841619,0.28987656006550583,73.14943400066919,0.14854342035879972,0.16985936728752163,0.6225402504472272,0.9985295172512733,83612
121,0.09702035652489138,-0.40640649916704047,113.9792956865792,0.10928011020613446,0.17028965346130193,0.8060046189376443,0.9995575591615148,83605
122,0.05847065170719274,0.2867042685438457,73.33925212614255,0.12682516930537158,0.15725959424945193,0.7764976958525346,0.999533604400861,83596
123,0.045644840488121806,0.7317043257673648,42.97053537544572,0.0969945146960836,0.16354320605310102,0.8023255813953488,0.9995335820895522,83597
124,0.05735594119894143,0.7403506096533516,42.23870929909148,0.09617502468400013,0.14593518024638977,0.7755102040816326,0.9997488128416444,83588
125,0.08162949149871743,0.3944642230522387,66.76743678264226,0.11681947874611562,0.15343327831823603,0.6603448275862069,0.9992346694728786,83596
126,0.09385627582023484,0.0639808181317831,86.33166349219768,0.12826825328415958,0.1666902424897431,0.680952380952381,0.9994857259038666,83587
127,0.09213783574219693,-0.05521760981454282,93.16534590398236,0.1278411869368682,0.18311651131212667,0.5380952380952381,0.9994857074512619,83590
128,0.1016714451244289,0.08946100582134818,84.86740008154386,0.14318717403322445,0.14382493671500002,0.5737439222042139,0.9993900834748499,83595
129,0.07243892255428146,-0.3059194560713197,107.81348913088411,0.10525352753641831,0.15022649566609395,0.8244406196213425,0.9993781020151886,83583
130,0.080507356137344,0.36928427138114084,68.32851677759311,0.1266335846721144,0.14901872015130815,0.6773109243697479,0.9995215024822058,83567
131,0.057370038307563785,0.11926409494642652,83.15036667688746,0.10428062259487444,0.14922529752744865,0.6291666666666667,0.9995573580255775,83574
132,0.06099498005555153,0.1961339689882986,78.6890254840267,0.09156618339080361,0.15145823440319897,0.7586206896551724,0.9998205355220023,83575
133,0.06336116981753932,0.11605731267817318,83.3353870280709,0.09290899800279705,0.1355496931995527,0.8029411764705883,0.9995693213221836,83567
134,0.08280912599452885,0.07859686455052213,85.49208197633617,0.1081515894863283,0.13804435727285713,0.6683046683046683,0.9994736086519597,83565
135,0.07788746960273214,-0.18735715410364143,100.79859074786324,0.10250355818556876,0.13986166670644926,0.7419354838709677,0.9996171378662615,83565
136,0.13275719763776844,0.08607559274956773,85.06212150420544,0.15959635252699494,0.17929930893314383,0.7637271214642263,0.9991028922753045,83564
137,0.04263536512555877,0.40848904480875226,65.89004575886958,0.15513370916891736,0.18898464361763084,0.5588235294117647,0.999772648406744,83559
138,0.050249422241804724,0.8359319789700841,33.28699271415021,0.08902013400932489,0.18935938021154688,0.9595687331536388,0.9997247783268915,83556
139,0.059598734112858626,0.7261976734900687,43.43142846058193,0.10211096889563859,0.13971653625840072,0.6038461538461538,0.9995453022543436,83550
140,0.0812937698925082,0.46367083709700446,62.37576522240265,0.12105231059248775,0.16215313150493868,0.671559633027523,0.9994854859166726,83555
141,0.05769181259938043,0.524906694104182,58.33803784070128,0.1219041887831939,0.16225713996595134,0.7006507592190889,0.9996529730635298,83550
142,0.05536308671237807,0.3701619304674658,68.27439570131328,0.09358423302852222,0.15187759862399974,0.5054945054945055,0.9995931116190567,83538
143,0.05219359671156218,0.2837309057105386,73.51699635240772,0.08619152960425838,0.13176603427526284,0.7279029462738301,0.9994614712605163,83539
144,0.07486295804769048,0.21148368822048538,77.79068565630429,0.09990657041182474,0.1375072208613506,0.5772646536412078,0.9996888128209118,83537
145,0.07018358183956895,0.08224025947160385,85.28265240160066,0.10674456920791053,0.14461415505675176,0.8743961352657005,0.9996528982992017,83532
146,0.06307318468434875,0.29718939161178465,72.71113057955807,0.10740158074213213,0.1478417694549032,0.5252707581227437,0.9995092817560531,83529
147,0.06592218691910164,0.49401160123261256,60.39540469768157,0.11149926022880308,0.1476551534832987,0.4857142857142857,0.9997246860822829,83530
148,0.05990650850054393,0.001709755381958797,89.90203818488591,0.0891517173787571,0.13996188426454206,0.7777777777777778,0.9997964997964998,83529
149,0.05741761026328714,0.3955860804263677,66.69746859209013,0.09801508841819512,0.13553291591240094,0.7063291139240506,0.99974860836775,83520
150,0.062356015290945956,0.18995759163699721,79.04969069358783,0.09244067083759033,0.13693463829896588,0.852112676056338,0.9969125091248519,83348
151,0.047610752318694355,0.590410530291977,53.81385391083642,0.09828884871284968,0.13417873192607263,0.4256,0.9997720565299806,83341
152,0.06965238866767347,0.4542915313157932,62.98064063111963,0.10065428217931016,0.14589611914533757,0.7194899817850637,0.999496143095361,83331
153,0.05420728369774842,0.1541702502096194,81.13132333232336,0.09462597868074529,0.13503846870035105,0.7855787476280834,0.9993881223755249,83318
154,0.09914627255065728,0.3499181295882132,69.51769236217629,0.12856767881663464,0.17207776052715135,0.551304347826087,0.9994840288943819,83315
155,0.06235525594296618,0.6529773196320376,49.23354303095029,0.1476209781136174,0.1823870113865178,0.8613445378151261,0.9995919689896432,83305
156,0.04670813164009721,0.832826382904408,33.609819902451605,0.10450376560854008,0.1854335845048033,0.7763975155279503,0.9997959404146011,83296
157,0.06451290045601826,0.6029074831485804,52.92158417758098,0.0998850261421101,0.15022041426827254,0.8285077951002228,0.9996999051700337,83293
158,0.06707024967324048,-0.04330622321566959,92.48204004452023,0.09102510444351875,0.13363083485003482,0.6606260296540363,0.9992918442057253,83278
159,0.05491426561134348,0.17985607384135885,79.63862337130605,0.09401518828343576,0.13430261013760753,0.5591216216216216,0.9995918171340761,83280
160,0.0489215170542156,0.6722199367488598,47.76136734159198,0.09497744244827866,0.13765081543083582,0.6693711967545639,0.9996398213513903,83274
161,0.06221449834303861,0.8177623128711515,35.13858402758798,0.10602776331964177,0.1396916245965355,0.6605691056910569,0.9997478507276307,83273
162,0.05145787433803314,0.316131189415094,71.57088382725665,0.09242671557121669,0.13888084788591343,0.7037037037037037,0.9996998114816105,83264
163,0.04851424188158415,0.5852453454582625,54.17967556619862,0.08901462800571194,0.13777028959503157,0.8285024154589372,0.9998558852846866,83258
164,0.07445743206432515,0.18968411329417226,79.06565000889044,0.0962699961789816,0.1363831289171544,0.872093023255814,0.9995196868358169,83260
165,0.09191050001431508,-0.32524919689243065,108.98067318623876,0.09767197964393363,0.14155162581702369,0.7792792792792793,0.9995556836467565,83251
166,0.08794553099944888,0.09160577534631208,84.74400709229027,0.13290175683213534,0.1505817092844857,0.5676625659050967,0.9995436257731339,83241
167,0.080270413520137,0.14291590179429173,81.78338775619481,0.12726179176746574,0.15907572456395797,0.3681506849315068,0.9996156340836476,83235
168,0.09486955363625219,-0.34008157033223463,109.88184385171368,0.10131130587196056,0.15094943745606007,0.6046511627906976,0.9995916063084814,83237
169,0.04549641844374207,0.6584281343916638,48.819896716275146,0.12943725942829035,0.14120667504315768,0.864406779661017,0.9998197981739548,83228
170,0.07837302057831114,0.6916217822217339,46.241375517998506,0.11464935497612619,0.192476468242131,0.7601918465227818,0.9996155786742269,83224
171,0.05582726675665322,0.77190956442012,39.474322889791026,0.12654550742664256,0.16537322313083344,0.7338877338877339,0.9997116528300073,83218
172,0.07145125527793142,0.09770559253011751,84.39293646812875,0.09487595479512437,0.1404140642205348,0.7864963503649635,0.9996395703678785,83220
173,0.06925060445089287,-0.2261813671990787,103.07235652340816,0.08753638106275947,0.13436873022789317,0.8071833648393195,0.9997356690576602,83216
174,0.05315572976756595,0.8135943584430153,35.55138858985454,0.1166660514582678,0.12995685537374424,0.611965811965812,0.9995914689095825,83200
175,0.05790765419331696,0.4802635783308211,61.29738185661358,0.0955795446093379,0.15349306162080098,0.4751286449399657,0.999675535366645,83201
176,0.051716308059420624,0.51880059125361,58.74816813156894,0.09557850131278202,0.13765440907542695,0.7272727272727273,0.9997476325529971,83202
177,0.042817226832707896,0.7871622890402186,38.07889181970641,0.08940914561632314,0.13451171949155166,0.7,0.9999158704404784,83201
178,0.049045682638537716,0.8959092745741916,26.374536863676504,0.08945173595309866,0.13248801620391007,0.46394984326018807,0.9994472349732029,83189
179,0.06872088575928333,0.6810189271071326,47.0766829981706,0.10825311534375405,0.1462828610076085,0.42296511627906974,0.9996874962439453,83183
180,0.10231066970191811,0.31904808304482773,71.39463324463713,0.14027263007242108,0.17421115435460605,0.5524956970740104,0.9994351504663013,83186
181,0.05877645789778641,0.18390527549161717,79.40268572943674,0.12701952102514866,0.17520980938675415,0.5266666666666666,0.9997836382431425,83184
182,0.05257998059798024,0.4665316085913922,62.190609759736695,0.09540925318335453,0.15964918349205873,0.7111111111111111,0.9997716016733182,83173
183,0.055784002770616375,0.6311997811108178,50.86130421655249,0.09787380129558847,0.1317749004547203,0.7199124726477024,0.9996754300551769,83174
184,0.04341263997986153,0.535367235588414,57.63118014699517,0.08711798295165926,0.13186947262619533,0.7446351931330472,0.9996032986319814,83165
185,0.04462767595217634,0.9160771040923124,23.640843847811457,0.08617373100105605,0.12805218503535495,0.751937984496124,0.9997715742143355,83172
186,0.07996230541315347,0.5882613776211859,53.96627288623246,0.11217869083453026,0.1494803451481562,0.6786516853932584,0.999615282887302,83152
187,0.04914411077350458,0.5332955893966194,57.77160384238335,0.11401961273854606,0.15210688502311695,0.7706237424547284,0.9998196356640414,83163
188,0.053248491668056265,0.6408715315157593,50.14316185117768,0.0927613849198736,0.16114211829835687,0.7223340040241448,0.9998917813984248,83158
189,0.04867618813989712,0.5018775141932738,59.875706727119855,0.08835405785583682,0.13462336505343447,0.8439024390243902,0.999795589543804,83157
190,0.047577466693572476,0.8223751066715087,34.67673731733549,0.09188061133803485,0.13118214495449895,0.7002398081534772,0.9997835627968497,83155
191,0.0528493263340898,0.5374278612146746,57.4912867220977,0.08808702343290863,0.13284938622698578,0.7475,0.9999037952763481,83149
192,0.043852166489484305,0.798382776575068,37.02405478168797,0.09174235507652344,0.1302896114678942,0.8355795148247979,0.9997835393717831,83145
193,0.06214941453099365,0.6969630165255156,45.816148606582026,0.09790071188473085,0.1416460594724159,0.6865342163355408,0.9997234247234247,83152
194,0.059857510788386366,0.5959708913521529,53.41812426942102,0.10899369237051097,0.14588826811493122,0.5541516245487365,0.9997354465541913,83144
195,0.052722314011349816,0.23683689391014126,76.30007384414377,0.08864195549990499,0.13940780304406483,0.8571428571428571,0.9997835315623008,83144
196,0.05729039934516979,0.283645867992479,73.52207740193238,0.08817781449847102,0.14001288934352873,0.859538784067086,0.9997474504521839,83139
197,0.043593965822742,0.7749169264624036,39.20249855173458,0.09514913615183734,0.13094456899178372,0.665948275862069,0.999951888959719,83139
198,0.04502434074981359,0.9505277706546289,18.097779598781898,0.08751569635258591,0.13630342379214982,0.7424593967517401,0.9999158046668271,83134
199,0.05727485653051455,0.5645787776584552,55.6269540091801,0.09066107096141753,0.1292291458538918,0.6373626373626373,0.999723368172907,83129
200,0.0520553336660055,0.6910333786904138,46.28803449034076,0.10055220609589889,0.1322698052999372,0.683377308707124,0.999639180217454,83129
201,0.09133815394357507,-0.11884325813224642,96.82534843107229,0.09961075628451414,0.12468503774451778,0.7034313725490197,0.9997474140004812,83130
202,0.04882910621757635,0.6501957439296594,49.443638247570085,0.12855595881561424,0.14445074525162738,0.7360178970917226,0.9998556547261048,83126
203,0.05561993798083275,0.6028805928624147,52.92351531174002,0.09355507462753505,0.164845665295939,0.765625,0.9997113129247609,83120
204,0.059681964271799046,0.16916405712928706,80.26078086077821,0.08819635454554474,0.13514341847659406,0.7596153846153846,0.9996992734446423,83119
205,0.047792805715766135,0.47170389023407455,61.85504330615443,0.0923960810589565,0.13121973527237357,0.6745689655172413,0.9997353478972187,83115
206,0.055378002737797694,0.5244153293922013,58.37110814895138,0.09014867850952561,0.14071092032370167,0.8024691358024691,0.9996992553562621,83114
207,0.05124741193863394,0.5196423623072872,58.69173507394382,0.09296498788400406,0.13067344832774444,0.8100208768267223,0.9998195358461964,83109
208,0.04585248861009215,0.8684922888859921,29.716096342990742,0.09386347226796748,0.13593111332825308,0.6588693957115009,0.9998315586837514,83107
