authorization_scope,case_id,cycle,substep_ordinal,stagger_iteration,reassembly_ordinal,displacement_residual,raw_phase_residual,projected_phase_kkt,consecutive_stagger_delta,primal_feasibility
production_authorized,T2_material_state,5,4,211,211,3.950316485148872e-05,0.0060302292111965696,6.0196284037417058e-06,0.015757135277888284,0
production_authorized,T2_material_state,5,4,212,212,3.7213366605923235e-05,0.006030225336931109,6.0203860349217209e-06,0.0089306176181493963,0
production_authorized,T2_material_state,5,4,213,213,3.7044821626065604e-05,0.0060302220497198047,6.0211615885430447e-06,0.0074334303470966478,0
production_authorized,T2_material_state,5,4,214,214,3.8686718271916373e-05,0.0060302184037164192,6.0218962572022861e-06,0.020677182445626614,0
production_authorized,T2_material_state,5,4,215,215,3.7351517100630898e-05,0.0060302150754465633,6.0226072807756381e-06,0.0083028464915664985,0
production_authorized,T2_material_state,5,4,216,216,3.7204811728681801e-05,0.0060302118821187693,6.02335996646719e-06,0.0073873689362976558,0
production_authorized,T2_material_state,5,4,217,217,4.0878726237952775e-05,0.0060302090529286805,6.024079182487263e-06,0.011451358313654429,0
production_authorized,T2_material_state,5,4,218,218,3.8899201555840968e-05,0.006030205693569381,6.0247425132109456e-06,0.011581832062698357,0
production_authorized,T2_material_state,5,4,219,219,3.7460687996297733e-05,0.0060302017744021663,6.0255188611968435e-06,0.0142601827958325,0
production_authorized,T2_material_state,5,4,220,220,4.0656628088603295e-05,0.006030199117592094,6.0262835560598305e-06,0.019648392626843286,0
production_authorized,T2_material_state,5,4,221,221,3.9975976425675695e-05,0.0060301955881302419,6.0269382261557425e-06,0.01994114546518912,0
production_authorized,T2_material_state,5,4,222,222,3.7924573747933412e-05,0.006030192172135451,6.027690041432443e-06,0.0092439619490618484,0
production_authorized,T2_material_state,5,4,223,223,4.2894040610636083e-05,0.0060301897462821576,6.0284419380884913e-06,0.01966959374287526,0
production_authorized,T2_material_state,5,4,224,224,4.0565270288939534e-05,0.0060301860194746674,6.0290519778849472e-06,0.020155719080759429,0
production_authorized,T2_material_state,5,4,225,225,4.0220387697363381e-05,0.006030182802041672,6.0298659146917899e-06,0.015665684895063207,0
production_authorized,T2_material_state,5,4,226,226,3.7885420126286795e-05,0.0060301796902649278,6.0305459814724571e-06,0.009705862093395981,0
production_authorized,T2_material_state,5,4,227,227,3.6887021684962353e-05,0.0060301764705575764,6.0312612756296957e-06,0.0073475937696918514,0
production_authorized,T2_material_state,5,4,228,228,3.6859886150492524e-05,0.006030173205072209,6.0319754137116988e-06,0.0073492557528980207,0
production_authorized,T2_material_state,5,4,229,229,3.7287549351765972e-05,0.0060301707010134648,6.0326899454787863e-06,0.018584030747246062,0
production_authorized,T2_material_state,5,4,230,230,3.9923391087124128e-05,0.0060301677686109998,6.0333747059493348e-06,0.011686265062802586,0
production_authorized,T2_material_state,5,4,231,231,3.7595086369763895e-05,0.0060301644253147367,6.0340301820671627e-06,0.015176122743131385,0
production_authorized,T2_material_state,5,4,232,232,3.7529803351305291e-05,0.0060301608164058844,6.0347678677574734e-06,0.010312613725964084,0
production_authorized,T2_material_state,5,4,233,233,3.6757713878980737e-05,0.0060301574048181854,6.0355386770627462e-06,0.0074258989550314292,0
production_authorized,T2_material_state,5,4,234,234,3.7002833630232758e-05,0.0060301538790590963,6.0362650715628519e-06,0.008409746778361489,0
production_authorized,T2_material_state,5,4,235,235,3.7292535326027615e-05,0.0060301508041669038,6.0370036832901874e-06,0.0083567535289795058,0
production_authorized,T2_material_state,5,4,236,236,3.8433811175259981e-05,0.0060301476681983174,6.0377004739153861e-06,0.0082587466902280266,0
production_authorized,T2_material_state,5,4,237,237,3.8210765146387176e-05,0.0060301449750941264,6.0383787656714816e-06,0.012065790466055996,0
production_authorized,T2_material_state,5,4,238,238,3.7945503746600358e-05,0.0060301417155977418,6.0390509262209235e-06,0.0080281343295156519,0
production_authorized,T2_material_state,5,4,239,239,5.2497496622793625e-05,0.0060301400366493951,6.0397746918239292e-06,0.032061618461756827,0
production_authorized,T2_material_state,5,4,240,240,3.809829845260686e-05,0.0060301364264242069,6.0402560588812548e-06,0.012431925023157812,0
production_authorized,T2_material_state,5,4,241,241,4.0284665188871259e-05,0.0060301341809840779,6.0409874028666266e-06,0.012229250633802851,0
production_authorized,T2_material_state,5,4,242,242,4.7251156542890798e-05,0.0060301296069166874,6.0415716576223133e-06,0.032610818142591078,0
production_authorized,T2_material_state,5,4,243,243,3.7565056445040343e-05,0.0060301259133477619,6.0424822843074821e-06,0.014195573735862882,0
production_authorized,T2_material_state,5,4,244,244,3.8158625354547459e-05,0.0060301228886643632,6.0431913601055598e-06,0.012334468410129345,0
production_authorized,T2_material_state,5,4,245,245,3.731305272120834e-05,0.0060301194625303626,6.043858356563625e-06,0.012748834329453427,0
production_authorized,T2_material_state,5,4,246,246,4.0234423022205184e-05,0.0060301166991660092,6.0445920908591688e-06,0.011388468714087448,0
production_authorized,T2_material_state,5,4,247,247,3.7727257134314498e-05,0.0060301136633672016,6.045215658057046e-06,0.0092685965148504249,0
production_authorized,T2_material_state,5,4,248,248,3.7584687174776674e-05,0.0060301099753052789,6.0459235021737001e-06,0.011480963837887366,0
production_authorized,T2_material_state,5,4,249,249,3.7190791530242779e-05,0.0060301055518747308,6.0466567480821354e-06,0.019410945674747111,0
production_authorized,T2_material_state,5,4,250,250,3.6529836422760895e-05,0.0060301021300337813,6.0474306684543677e-06,0.007355279742620513,0
production_authorized,T2_material_state,5,4,251,251,3.8141464476521494e-05,0.006030099235505515,6.048134515324044e-06,0.012781034855130434,0
production_authorized,T2_material_state,5,4,252,252,3.7590430015115778e-05,0.0060300964622581384,6.0487819887322658e-06,0.0073635189789966748,0
production_authorized,T2_material_state,5,4,253,253,3.7016538659664785e-05,0.0060300933931651309,6.0494367277730277e-06,0.0074199460147648111,0
production_authorized,T2_material_state,5,4,254,254,4.3459863722110949e-05,0.006030090633118026,6.0501137639779046e-06,0.021980051655920069,0
production_authorized,T2_material_state,5,4,255,255,3.8945598932775189e-05,0.0060300871595730344,6.0506959149719819e-06,0.01994377274920283,0
production_authorized,T2_material_state,5,4,256,256,3.5992562737085883e-05,0.0060300837414776574,6.0514586018856065e-06,0.0073182254567192295,0
production_authorized,T2_material_state,5,4,257,257,3.6531014677082913e-05,0.0060300805322194883,6.0521607656571774e-06,0.0072780249886381654,0
production_authorized,T2_material_state,5,4,258,258,3.7421560437325264e-05,0.0060300769354755127,6.0528384219216136e-06,0.011672002778970089,0
production_authorized,T2_material_state,5,4,259,259,3.7796541186182323e-05,0.0060300739831027359,6.053579708731327e-06,0.014128288157485222,0
production_authorized,T2_material_state,5,4,260,260,3.6565488214161244e-05,0.0060300708961679838,6.0542197015678312e-06,0.0072384474740563309,0
production_authorized,T2_material_state,5,4,261,261,3.8842234114140243e-05,0.0060300680731365779,6.0548961026141157e-06,0.011336492101645081,0
production_authorized,T2_material_state,5,4,262,262,3.6598160924221761e-05,0.0060300652322730344,6.0555226826242148e-06,0.011116055864864024,0
production_authorized,T2_material_state,5,4,263,263,3.9392136471973728e-05,0.0060300625835645414,6.056194326808928e-06,0.010701014241938478,0
production_authorized,T2_material_state,5,4,264,264,4.0106007121114637e-05,0.0060300587243434416,6.0567981131631754e-06,0.018400896768989261,0
production_authorized,T2_material_state,5,4,265,265,3.5886386525784688e-05,0.0060300553309614599,6.0575802443008087e-06,0.0076139103503934423,0
production_authorized,T2_material_state,5,4,266,266,4.0548724090378035e-05,0.0060300524501889774,6.0582753851345927e-06,0.013347193375009336,0
production_authorized,T2_material_state,5,4,267,267,3.8393986338429216e-05,0.0060300491975589536,6.0588757737622956e-06,0.013013469123064478,0
production_authorized,T2_material_state,5,4,268,268,3.8976569527822405e-05,0.0060300459859083831,6.0596002955382033e-06,0.016213122327656301,0
production_authorized,T2_material_state,5,4,269,269,3.6860363997720701e-05,0.0060300431433483502,6.0602488793914944e-06,0.0075247049086511943,0
production_authorized,T2_material_state,5,4,270,270,4.2999274350783281e-05,0.0060300405607653321,6.0608956283791926e-06,0.02117155953630153,0
production_authorized,T2_material_state,5,4,271,271,3.8434109747578211e-05,0.0060300373991004101,6.061456953809774e-06,0.018287940491186531,0
production_authorized,T2_material_state,5,4,272,272,3.7581458584413883e-05,0.0060300343008418489,6.0621665159965588e-06,0.011037322989469453,0
production_authorized,T2_material_state,5,4,273,273,3.667954873832803e-05,0.0060300307445152416,6.0628034171950063e-06,0.011336839146333343,0
production_authorized,T2_material_state,5,4,274,274,3.6133385688388861e-05,0.0060300276347365848,6.0635123604324548e-06,0.0074257411916078212,0
production_authorized,T2_material_state,5,4,275,275,4.4622551543965658e-05,0.0060300251974564094,6.0641665527993993e-06,0.025260143185020397,0
production_authorized,T2_material_state,5,4,276,276,4.0588782779347043e-05,0.0060300215714430647,6.0647000361679915e-06,0.027871885791130396,0
production_authorized,T2_material_state,5,4,277,277,3.9688583154596393e-05,0.0060300182977607725,6.0654390693359872e-06,0.018402255928406105,0
production_authorized,T2_material_state,5,4,278,278,3.7378924326869595e-05,0.006030013981367429,6.0661056439093031e-06,0.019629403113977033,0
production_authorized,T2_material_state,5,4,279,279,3.9331828308007612e-05,0.0060300110773224246,6.0668579624501007e-06,0.013188570795016305,0
production_authorized,T2_material_state,5,4,280,280,3.7477111521997888e-05,0.0060300077312039181,6.0674454623876883e-06,0.012987120264188098,0
production_authorized,T2_material_state,5,4,281,281,3.5514675331876527e-05,0.0060300043271730077,6.0681568535558839e-06,0.0071061760172289601,0
production_authorized,T2_material_state,5,4,282,282,3.5811192500484987e-05,0.0060300011595548226,6.0688225991256672e-06,0.0071235850778580412,0
production_authorized,T2_material_state,5,4,283,283,3.6050438455587845e-05,0.0060299980435894202,6.0694766577107373e-06,0.0071380973210873888,0
production_authorized,T2_material_state,5,4,284,284,3.8216629325733827e-05,0.0060299952431945095,6.0701244111172059e-06,0.0095203161412381089,0
production_authorized,T2_material_state,5,4,285,285,3.5965277494598404e-05,0.0060299919582194658,6.0707299051054875e-06,0.0072464693321118157,0
production_authorized,T2_material_state,5,4,286,286,3.7221589411994772e-05,0.0060299895649465994,6.0714026351993411e-06,0.013644432292580682,0
production_authorized,T2_material_state,5,4,287,287,3.8030562632242642e-05,0.006029986856916851,6.0720090075960798e-06,0.0069848788286916985,0
production_authorized,T2_material_state,5,4,288,288,3.6183216386216741e-05,0.0060299839135122598,6.0725817260243176e-06,0.0070862997563011509,0
production_authorized,T2_material_state,5,4,289,289,3.5677104294424108e-05,0.0060299806621767578,6.0732399870255804e-06,0.0071561916787200586,0
production_authorized,T2_material_state,5,4,290,290,3.5708699040700072e-05,0.0060299775309484759,6.0738865846898804e-06,0.0071280721305745365,0
production_authorized,T2_material_state,5,4,291,291,4.3137066364436926e-05,0.0060299752284500036,6.0745278257501312e-06,0.021000139337062018,0
production_authorized,T2_material_state,5,4,292,292,3.6252352573648355e-05,0.0060299718436067464,6.0750325362457502e-06,0.014781460160013186,0
production_authorized,T2_material_state,5,4,293,293,3.9804476909192754e-05,0.0060299683180389746,6.075672731920001e-06,0.022778491013443859,0
production_authorized,T2_material_state,5,4,294,294,3.6145260929498799e-05,0.0060299644731559229,6.0763734267554881e-06,0.016197556301748274,0
production_authorized,T2_material_state,5,4,295,295,3.5097392844270975e-05,0.0060299610642557695,6.077108240631901e-06,0.0070497822427080248,0
production_authorized,T2_material_state,5,4,296,296,3.6262461903224483e-05,0.0060299582204306063,6.0777626857966283e-06,0.0091908117553071034,0
production_authorized,T2_material_state,5,4,297,297,3.5777448476463431e-05,0.0060299546764054071,6.0783753206283819e-06,0.0091787317393931707,0
production_authorized,T2_material_state,5,4,298,298,3.5566682543483637e-05,0.0060299514794151911,6.0790381110065184e-06,0.0070245699725379751,0
production_authorized,T2_material_state,5,4,299,299,3.694749237197711e-05,0.0060299489120207569,6.0796760514847392e-06,0.0092277769809401295,0
production_authorized,T2_material_state,5,4,300,300,3.6086041174602817e-05,0.0060299455137797463,6.0802636153711731e-06,0.0085325182150177807,0
production_authorized,T2_material_state,5,4,301,301,3.577058420538664e-05,0.006029942151368959,6.0809320627797092e-06,0.007097520471099461,0
production_authorized,T2_material_state,5,4,302,302,3.6168002568882474e-05,0.0060299393955852701,6.081581345074305e-06,0.0091672309309854087,0
production_authorized,T2_material_state,5,4,303,303,3.9035114947986115e-05,0.006029936542510171,6.0822029545049006e-06,0.012047888335761963,0
production_authorized,T2_material_state,5,4,304,304,3.9282902504094401e-05,0.0060299340879404178,6.0827700330001733e-06,0.011207737018094379,0
production_authorized,T2_material_state,5,4,305,305,3.5971374895069312e-05,0.0060299310558518835,6.0833278425764803e-06,0.0074369378152186081,0
production_authorized,T2_material_state,5,4,306,306,3.6100740997158845e-05,0.0060299277440922488,6.0839491404784951e-06,0.0087301774229381814,0
production_authorized,T2_material_state,5,4,307,307,3.5300059288028193e-05,0.0060299244513287425,6.0846112818202513e-06,0.0070691339667772191,0
production_authorized,T2_material_state,5,4,308,308,3.8213889828457264e-05,0.0060299216058719504,6.0852430747715403e-06,0.0097817290786731195,0
production_authorized,T2_material_state,5,4,309,309,3.5735368395498178e-05,0.0060299185554062223,6.0858153594356423e-06,0.021971751851057646,0
production_authorized,T2_material_state,5,4,310,310,3.6635500868736322e-05,0.0060299153732526331,6.0864052757736431e-06,0.013562745904113245,0
production_authorized,T2_material_state,5,4,311,311,3.61522659676109e-05,0.0060299113720686977,6.0870532058165949e-06,0.015113741386941134,0
production_authorized,T2_material_state,5,4,312,312,3.5181428373334825e-05,0.0060299080039525558,6.0877576485429685e-06,0.0070061819867179853,0
production_authorized,T2_material_state,5,4,313,313,3.5438991414293958e-05,0.0060299047588374937,6.0884063798338772e-06,0.0069821017302942323,0
production_authorized,T2_material_state,5,4,314,314,4.0479718529464975e-05,0.0060299022213617,6.0890325873641515e-06,0.014218060453056132,0
production_authorized,T2_material_state,5,4,315,315,3.6083207766022187e-05,0.0060298993571578155,6.0895731284205112e-06,0.0070848563357103211,0
production_authorized,T2_material_state,5,4,316,316,3.5933985045050542e-05,0.0060298961797234981,6.0901936768109621e-06,0.0070404700558521771,0
production_authorized,T2_material_state,5,4,317,317,3.8535724088564894e-05,0.0060298930261868328,6.0908082020194598e-06,0.011560105618913834,0
production_authorized,T2_material_state,5,4,318,318,3.5470718241046232e-05,0.00602988970422244,6.0914424443447857e-06,0.0070977637940510263,0
production_authorized,T2_material_state,5,4,319,319,4.1027129797847301e-05,0.0060298871479398412,6.0920792277485702e-06,0.018322567367921379,0
production_authorized,T2_material_state,5,4,320,320,3.6830312787332329e-05,0.0060298841638589283,6.0925987029891715e-06,0.014663527071783436,0
production_authorized,T2_material_state,5,4,321,321,4.0768421169476871e-05,0.0060298814308880873,6.0932144355652085e-06,0.013121333088691079,0
production_authorized,T2_material_state,5,4,322,322,3.8172825725796366e-05,0.0060298783162912673,6.0937741832578496e-06,0.012028512411246308,0
production_authorized,T2_material_state,5,4,323,323,4.2039296440278908e-05,0.0060298759526605196,6.0944310724675432e-06,0.013242564094924159,0
production_authorized,T2_material_state,5,4,324,324,3.9769106234106444e-05,0.0060298726122850997,6.0949223991135781e-06,0.015978813332972082,0
production_authorized,T2_material_state,5,4,325,325,3.7673661729954154e-05,0.0060298693981266117,6.0956215761631682e-06,0.0089807717015869138,0
production_authorized,T2_material_state,5,4,326,326,4.1419191445788758e-05,0.0060298670174631693,6.0961999233111186e-06,0.019181999291334278,0
production_authorized,T2_material_state,5,4,327,327,3.5453379612226643e-05,0.0060298642426789796,6.0967084023477724e-06,0.006938455252505471,0
production_authorized,T2_material_state,5,4,328,328,3.4769011562237935e-05,0.0060298612686707602,6.0973074218484413e-06,0.0068851374802729737,0
production_authorized,T2_material_state,5,4,329,329,4.1935283137526131e-05,0.0060298574958970261,6.0978959228741303e-06,0.022602483544293964,0
production_authorized,T2_material_state,5,4,330,330,3.6216020686168897e-05,0.0060298532888764826,6.0986145189456664e-06,0.018008685040737216,0
production_authorized,T2_material_state,5,4,331,331,3.5208313539762112e-05,0.0060298499103734549,6.0993167197986864e-06,0.0069977108331283899,0
production_authorized,T2_material_state,5,4,332,332,3.5546204622380463e-05,0.0060298466886715687,6.0999421207519333e-06,0.0070574489047450228,0
production_authorized,T2_material_state,5,4,333,333,3.5879974164488687e-05,0.0060298436621260432,6.1005644800271597e-06,0.00703561449166068,0
production_authorized,T2_material_state,5,4,334,334,3.701084265564053e-05,0.0060298406387309968,6.1011714593828259e-06,0.0072978506035186299,0
production_authorized,T2_material_state,5,4,335,335,3.7940132439238605e-05,0.0060298377548056118,6.1017607791979955e-06,0.008658756271580019,0
production_authorized,T2_material_state,5,4,336,336,3.6051801230894265e-05,0.0060298347363976924,6.1023497803791571e-06,0.0070570452743690115,0
production_authorized,T2_material_state,5,4,337,337,3.6547203762727192e-05,0.0060298313007524744,6.1029491599251529e-06,0.010311409161923456,0
production_authorized,T2_material_state,5,4,338,338,3.8061490616146884e-05,0.0060298284076190801,6.1036048151219546e-06,0.0090009659176202104,0
production_authorized,T2_material_state,5,4,339,339,4.0281965591130066e-05,0.0060298262012959489,6.1041732770661383e-06,0.011497733844190346,0
production_authorized,T2_material_state,5,4,340,340,4.013005078019328e-05,0.0060298237776705435,6.1046804005204791e-06,0.013553508589564167,0
production_authorized,T2_material_state,5,4,341,341,3.9409298475105059e-05,0.0060298203191000779,6.1052007813700016e-06,0.0157360446297935,0
production_authorized,T2_material_state,5,4,342,342,3.5179092153346209e-05,0.0060298168147137976,6.1058925826529276e-06,0.0070497601284811306,0
production_authorized,T2_material_state,5,4,343,343,4.6197554928349425e-05,0.0060298139026518476,6.106513733228347e-06,0.024017450709970911,0
production_authorized,T2_material_state,5,4,344,344,3.5432526043935959e-05,0.0060298112373550284,6.1070625139159063e-06,0.0069605606626562677,0
production_authorized,T2_material_state,5,4,345,345,4.0379700823070577e-05,0.0060298075605745407,6.1076395571069142e-06,0.024257973126627974,0
production_authorized,T2_material_state,5,4,346,346,3.5056637828241542e-05,0.0060298039096221443,6.1083472161493901e-06,0.0070115687999822152,0
production_authorized,T2_material_state,5,4,347,347,3.953903819564008e-05,0.0060298013974195161,6.1089745383435812e-06,0.016867816234959226,0
production_authorized,T2_material_state,5,4,348,348,3.7404382116620439e-05,0.006029797968815173,6.1094982327647429e-06,0.016956131820475742,0
production_authorized,T2_material_state,5,4,349,349,3.8481159085402085e-05,0.006029794831969088,6.1101631337878715e-06,0.012643427384462957,0
production_authorized,T2_material_state,5,4,350,350,3.6865732797634774e-05,0.0060297915205139172,6.1107148844330439e-06,0.01294447440152301,0
production_authorized,T2_material_state,5,4,351,351,4.1981858420133943e-05,0.0060297892904379079,6.1113652120026174e-06,0.014201226711084584,0
production_authorized,T2_material_state,5,4,352,352,3.8215894151822956e-05,0.0060297856234252075,6.1118404465210219e-06,0.014144208012730714,0
production_authorized,T2_material_state,5,4,353,353,3.5816820894194814e-05,0.006029782308593707,6.1125203136835893e-06,0.0070040110444675729,0
production_authorized,T2_material_state,5,4,354,354,3.6672315104318774e-05,0.0060297795252029348,6.1131212201193108e-06,0.008849659847755497,0
production_authorized,T2_material_state,5,4,355,355,3.6552322785002338e-05,0.0060297765943345431,6.1136967121067087e-06,0.007791061488551701,0
production_authorized,T2_material_state,5,4,356,356,3.6900543678676802e-05,0.0060297736890805925,6.1142816798476218e-06,0.0070434626718347548,0
production_authorized,T2_material_state,5,4,357,357,4.261892540129155e-05,0.0060297711633000199,6.1148537737754083e-06,0.022553062500177478,0
production_authorized,T2_material_state,5,4,358,358,3.9179297459777098e-05,0.0060297677792036332,6.1153626829124619e-06,0.022348508183176349,0
production_authorized,T2_material_state,5,4,359,359,4.4842526193882217e-05,0.0060297652845052244,6.1160201894061572e-06,0.023776843724665358,0
production_authorized,T2_material_state,5,4,360,360,3.9350403290876918e-05,0.0060297618789079081,6.1164895456267132e-06,0.018954973113410892,0
production_authorized,T2_material_state,5,4,361,361,3.4825595460411393e-05,0.0060297581882084381,6.1171895997524928e-06,0.0070929496615955712,0
production_authorized,T2_material_state,5,4,362,362,3.5365919179341627e-05,0.0060297548530205778,6.1178176924414629e-06,0.0070273550886179592,0
production_authorized,T2_material_state,5,4,363,363,3.6150714739711492e-05,0.0060297517500717745,6.1184198173469539e-06,0.0093844380104580235,0
production_authorized,T2_material_state,5,4,364,364,3.6630823753975608e-05,0.0060297483944979496,6.1190361304586105e-06,0.0083222382678793255,0
production_authorized,T2_material_state,5,4,365,365,3.7031840402746429e-05,0.0060297456196237937,6.1196154835796435e-06,0.011400085050125887,0
production_authorized,T2_material_state,5,4,366,366,3.67475708092757e-05,0.0060297425902713121,6.1201657733933601e-06,0.011528347557889423,0
production_authorized,T2_material_state,5,4,367,367,3.6198092369246185e-05,0.006029739129442247,6.1207570539734135e-06,0.0087931045054528405,0
production_authorized,T2_material_state,5,4,368,368,3.553919955474078e-05,0.00602973588562876,6.1213909233748254e-06,0.007022323627403293,0
production_authorized,T2_material_state,5,4,369,369,3.6815608620380919e-05,0.0060297329114507156,6.121991500962487e-06,0.0070485086902893736,0
production_authorized,T2_material_state,5,4,370,370,3.8210054354352862e-05,0.0060297302579404447,6.1225570725520484e-06,0.014011819942244255,0
production_authorized,T2_material_state,5,4,371,371,3.7199931670539248e-05,0.0060297273881568499,6.1231133243744296e-06,0.0070076639443025224,0
production_authorized,T2_material_state,5,4,372,372,3.609804352532033e-05,0.006029724239536011,6.1236626269778327e-06,0.0071421329388641208,0
production_authorized,T2_material_state,5,4,373,373,4.8072304416990764e-05,0.0060297221612726519,6.1242661101301721e-06,0.029595514823553007,0
production_authorized,T2_material_state,5,4,374,374,4.1995856499411712e-05,0.0060297185691559427,6.1247081948323512e-06,0.025996171719218787,0
production_authorized,T2_material_state,5,4,375,375,3.5461579946547726e-05,0.0060297157954244968,6.2487645360320698e-06,0.0094302366794884931,0
production_authorized,T2_material_state,5,4,376,376,3.8295455113338399e-05,0.0060297118736111271,6.1260579765631817e-06,0.01413354501251101,0
production_authorized,T2_material_state,5,4,377,377,3.5549391858711727e-05,0.006029708946096171,6.2500094796247296e-06,0.0071163962726442653,0
production_authorized,T2_material_state,5,4,378,378,4.5564340383267036e-05,0.0060297059253409876,6.1273116369608971e-06,0.024691854093598632,0
production_authorized,T2_material_state,5,4,379,379,4.0985023039308547e-05,0.0060297031706813622,6.2510957451467064e-06,0.024664932093371447,0
production_authorized,T2_material_state,5,4,380,380,3.5106482641162617e-05,0.0060296995608993039,6.2518483616713638e-06,0.006967802101860654,0
production_authorized,T2_material_state,5,4,381,381,3.5463744668774305e-05,0.0060296964419109421,6.2524574047095882e-06,0.0069676954769372079,0
production_authorized,T2_material_state,5,4,382,382,3.6844254353666467e-05,0.0060296935745120846,6.2530420292805644e-06,0.011053493554027913,0
production_authorized,T2_material_state,5,4,383,383,3.6183652254333778e-05,0.0060296907770521916,6.2535915692496502e-06,0.010987799951629349,0
production_authorized,T2_material_state,5,4,384,384,3.5697083488912202e-05,0.0060296874712656365,6.2541825638362525e-06,0.007014595151410119,0
production_authorized,T2_material_state,5,4,385,385,3.5696716312547077e-05,0.006029684481320385,6.2547678812974183e-06,0.0070282777458875456,0
production_authorized,T2_material_state,5,4,386,386,3.6752018749335502e-05,0.0060296814004985756,6.2553488439087701e-06,0.007189885689438005,0
production_authorized,T2_material_state,5,4,387,387,3.9068573242127533e-05,0.0060296789847182784,6.2559089289981884e-06,0.014135128907544675,0
production_authorized,T2_material_state,5,4,388,388,3.5979980179292436e-05,0.006029675921865648,6.2564401003273318e-06,0.0071133570673804769,0
production_authorized,T2_material_state,5,4,389,389,3.6750318631734792e-05,0.0060296730066096912,6.2570157133290394e-06,0.0070156918234964838,0
production_authorized,T2_material_state,5,4,390,390,4.643119396129275e-05,0.0060296709570929561,6.2575678886345187e-06,0.026069708612683276,0
production_authorized,T2_material_state,5,4,391,391,4.2034258067611651e-05,0.0060296673010344446,6.2580040738335896e-06,0.025690300891085618,0
production_authorized,T2_material_state,5,4,392,392,3.4785742267861996e-05,0.0060296638657472571,6.2586664871799869e-06,0.0069930242667672893,0
production_authorized,T2_material_state,5,4,393,393,3.6454255531967019e-05,0.0060296598987486074,6.2592646836723276e-06,0.01115149963162881,0
production_authorized,T2_material_state,5,4,394,394,3.692549546551954e-05,0.0060296569086399189,6.2599106721572539e-06,0.011511373417456018,0
production_authorized,T2_material_state,5,4,395,395,3.5693102529628544e-05,0.0060296539673070412,6.2604623192186182e-06,0.0070096258503762332,0
production_authorized,T2_material_state,5,4,396,396,3.5999913626401996e-05,0.0060296506598572037,6.2610319786493562e-06,0.011603812799865876,0
production_authorized,T2_material_state,5,4,397,397,3.5585973537354253e-05,0.0060296474967772911,6.2616349212341049e-06,0.0069019391676349295,0
production_authorized,T2_material_state,5,4,398,398,3.6955340606414154e-05,0.0060296447525950009,6.26219793209426e-06,0.011770298425697712,0
production_authorized,T2_material_state,5,4,399,399,3.5852260115311074e-05,0.0060296419763781932,6.2627337436005348e-06,0.0069098548254856729,0
production_authorized,T2_material_state,5,4,400,400,3.7705919083906379e-05,0.0060296389822636345,6.2632917385840869e-06,0.010897496143561721,0
production_authorized,T2_material_state,5,4,401,401,3.9071793295744964e-05,0.0060296365878945261,6.2638442296369945e-06,0.011543979752103341,0
production_authorized,T2_material_state,5,4,402,402,3.7605031903615759e-05,0.0060296329746031534,6.2643306297793799e-06,0.013863333628962126,0
production_authorized,T2_material_state,5,4,403,403,3.4981170729078772e-05,0.0060296295982761984,6.2649865244512881e-06,0.0069790243614883396,0
production_authorized,T2_material_state,5,4,404,404,3.7681742318381704e-05,0.0060296269026210323,6.265568407326505e-06,0.014099627391978328,0
production_authorized,T2_material_state,5,4,405,405,3.7667601662440352e-05,0.0060296242632380823,6.2660901922750867e-06,0.0069075651432397578,0
production_authorized,T2_material_state,5,4,406,406,3.5761750630792758e-05,0.0060296213234326112,6.2665993073585113e-06,0.0070013496807720399,0
production_authorized,T2_material_state,5,4,407,407,4.5780411776454147e-05,0.0060296191535345453,6.2671537478520278e-06,0.025107911067105308,0
production_authorized,T2_material_state,5,4,408,408,4.1639520764647712e-05,0.0060296155489364955,6.2675978118598152e-06,0.024920131990049364,0
production_authorized,T2_material_state,5,4,409,409,3.6056461395428539e-05,0.006029611744713264,6.2682307889749822e-06,0.011086975136922759,0
production_authorized,T2_material_state,5,4,410,410,4.6174945787076527e-05,0.006029609279401606,6.2688758538653744e-06,0.025625703165510775,0
production_authorized,T2_material_state,5,4,411,411,4.1297478365741571e-05,0.0060296061822308986,6.2693207919517491e-06,0.025452084820416863,0
production_authorized,T2_material_state,5,4,412,412,3.4738840563869335e-05,0.0060296024959310152,6.2699698063495291e-06,0.0069334733565477036,0
production_authorized,T2_material_state,5,4,413,413,3.685797051809892e-05,0.0060295997814977615,6.2705505485816104e-06,0.011754741976695033,0
production_authorized,T2_material_state,5,4,414,414,3.5861494570650588e-05,0.0060295966174579068,6.2710763621964816e-06,0.011860763993380615,0
production_authorized,T2_material_state,5,4,415,415,3.5237907971622172e-05,0.006029593482379453,6.2716606604729108e-06,0.0069195299035621494,0
production_authorized,T2_material_state,5,4,416,416,3.6439945065750919e-05,0.0060295907563770196,6.2722149839489205e-06,0.010960575724927014,0
production_authorized,T2_material_state,5,4,417,417,3.5639745777142043e-05,0.0060295877137082898,6.2727370923054693e-06,0.010862861761947267,0
production_authorized,T2_material_state,5,4,418,418,3.8229022083520562e-05,0.0060295850167169816,6.2733086488853118e-06,0.011431021943390336,0
production_authorized,T2_material_state,5,4,419,419,3.6529950034559697e-05,0.0060295818975072335,6.2738105535142807e-06,0.011548265326057613,0
production_authorized,T2_material_state,5,4,420,420,3.5035467783631505e-05,0.0060295785215831012,6.2744019859728439e-06,0.0069666809091567528,0
