authorization_scope,case_id,cycle,substep_ordinal,stagger_iteration,reassembly_ordinal,displacement_residual,raw_phase_residual,projected_phase_kkt,consecutive_stagger_delta,primal_feasibility
production_authorized,T2_material_state,5,4,190,190,4.0078721336581366e-05,0.006030296701534303,6.0042670809723475e-06,0.015070457036584318,0
production_authorized,T2_material_state,5,4,191,191,3.8797195742369655e-05,0.0060302932035270259,6.0049246688453906e-06,0.015384070152496987,0
production_authorized,T2_material_state,5,4,192,192,3.8194163358410736e-05,0.0060302900158241803,6.0056942292607829e-06,0.0074644279094356891,0
production_authorized,T2_material_state,5,4,193,193,3.8131476118773183e-05,0.0060302874720591119,6.0063850658709228e-06,0.02098348146157172,0
production_authorized,T2_material_state,5,4,194,194,3.8395187396057054e-05,0.0060302837361345266,6.0070927225819304e-06,0.015752155077587107,0
production_authorized,T2_material_state,5,4,195,195,3.8538323077509477e-05,0.0060302808790184126,6.0078529406926151e-06,0.015752155077587107,0
production_authorized,T2_material_state,5,4,196,196,3.8046777805026212e-05,0.0060302771237610948,6.0085649514762807e-06,0.016349233998981173,0
production_authorized,T2_material_state,5,4,197,197,3.7323662691380078e-05,0.0060302739203719593,6.0093537277428055e-06,0.007436821151280415,0
production_authorized,T2_material_state,5,4,198,198,3.7280742519861218e-05,0.0060302706271670708,6.0100944466734418e-06,0.0077268568512032371,0
production_authorized,T2_material_state,5,4,199,199,4.3742248633793135e-05,0.0060302682998066666,6.0108446613416078e-06,0.02105213255279598,0
production_authorized,T2_material_state,5,4,200,200,4.45930658280554e-05,0.0060302661546471226,6.0114453790394151e-06,0.020702018831239878,0
production_authorized,T2_material_state,5,4,201,201,4.542172247315692e-05,0.0060302620084330075,6.0120138283270563e-06,0.027402546235963023,0
production_authorized,T2_material_state,5,4,202,202,3.6426912231782287e-05,0.0060302579498081738,6.0129704639866333e-06,0.0075194709371663171,0
production_authorized,T2_material_state,5,4,203,203,4.1909336507863405e-05,0.0060302549474931556,6.0137632571510835e-06,0.014721305482025882,0
production_authorized,T2_material_state,5,4,204,204,3.9510523736953715e-05,0.0060302514974130573,6.0144327994615665e-06,0.014466539758472011,0
production_authorized,T2_material_state,5,4,205,205,3.9863471902379885e-05,0.0060302483449110565,6.0152484709918852e-06,0.010337049466438864,0
production_authorized,T2_material_state,5,4,206,206,3.9357024031410037e-05,0.0060302454311740895,6.0159475224752512e-06,0.012883454784141261,0
production_authorized,T2_material_state,5,4,207,207,3.7621252392960065e-05,0.0060302417510590765,6.0166810800232895e-06,0.011717402317216033,0
production_authorized,T2_material_state,5,4,208,208,3.7356670503359865e-05,0.0060302383646501949,6.0174622942277267e-06,0.0080437647164396421,0
production_authorized,T2_material_state,5,4,209,209,3.73427885818243e-05,0.0060302350538934384,6.0182148303722371e-06,0.0075103332557360236,0
production_authorized,T2_material_state,5,4,210,210,4.079189678955357e-05,0.0060302322788296173,6.0189591994941338e-06,0.015725454978743083,0
