case_id,cycle,load_factor,threshold,support_area,centroid_x,centroid_y,rms_width_x,rms_width_y,crack_tip_x,damaged_component_size,right_boundary_connected_size,event_hit_reconstructed
T3_loading_history,51,1.0,0.00748329911579203,0.001755957307895263,0.2886562423533718,-0.0011918092182504059,0.00809071509541181,0.007620031233580597,0.2885622518609633,812,0,False
T3_loading_history,52,1.0,0.0074523881285225736,0.0017914573730304323,0.3016856564983802,-0.0007986099694374655,0.008169582192360442,0.007606028565751414,0.3004064297157469,825,0,False
T3_loading_history,53,1.0,0.004567645172704706,0.0018039639333317118,0.3113621693895386,-0.0006566573591792885,0.008250627531284761,0.010117810821797725,0.3083915738802959,832,0,False
T3_loading_history,54,1.0,0.00807310122712329,0.001839566830250044,0.3228672388034104,-0.0002627027020758852,0.008355719396008678,0.007661239279964309,0.3221683719662358,847,0,False
T3_loading_history,55,1.0,0.00818147290636861,0.001913219839633358,0.3377377009617538,-0.00021271879636863917,0.008660324420025026,0.007636016126295378,0.3372053745233186,863,0,False
T3_loading_history,56,1.0,0.006398791222767728,0.0017810243021532438,0.3504257137714003,-0.00035903050344552256,0.008056427169093132,0.0077943461102861055,0.3491019157138583,875,0,False
T3_loading_history,57,1.0,0.007939567371645775,0.0017866766095041842,0.3631547958076634,-0.00027718455614154924,0.008193719185615825,0.007624893385389636,0.3628491060998105,889,0,False
T3_loading_history,58,1.0,0.007366652344873955,0.0018935406934435127,0.37635208973929984,-0.00014757150831067346,0.00838092368059711,0.0077789155237935415,0.3746584405310329,901,0,False
T3_loading_history,59,1.0,0.007804054988363078,0.0018776021843807742,0.3898182490225701,0.0008997161087384633,0.008391286680084506,0.007736648551024225,0.3886791180402934,915,0,False
T3_loading_history,60,1.0,0.006365479586916455,0.0017156895444998116,0.40194610003099845,0.001056138508635772,0.007870123765305883,0.007621897067925035,0.4006855728310332,926,0,False
T3_loading_history,61,1.0,0.0037260487537745506,0.0016358546875697084,0.40940039150906427,0.0009755245251026488,0.007479700218299056,0.007903121733458744,0.4046851246288022,931,0,False
T3_loading_history,62,1.0,0.0037544487150651456,0.001562404868340691,0.4150824287427362,0.0014238389582976393,0.007184625788667767,0.007891809249286922,0.4106792420465346,937,0,False
T3_loading_history,63,1.0,0.005086066783309338,0.0016938123811607807,0.4216264791496789,0.0012021245035908612,0.007544673057375073,0.00778667515242313,0.4186318666494095,945,0,False
T3_loading_history,64,1.0,0.004879235822345259,0.0016160448445941766,0.4289958408522147,0.0012179872779948411,0.007314213153276318,0.008055821299693715,0.42653767948729,952,0,False
T3_loading_history,65,1.0,0.004558968714181862,0.0018551835557101993,0.4357903389946836,0.0013662257533284805,0.00793846887108949,0.0082776648793613,0.4337652021387097,960,0,False
T3_loading_history,66,1.0,0.005669208737317333,0.0017618697890097804,0.4441050423297619,0.0013297555927894136,0.007667029446493568,0.008126481870485753,0.4420815697856301,971,0,False
T3_loading_history,67,1.0,0.006322554369470655,0.0017970985431041866,0.454031180442673,0.0012342655658431892,0.007818137968758587,0.007926844955978746,0.4520568981041827,981,0,False
T3_loading_history,68,1.0,0.009984817905710338,0.002741571888283451,0.4780110473665542,0.002035360577070177,0.013300459972281254,0.007831437922391923,0.5,1031,22,True
T3_loading_history,69,1.0,1.8078879389760162e-07,0.0021232283449395747,-0.3410781209752746,-0.004170112136503534,0.17071506695067065,0.004022876999677029,0.5,1031,22,True
T3_loading_history,70,1.0,1.7557870001794207e-07,0.0021548600863214775,-0.33537535200647794,-0.0041159593444548,0.1825236897889628,0.004072641277031315,0.5,1031,22,True
T3_loading_history,71,1.0,1.703783553552718e-07,0.0021818994223144167,-0.33390310967163256,-0.004102209707625466,0.18467444583204712,0.0040787300707755035,0.5,1031,22,True
