cycle,path,n_elem,alpha_max,hist_max,hist_mean,f_min,psi_max,E_el,E_d,E_hist
40,_analysis_fem_mechanism_20260528/baseline_pidl_element_diagnostics/element_fields_cycle_0040.npz,67276,1.0011467933654785,7.20160436630249,0.22925758361816406,0.01685922220349312,0.3894275426864624,0.0033862898126244545,0.006017585285007954,0.0
70,_analysis_fem_mechanism_20260528/baseline_pidl_element_diagnostics/element_fields_cycle_0070.npz,67276,1.0010703802108765,8.69021987915039,0.3452380299568176,0.011839904822409153,0.4040643274784088,0.0015053902752697468,0.007176111452281475,0.0
75,_analysis_fem_mechanism_20260528/baseline_pidl_element_diagnostics/element_fields_cycle_0075.npz,67276,1.0011801719665527,8.87218952178955,0.3593706786632538,0.011384602636098862,0.42472895979881287,0.0011648416984826326,0.007408022880554199,0.0
80,_analysis_fem_mechanism_20260528/baseline_pidl_element_diagnostics/element_fields_cycle_0080.npz,67276,1.0009700059890747,9.090532302856445,0.36962127685546875,0.010872128419578075,0.07626143842935562,1.3518980267690495e-05,0.008005943149328232,0.0
