case,n_saved,first_boundary_hit,last_index,x_tip_alpha_j68,x_tip_alpha_last,alpha_bar_max_j68,alpha_bar_max_last,f_min_j68,f_min_last,Kt_j68,Kt_last,E_el_j68,E_el_last,FEM_nstep2_Nf,FEM_c69_alpha_bar_elem_max,FEM_c69_f_fatigue_min,FEM_c69_Kt_proxy
PIDL FBPINN-chain,100,,99,0.25600001215934753,0.4059999883174896,10.693120956420898,14.537891387939453,0.0079817408695817,0.0044220746494829655,10.576851186589666,16.618761794384774,0.002541366731747985,0.0012999961618334055,70,18.4591221916171,0.0172830017287589,11.5567935636558
