cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,fem_alpha_bar_elem_mean,fem_f_min,fem_psi_max,fem_Kt_proxy,fem_x_tip_d095,alpha_bar_elem_p999,alpha_bar_elem_p99,f_fatigue_p001,f_fatigue_mean,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,pidl_E_d_increment_from_first,fem_E_d_increment_from_first,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,ratio_E_d_increment_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,ratio_Kt_pidl_over_fem_proxy,delta_x_tip_pidl_minus_fem_d095
11,0.00463915,0.00597193,0.0106111,1.00087890376248,0.0499323838871711,2.53675,1.74746074199349,0.0641004792431679,0.215235694822166,665.905185155699,10.241513217975,0.02100000000000002,1.05982029754479,0.420699615266221,0.448525547975386,0.997534550992131,643.288044075505,296.703643513236,5.42451211918053,-0.499,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.489,-0.0010000000000000009,-0.0010000000000000009,0.02300000000000002,-0.0010000000000000009,0.027000000000000024,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0046136137098073,0.0054721310734748,0.0,1.0007256269454956,2.936071395874023,0.0733485221862793,0.0846984907984733,0.437421441078186,8.545160728853977,0.0229026079177856,2.936071395874023,0.0733485221862793,0.0846984848965669,1.2079253791999478e-06,0.0002725700000000006,0.9944954808116357,0.9163086428465839,0.004431615288549529,1.680193051160952,1.1442741622574857,0.3935150759656927,0.8343650539703709,0.0019026079177855808
12,0.00460008,0.00602267,0.0106227,1.00153140337698,0.0502477159782658,2.60063,1.8025062580595,0.0696672438823628,0.204245293906635,666.194390019184,10.1693204483255,0.025000000000000022,1.093182096135,0.454049225673228,0.437920489211417,0.997083087628659,643.981615810511,312.862858105278,5.50433386427583,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.489,-0.0010000000000000009,-0.0010000000000000009,0.027000000000000024,-0.0010000000000000009,0.031000000000000028,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0045839911326766,0.0054802414961159,0.0,1.0007061958312988,3.2008936405181885,0.0792890191078186,0.0730107501149177,0.4836032092571258,8.468236830799315,0.0268248319625854,3.2008936405181885,0.0792890191078186,0.07301074696984,9.318348020300425e-06,0.00032331000000000026,0.9965024809735047,0.9099355428930856,0.028821712969906335,1.77580167958148,1.1381104618075997,0.35746600922071925,0.8327239635951988,0.0018248319625853784
13,0.00456275,0.00607138,0.0106341,1.00222224806796,0.0505549975523553,2.66201,1.86403150020092,0.0751980701103593,0.192414943311782,666.382643945693,10.1014482334106,0.031000000000000028,1.12633216003901,0.487610837179488,0.398319349595899,0.996579162096648,644.568655237644,324.261507500255,5.58029590285777,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.489,-0.0010000000000000009,-0.0010000000000000009,0.031000000000000028,-0.0010000000000000009,0.03500000000000003,-0.0030000000000000027,0.008,0.0,33,5,0,0,0.0045476425439119,0.0054932627826929,0.0,1.0007169246673584,3.4629547595977783,0.0851969718933105,0.0636739507317543,0.4566568434238434,8.629329521320656,0.0301063954830169,3.4629547595977783,0.0851969718933105,0.0636739469020079,2.233963459729975e-05,0.0003720200000000007,0.996688958174763,0.9047799318594618,0.06004955270496131,1.8577769523876146,1.1329675318565624,0.3309199879999934,0.854266568706366,-0.0008936045169831291
14,0.00452061,0.00612656,0.0106472,1.00283251441046,0.0509045313055575,2.72141,1.93336068126771,0.080702433802919,0.179926503695534,665.829792384791,10.0206177488497,0.03500000000000003,1.14887239390714,0.519847927932896,0.3923283151387,0.99599113587529,645.040577111819,336.311135242722,5.66753831601241,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.489,-0.0010000000000000009,-0.0010000000000000009,0.03700000000000003,-0.0010000000000000009,0.041000000000000036,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0045164749026298,0.0055015319958329,0.0,1.0007115602493286,3.7282090187072754,0.0910753831267356,0.0559354461729526,0.4634394943714142,8.422478486288233,0.0340286195278167,3.7282090187072754,0.091075375676155,0.0559354457785833,3.0608847737300174e-05,0.0004272,0.9990852788959455,0.8979805952823282,0.07164992447869892,1.9283566976559585,1.1285332899519247,0.3108794147837431,0.8405148961255484,-0.000971380472183328
15,0.00447975,0.00618072,0.0106605,1.00331336894112,0.0512556503329373,2.77956,2.01088068367322,0.0861738573018793,0.16723903457777,664.564667514732,9.93926256699562,0.039000000000000035,1.15818143870868,0.551706911859794,0.389684765896151,0.995341195074234,650.428990116779,347.636365239723,5.75076062852255,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.489,-0.0010000000000000009,-0.0010000000000000009,0.041000000000000036,-0.0010000000000000009,0.04500000000000004,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0044780313037335,0.0055162557400763,0.0,1.0007344484329224,4.000565052032471,0.0969239696860313,0.0493703186511993,0.425849437713623,8.474876882122329,0.037931527942419,4.000565052032471,0.0969239771366119,0.0493703166941595,4.533259198070006e-05,0.0004813600000000001,0.9996163410309726,0.8924940363058511,0.09417606776778305,1.989459187963728,1.1247491144152084,0.29520810602527703,0.8526665660553189,-0.001068472057581038
16,0.00443882,0.00623569,0.0106745,1.00393657302307,0.0516195487794319,2.83746,2.09594637889167,0.0916166462091648,0.154894750799992,685.562327909759,10.0202168692988,0.04500000000000004,1.16862705813412,0.584884281493425,0.38579826433662,0.994653149920945,657.253614174908,358.60481060335,5.83347081876865,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.03699999999999998,-0.0010000000000000009,-0.0010000000000000009,0.04500000000000004,-0.0010000000000000009,0.051000000000000045,-0.0030000000000000027,0.008,0.0,36,5,0,0,0.0044445623643696,0.005527495406568,0.0,1.0008548498153689,4.226998805999756,0.102740004658699,0.0447537042200565,0.4858247339725494,8.588474109162123,0.0411999598145484,4.226998805999756,0.102740004658699,0.0447537070565813,5.6572258472400126e-05,0.0005363300000000007,1.0012936691214331,0.8864288325057852,0.10548031710402188,2.0167494973010616,1.1214119803527742,0.28892976675397325,0.8571145935450329,-0.0038000401854516377
17,0.00439922,0.00628961,0.0106888,1.00469565055742,0.0519871652122576,2.89592,2.18969130581075,0.0970322428352636,0.143046829639771,717.676236356273,10.1879518299772,0.049000000000000044,1.18060501973877,0.618293540480367,0.378192959803315,0.993928211815573,656.301932299897,368.958591308986,5.91271203568362,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.029000000000000026,-0.0010000000000000009,-0.0010000000000000009,0.051000000000000045,-0.0010000000000000009,0.05500000000000005,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0044062081724405,0.0055416650138795,0.0,1.0009065866470337,4.447881698608398,0.108515664935112,0.040847111493349,0.3968971371650696,8.53575623479709,0.0463084168732166,4.447881698608398,0.108515664935112,0.0408471147458783,7.074186578390033e-05,0.0005902500000000005,1.001588502607394,0.8810824540598702,0.11985068324252482,2.031282531380165,1.1183464564386538,0.2855506241991704,0.8378284838058753,-0.0026915831267834422
18,0.00435508,0.00635003,0.0107051,1.00543956079322,0.052389087745703,2.95483,2.29362289206166,0.102429344225,0.131768190121222,761.839914709837,10.4062408827021,0.05500000000000005,1.20566762905186,0.65260636788409,0.374552549341762,0.99316862976773,654.796183093276,379.868313211145,6.00234436367266,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.013000000000000012,-0.0010000000000000009,-0.0010000000000000009,0.05500000000000005,-0.0010000000000000009,0.061000000000000054,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0043711112812161,0.0055538872256875,0.0,1.0009557008743286,4.663519382476807,0.114249438047409,0.0375066548585891,0.4625098705291748,8.537271751620796,0.050043448805809,4.663519382476807,0.114249438047409,0.0375066587260719,8.29640775919004e-05,0.0006506700000000008,1.0036810532105267,0.8746237774762481,0.12750561358584275,2.0332546377250913,1.1153975348748164,0.28464119317480435,0.82039920542412,-0.004956551194191049
19,0.00431567,0.00640481,0.0107205,1.00605378260013,0.0527685526317381,3.0142,2.40767463781519,0.10779777155066,0.121342968245544,803.467782029524,10.610542605394,0.05900000000000005,1.22107450409991,0.688810584060462,0.364653777605424,0.99237925883345,653.000349798761,389.450986558808,6.08039132442713,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.013000000000000012,-0.0010000000000000009,-0.0010000000000000009,0.061000000000000054,-0.0010000000000000009,0.06499999999999995,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0043324353173375,0.0055696619674563,0.0,1.000969409942627,4.881890296936035,0.1199404746294021,0.0345247313380241,0.4614137411117553,8.488620418101966,0.0532430559396743,4.881890296936035,0.1199404671788215,0.0345247321611335,9.873881936070007e-05,0.0007054500000000007,1.00388475424152,0.8696061190661861,0.13996572309972355,2.027637048735969,1.112643358986652,0.2845218955593822,0.8000175611930225,-0.005756944060325751
20,0.00427078,0.00646733,0.0107381,1.00665658209789,0.053194533493452,3.07393,2.53243784719976,0.1131535737096,0.111899015546578,851.76449233959,10.8384377761886,0.06499999999999995,1.23092082199299,0.723372931192043,0.357787589073257,0.991532820448247,650.987148951516,399.610282593625,6.17145194984029,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,-0.009000000000000008,-0.0010000000000000009,-0.0010000000000000009,0.06699999999999995,-0.0010000000000000009,0.07099999999999995,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0042941169813275,0.0055848639458417,0.0,1.001003623008728,5.043880462646484,0.1255948394536972,0.03253660723567,0.4396884143352508,8.476654293679019,0.0584893301129341,5.043880462646484,0.1255948394536972,0.032536608761098,0.00011394079774609996,0.0007679700000000006,1.0054643370362089,0.8635501738494401,0.14836620928695113,1.991709477973467,1.109950267907815,0.29076759144611625,0.7820918907982958,-0.006510669887065848
21,0.00422747,0.00652876,0.0107562,1.00718451858698,0.0536138979313913,3.13095,2.66742806550699,0.118488875057258,0.102198772147329,899.797508672041,11.0476682682379,0.07099999999999995,1.26202541186174,0.769636323292649,0.345855532038788,0.990655931833022,647.874433980563,408.97301266334,6.25401549873786,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0050000000000000044,-0.0010000000000000009,-0.0010000000000000009,0.07099999999999995,-0.0010000000000000009,0.07699999999999996,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0042554596439003,0.005599760916084,0.0,1.0010675191879272,5.196832180023193,0.1312037110328674,0.0308129414916038,0.3920971751213074,8.517356840451848,0.061845876276493,5.196832180023193,0.1312037110328674,0.0308129406915645,0.0001288377679884,0.0008294000000000001,1.0066208971087436,0.8577066573260467,0.15533851939763685,1.9482557926207644,1.1073082681345836,0.30150011437695245,0.7709642101527696,-0.009154123723506949
