cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,d_p99,d_p999,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,fem_alpha_bar_elem_mean,fem_f_min,f_fatigue_p001,f_fatigue_mean,fem_psi_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,fem_Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,fem_x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,fem_right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,fem_E_d_increment_from_first,pidl_E_d_increment_from_first,ratio_E_d_increment_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,delta_x_tip_pidl_minus_fem_d095,ratio_Kt_pidl_over_fem_proxy
11,0.00465166,0.0127578,0.0174095,1,0.140930820794899,1,1,1.291,1.12859102773237,1.00088435051352,1.00007822390613,0.169169749391014,0.381225106580915,0.44392119239948,0.936275081784282,18.4914788900149,7.24390232616709,7.061717990085,0.567215186645375,11.6168333923084,0.662262447594816,4.18821353018225,-0.499,-0.019,-0.001,0.019,-0.001,0.019,-0.499,0.017,0.001,-0.005,0.001,-0.019,0.013,-0.007,0.046,0.036,191,94,0,0,0.0046136137098073,0.0054721310734748,0.0,1.0007256269454956,2.936071395874023,0.0733485221862793,0.0846984907984733,0.437421441078186,8.545160728853977,0.022902607917785645,2.9360713958740234,0.0733485221862793,0.0846984848965669,0.9918209219520128,0.428924350081895,3.869999999999915e-05,1.2079253791999478e-06,0.03121254209819055,2.6015370703179754,0.43357942215037315,0.222174482573057,0.021902607917785644,2.0402877425598054
12,0.00464131,0.0127755,0.0174168,1,0.14117840663471,1,1,1.3024,1.13375624898893,1.00099694655563,1.00008535737103,0.174415366895496,0.379119579737518,0.443860268931877,0.935799808799914,18.4906881834146,7.24349049014705,7.06279777611155,0.568729756792309,11.6159378085248,0.664034475286162,4.18246028024703,-0.499,-0.019,-0.001,0.019,-0.001,0.019,-0.499,0.017,0.001,-0.011,0.001,-0.019,0.015,-0.007,0.046,0.036,192,94,0,0,0.0045839911326766,0.0054802414961159,0.0,1.0007061958312988,3.2008936405181885,0.0792890191078186,0.0730107501149177,0.4836032092571258,8.468236830799315,0.02682483196258545,3.2008936405181885,0.0792890191078186,0.07301074696984008,0.9876502825014057,0.42896493257531215,5.639999999999985e-05,9.318348020300425e-06,0.16521893653014982,2.8232643863023528,0.45459881499619237,0.1925797400531685,0.02582483196258545,2.0247022717210723
13,0.00453934,0.0129211,0.0174605,1,0.142362576911003,1,1,1.3084,1.13647388535289,1.00133751897128,1.00009265254573,0.17974007093412,0.378022731200067,0.443653682290758,0.935304146972626,319.612629301415,7.30269542277851,7.07864547742067,0.647113695102358,259.306791722513,0.755670302946526,18.5242557499556,-0.499,-0.019,-0.001,0.019,-0.001,0.019,0.003,-0.001,0.023,-0.001,0.025,-0.001,0.029,-0.005,0.016,0.004,56,13,0,0,0.0045476425439119,0.0054932627826929,0.0,1.0007169246673584,3.4629547595977783,0.0851969718933105,0.0636739507317543,0.4566568434238434,8.629329521320656,0.030106395483016968,3.4629547595977783,0.08519697189331055,0.06367394690200798,1.0018290200584006,0.42513894193937823,0.00020199999999999906,2.233963459729975e-05,0.11059225048168245,3.047104561071798,0.47400099182411964,0.1684394759267932,0.007106395483016968,0.4658394721926326
14,0.00449125,0.0129812,0.0174724,1,0.142779754584947,1,1,1.30896,1.1367318884362,1.00327634147358,1.00009985436773,0.184912229207297,0.377918966414075,0.44261553758728,0.934894659073336,418.016850238569,7.54485979410671,7.088305411734,0.686338330160708,347.010218381472,0.801525613292859,20.8071419139979,-0.499,-0.019,-0.001,0.019,-0.001,0.019,0.003,-0.001,0.029,-0.001,0.031,-0.001,0.035,-0.003,0.012,0.004,46,8,0,0,0.0045164749026298,0.0055015319958329,0.0,1.0007115602493286,3.7282090187072754,0.0910753831267356,0.0559354461729526,0.4634394943714142,8.422478486288233,0.03402861952781677,3.7282090187072754,0.09107537567615509,0.055935445778583344,1.0056164548020707,0.42380765998774383,0.0002620999999999995,3.0608847737300174e-05,0.11678308942121417,3.279761091101408,0.492533044013195,0.14800910021453045,0.005028619527816771,0.40478786183613485
15,0.00443961,0.0130454,0.017485,1,0.143199306354788,1,1,1.30908,1.15945004307658,1.01026651473544,1.0001070554704,0.190042263921132,0.363145083246743,0.43871867370963,0.934493805357074,509.089213579146,7.65465871877211,7.09658060972484,0.731657370511352,431.491026064131,0.854504845107545,22.4713218049057,-0.499,-0.019,0.033,-0.001,0.033,-0.001,0.003,-0.001,0.035,-0.001,0.037,-0.001,0.041,-0.003,0.012,0.0,41,6,0,0,0.0044780313037335,0.0055162557400763,0.0,1.0007344484329224,4.000565052032471,0.0969239696860313,0.0493703186511993,0.425849437713623,8.474876882122329,0.03793152794241905,4.000565052032471,0.09692397713661194,0.049370316694159595,1.0086542069536513,0.42285064007821144,0.00032629999999999985,4.533259198070006e-05,0.1389291816754523,3.4503988127138645,0.510012708153461,0.1359520503755632,0.002931527942419049,0.3771418947092015
16,0.00439065,0.0131061,0.0174968,1,0.143587106695074,1,1,1.30914,1.19316667788062,1.01781274895585,1.00011426225306,0.195118648808471,0.348829546176891,0.43660290256265,0.934100812254515,585.886315309465,7.69175777436447,7.10474797720134,0.776963620904817,504.996495753549,0.907468579438788,23.5900240613488,-0.499,-0.019,0.039,-0.001,0.039,-0.001,0.003,-0.001,0.041,-0.001,0.043,-0.001,0.047,-0.003,0.008,0.0,38,6,0,0,0.0044445623643696,0.005527495406568,0.0,1.0008548498153689,4.226998805999756,0.102740004658699,0.0447537042200565,0.4858247339725494,8.588474109162123,0.04119995981454849,4.226998805999756,0.10274000465869904,0.04475370705658132,1.0122789027523487,0.4217498269178474,0.0003870000000000002,5.6572258472400126e-05,0.14618154644031034,3.5426725237651,0.5265514356833665,0.1282967704729976,0.0001999598145484907,0.3640722911865933
17,0.00434103,0.0131678,0.0175088,1,0.143977076069563,1,1,1.30935,1.21705118453372,1.02112771073067,1.00012146256736,0.200146659035727,0.339192857819043,0.433957161398338,0.9337054436875,656.559726145001,8.24997244168781,7.11408637121781,0.825679535300616,574.636547821557,0.964417731137246,24.409789203059,-0.499,-0.019,0.039,-0.001,0.039,-0.001,0.003,-0.001,0.047,-0.001,0.047,-0.001,0.053,-0.003,0.008,0.0,38,5,0,0,0.0044062081724405,0.0055416650138795,0.0,1.0009065866470337,4.447881698608398,0.108515664935112,0.040847111493349,0.3968971371650696,8.53575623479709,0.04630841687321663,4.447881698608398,0.108515664935112,0.04084711474587837,1.01501444874615,0.4208497253815748,0.0004486999999999998,7.074186578390033e-05,0.15765960727412606,3.6546381574842997,0.5421807461484606,0.1204244445357415,-0.0006915831267833711,0.34968578236338893
18,0.00428751,0.0132343,0.0175218,1,0.144396423656544,1,1,1.30975,1.23478602096623,1.02505232009337,1.00012870890013,0.205129625499509,0.332292832906911,0.4310028662555,0.933303597355016,728.518234321337,8.49037859943551,7.12414216848816,0.881986228347211,646.42177864137,1.03023991324782,25.0489083846242,-0.499,-0.019,0.039,-0.001,0.039,-0.001,0.003,-0.001,0.053,-0.001,0.053,-0.001,0.059,-0.003,0.008,0.0,38,5,0,0,0.0043711112812161,0.0055538872256875,0.0,1.0009557008743286,4.663519382476807,0.114249438047409,0.0375066548585891,0.4625098705291748,8.537271751620796,0.05004344880580902,4.663519382476807,0.11424943804740906,0.037506658726071916,1.0194987956217247,0.41965855585013945,0.0005151999999999986,8.29640775919004e-05,0.16103275930104932,3.7767834291058504,0.5569621539024477,0.11287229559084795,-0.0029565511941909775,0.3408241038104973
19,0.00423716,0.013297,0.0175341,1,0.144792393614951,1,1,1.31032,1.24924526126446,1.02736481923568,1.00013593435928,0.210056728847253,0.326821659786343,0.429755615511866,0.932895691988869,792.614266751449,10.1533101837306,7.13389104688145,0.937896332377889,710.800051051651,1.09559793012097,25.4711247925265,-0.499,-0.019,0.039,-0.001,0.039,-0.001,0.003,-0.001,0.059,-0.001,0.059,-0.001,0.0649999999999999,-0.003,0.008,0.0,38,5,0,0,0.0043324353173375,0.0055696619674563,0.0,1.000969409942627,4.881890296936035,0.1199404746294021,0.0345247313380241,0.4614137411117553,8.488620418101966,0.05324305593967438,4.881890296936035,0.11994046717882156,0.034524732161133526,1.022485654857853,0.4188660575660901,0.0005778999999999992,9.873881936070007e-05,0.17085796740041564,3.9078717753107086,0.5709908713118124,0.1056378312275703,-0.0057569440603256194,0.3332644509123766
20,0.00418595,0.0133608,0.0175467,1,0.145196399918694,1,1,1.31303,1.26152380761924,1.03480496796563,1.00014316284346,0.214934510884265,0.322280956906949,0.428859273825747,0.932473515681369,855.388257572587,10.384832720386,7.14171934841773,0.998208486263888,774.120813941807,1.16610135414218,25.7653604472937,-0.499,-0.019,0.039,-0.001,0.039,-0.001,0.003,-0.001,0.0649999999999999,-0.001,0.0649999999999999,-0.001,0.0709999999999999,-0.001,0.008,0.0,34,5,0,0,0.0042941169813275,0.0055848639458417,0.0,1.001003623008728,5.043880462646484,0.1255948394536972,0.03253660723567,0.4396884143352508,8.476654293679019,0.05848933011293411,5.043880462646484,0.1255948394536972,0.032536608761098026,1.0258404857505465,0.41800370829903144,0.0006417000000000003,0.00011394079774609996,0.17756085046922224,3.998244370960659,0.5843400342596718,0.10095727513017212,-0.0065106698870657925,0.3289942056513856
21,0.00413412,0.0134255,0.0175597,1,0.145605850274293,1,1,1.32793,1.27443250998021,1.03835432924091,1.00015039286118,0.219762133863257,0.318385389571656,0.426559117706761,0.932035325165656,916.548427224999,14.5548177226453,7.15011760054387,1.06258983191397,836.021503887414,1.24136106857254,25.9513325963342,-0.499,-0.019,0.049,-0.001,0.039,-0.001,0.003,-0.001,0.0689999999999999,-0.001,0.0709999999999999,-0.001,0.0769999999999999,-0.001,0.008,0.0,39,6,0,0,0.0042554596439003,0.005599760916084,0.0,1.0010675191879272,5.196832180023193,0.1312037110328674,0.0308129414916038,0.3920971751213074,8.517356840451848,0.06184587627649307,5.196832180023193,0.13120371103286743,0.03081294069156457,1.0293507793436814,0.4170988727484265,0.0007063999999999994,0.0001288377679884,0.18238642127463212,4.077761779714716,0.5970260150208886,0.09677875461891765,-0.007154123723506822,0.32820498942913556
22,0.00408028,0.0134928,0.0175731,1,0.146033730090337,1,1,1.34057,1.28720347272326,1.04152711589404,1.00015762234925,0.224540939496658,0.313873469142336,0.424927919002141,0.931578169731576,977.973098518428,18.3989805548948,7.15638385639806,1.13316416345623,898.364922042158,1.3238597082043,26.0498610237702,-0.499,-0.019,0.049,-0.001,0.049,-0.001,0.003,-0.001,0.0749999999999999,-0.001,0.0769999999999999,-0.001,0.0829999999999999,-0.001,0.008,0.0,39,6,0,0,0.0042180828750133,0.0056130639277398,0.0,1.0010747909545898,5.331973552703857,0.1367630809545517,0.0294014606624841,0.3972235321998596,8.49490903960078,0.06580615788698196,5.331973552703857,0.1367630809545517,0.02940146077419593,1.0337728967162303,0.41600438216973495,0.0007736999999999987,0.0001421407796441997,0.18371562575184172,4.142292703284367,0.6090785994800171,0.0936729719234443,-0.009193842113017936,0.326101894818144
23,0.0040264,0.0135602,0.0175866,1,0.146464398679575,1,1,1.35164,1.29840978698129,1.0444825987334,1.00016490607534,0.229267215791976,0.309958911961716,0.420772589137114,0.931103140127913,1037.11987040737,19.6759600657227,7.16205681797482,1.20716645100056,958.547151074379,1.41036504056009,26.0699965203561,-0.499,-0.019,0.049,-0.001,0.049,-0.001,0.003,-0.001,0.0829999999999999,-0.001,0.0829999999999999,-0.001,0.0889999999999999,-0.001,0.008,0.0,34,5,0,0,0.0041775475256145,0.0056296745315194,0.0,1.0011595487594604,5.459198951721191,0.1422810405492782,0.0281594544649124,0.4091604053974151,8.528867229886119,0.07167616486549377,5.459198951721191,0.14228104054927826,0.02815945403220378,1.0375391231905673,0.4151616149849855,0.0008410999999999991,0.00015875138342380003,0.188742579269766,4.204526957867007,0.6205904322507929,0.09084899119916405,-0.011323835134506119,0.32715260330881013
24,0.00397419,0.0136255,0.0175997,1,0.146883817304529,1,1,1.36159,1.30849300184178,1.04748547922454,1.00017216376286,0.233938899347952,0.306498563399885,0.417657723756391,0.930606336038544,1092.24676369234,62.6627619957802,7.16826605597759,1.28187369353141,1014.75812136881,1.49769403388661,26.0297332784976,-0.499,-0.019,0.049,-0.001,0.049,-0.001,0.003,-0.001,0.0869999999999999,-0.001,0.0889999999999999,-0.001,0.0949999999999999,-0.001,0.008,0.0,39,6,0,0,0.0041392529383301,0.0056461971253156,0.0,1.0011577606201172,5.574202060699463,0.1477606147527694,0.0271032620221376,0.3980008959770202,8.43705746547901,0.07564348727464676,5.574202060699463,0.14776062965393066,0.027103259945658785,1.0415337309816843,0.4143845822403288,0.0009063999999999999,0.00017527397722000033,0.19337376127537548,4.260016716064548,0.6316205435035229,0.08842867555883549,-0.011356512725353138,0.32413153739261
25,0.00392051,0.0136927,0.0176133,1,0.147316593601057,1,1,1.37064,1.31768705376366,1.05078635536571,1.0001794927825,0.238560619905568,0.303393394391154,0.415846087955239,0.930082057958469,1147.09426464168,183.136746010535,7.17293255591684,1.36211919574201,1070.7807214356,1.59149658794021,25.9386527893058,-0.499,-0.019,0.049,-0.001,0.049,-0.001,0.003,-0.001,0.0949999999999999,-0.001,0.0949999999999999,-0.001,0.1009999999999999,-0.001,0.008,0.0,36,5,0,0,0.0040990216657519,0.0056628938764333,0.0,1.0011258125305176,5.695723533630371,0.1531974375247955,0.026050491258502,0.3780237436294555,8.51871297623124,0.07961080223321915,5.695723533630371,0.15319743752479553,0.026050492556461906,1.045532766337007,0.41357028755711434,0.0009735999999999998,0.0001919707283376997,0.1971761794758625,4.3225161219895805,0.6421740419078273,0.08586373909286917,-0.015389197766780757,0.3284177110286701
