cycle,E_el,E_d,total_energy,d_max,d_mean,d_p99,d_p999,alpha_bar_monitor_max,alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,alpha_bar_elem_mean,f_fatigue_min,f_fatigue_p001,f_fatigue_mean,psi_plus_elem_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,right_boundary_d095_count,right_boundary_d095_yspan
37,0.00320428,0.0145935,0.0177978,1,0.153269078671665,1,1,1.73145,1.46878783056298,1.2503993626329,1.00026683710851,0.289765038103165,0.266038456030983,0.326442135640116,0.92108365628366,1720.82922280257,1044.14708430945,7.21095833564476,2.70912586833956,1674.02204914425,3.16604203889497,22.9944088165446,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0030000000000000027,-0.0010000000000000009,0.17500000000000004,-0.0010000000000000009,0.17700000000000005,-0.0010000000000000009,0.18300000000000005,-0.0010000000000000009,0.008,0.0,41,6,0,0
38,0.00313589,0.0146799,0.0178158,1,0.153852792223055,1,1,1.76972,1.50141600566864,1.25443118976939,1.00027408136462,0.293659473229373,0.257511781622488,0.32490836216304,0.920079182089073,1762.63678360347,1112.45229598785,7.21126685389505,2.86131135715177,1718.61574533147,3.34393290024613,22.6704748078633,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0030000000000000027,-0.0010000000000000009,0.18300000000000005,-0.0010000000000000009,0.18500000000000005,-0.0010000000000000009,0.19099999999999995,-0.0010000000000000009,0.008,0.0,41,6,0,0
39,0.00307022,0.0147631,0.0178333,1,0.154416546175999,1,1,1.80722,1.53341407788402,1.25969785650992,1.00028135777135,0.297485432222916,0.249541185147189,0.322980474813933,0.919037814271694,1800.74594770782,1175.25530558216,7.21140992929003,3.0098918407332,1759.32603917217,3.517609592245,22.3639929583373,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0030000000000000027,-0.0010000000000000009,0.19099999999999995,-0.0010000000000000009,0.19299999999999995,-0.0010000000000000009,0.19699999999999995,-0.0030000000000000027,0.008,0.0,38,6,0,0
40,0.00300174,0.0148499,0.0178516,1,0.155006192009309,1,1,1.84392,1.56473340628796,1.26552715148271,1.00028863110295,0.301251065950041,0.24209207356581,0.320852457381985,0.917956645147427,1838.75310881521,1238.42629567592,7.21028693071294,3.16846585432666,1799.98486781212,3.70296754224244,22.0475062491923,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0030000000000000027,-0.0010000000000000009,0.19899999999999995,-0.0010000000000000009,0.20099999999999996,-0.0010000000000000009,0.20499999999999996,-0.0030000000000000027,0.008,0.0,38,6,0,0
41,0.00293467,0.014935,0.0178696,1,0.155588155935777,1,1,1.8798,1.595369452174,1.27121715932888,1.000295890079,0.304949691095922,0.235122940031824,0.318795488771664,0.916833430979049,1874.1728183921,1297.81639995696,7.20936792134159,3.32666854244779,1837.93387759758,3.88789121019017,21.7424204315606,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0030000000000000027,-0.0010000000000000009,0.20699999999999996,-0.0010000000000000009,0.20899999999999996,-0.0010000000000000009,0.21299999999999997,-0.0030000000000000027,0.008,0.0,38,6,0,0
42,0.00286682,0.0150212,0.017888,1,0.156178315483233,1,1,1.91482,1.62529437133249,1.28172767313986,1.00030313378322,0.3085847920088,0.228601461354492,0.316801085683375,0.915664966723193,1908.4214605621,1355.57738139958,7.20787565938496,3.48976066463709,1874.57444124923,4.07852993141377,21.438752903753,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.21499999999999997,-0.0010000000000000009,0.21699999999999997,-0.0010000000000000009,0.22099999999999997,-0.0030000000000000027,0.008,0.0,38,6,0,0
43,0.00279806,0.0151087,0.0179068,1,0.156778879064157,1,1,1.94896,1.65447809897849,1.29355234044098,1.0003103783976,0.312156041595741,0.222498715638259,0.313793195766706,0.914442859047746,1942.04428270279,1411.82990274994,7.20602321511554,3.65814081070515,1909.99266404785,4.27534961351977,21.136351966742,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.22299999999999998,-0.0010000000000000009,0.22499999999999998,-0.0010000000000000009,0.22899999999999998,-0.0030000000000000027,0.008,0.0,38,6,0,0
44,0.00272894,0.0151968,0.0179258,1,0.157385325593868,1,1,1.98219,1.68289689053406,1.29859288978312,1.00031762656823,0.315662093777126,0.216787136262691,0.309220448021442,0.913169537057223,1974.1847003964,1466.08162381606,7.20388532398514,3.83029979799727,1943.88978174705,4.4765861698616,20.8383027836682,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.23099999999999998,-0.0010000000000000009,0.23299999999999998,-0.0010000000000000009,0.237,-0.0030000000000000027,0.008,0.0,38,6,0,0
45,0.00265923,0.0152858,0.017945,1,0.158000371600137,1,1,2.01448,1.71052375354498,1.30354669664834,1.00032486136678,0.319103127826139,0.21144230470381,0.30752322555438,0.911846468013407,2005.004079912,1518.57900070606,7.20131072550837,4.0068730167839,1976.43374407269,4.68298231137676,20.5437570924592,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.239,-0.0010000000000000009,0.241,-0.0010000000000000009,0.245,-0.0030000000000000027,0.008,0.0,38,6,0,0
46,0.00258879,0.015376,0.0179647,1,0.158623078171956,1,1,2.04579,1.73733073502178,1.30842619779407,1.00033216717828,0.322478962260889,0.206442178932433,0.305865104056948,0.910473663755976,2034.5701656307,1569.41662449637,7.19890505064441,4.18820716778273,2007.6951291018,4.8949432824048,20.2523325796579,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.247,-0.0010000000000000009,0.249,-0.0010000000000000009,0.255,-0.0010000000000000009,0.008,0.0,41,6,0,0
47,0.00251569,0.0154696,0.0179853,1,0.159272550996318,1,1,2.07606,1.7632646080293,1.31324004621858,1.00033937816853,0.325791442916967,0.201771146384262,0.304242388821434,0.909050300264514,2063.70401600693,1620.00297456957,7.19575710555157,4.37968404893437,2038.53862895812,5.11875984979322,19.9561654249963,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.255,-0.0010000000000000009,0.257,-0.0010000000000000009,0.263,-0.0030000000000000027,0.008,0.0,43,6,0,0
48,0.00244104,0.0155655,0.0180065,1,0.159938391177545,1,1,2.10525,1.78828622790611,1.31799740468293,1.00034662543897,0.329036660956656,0.197412425013985,0.302651409284179,0.907576268650622,2091.83783275964,1669.36357398989,7.19181161288387,4.57827619125749,2068.36692254596,5.35089319435985,19.6607757985053,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.0050000000000000044,-0.0010000000000000009,0.265,-0.0010000000000000009,0.265,-0.0010000000000000009,0.271,-0.0030000000000000027,0.008,0.0,38,5,0,0
49,0.00236882,0.0156584,0.0180272,1,0.160586414787552,1,1,2.13337,1.81240870971816,1.32270857663605,1.00035395472446,0.332209069120745,0.193342072813804,0.301088156391889,0.906053117180616,2117.75989601238,1714.87633865353,7.18856961870297,4.77274257409385,2095.61927799592,5.57820375424483,19.382464877141,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.273,-0.0010000000000000009,0.275,-0.0010000000000000009,0.281,-0.0010000000000000009,0.008,0.0,41,6,0,0
50,0.00229348,0.0157556,0.018049,1,0.161262459446706,1,1,2.16036,1.83557301059613,1.32775143295996,1.00036208018231,0.33531721943543,0.189550122463348,0.299550381592301,0.904482463767146,2143.63039959638,1760.3107098074,7.18429494233585,4.97897063623214,2122.5689163929,5.8192622525126,19.0983978066365,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.281,-0.0010000000000000009,0.28300000000000003,-0.0010000000000000009,0.28900000000000003,-0.0030000000000000027,0.008,0.0,43,6,0,0
51,0.00222067,0.0158495,0.0180702,1,0.161921973327467,1,1,2.18624,1.85779627252175,1.33728850084265,1.00036927792254,0.338351640499961,0.18601553413891,0.298035305191735,0.902862241073484,2167.20702114151,1802.17207128867,7.17946628134575,5.18079034703285,2147.15716244483,6.05516765554945,18.830802602682,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.29100000000000004,-0.0010000000000000009,0.29100000000000004,-0.0010000000000000009,0.29700000000000004,-0.0030000000000000027,0.008,0.0,38,5,0,0
52,0.00214537,0.015947,0.0180924,1,0.16260494735,1,1,2.21094,1.8790286244494,1.34223246938085,1.00037744321926,0.341321658265248,0.182729533889959,0.295758173549443,0.901190357063074,2190.27442303654,1843.59291340337,7.17389335849983,5.39286547891169,2171.24125746907,6.30306032935497,18.5600144240862,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.29900000000000004,-0.0010000000000000009,0.30100000000000005,-0.0010000000000000009,0.30700000000000005,-0.0030000000000000027,0.008,0.0,43,6,0,0
53,0.00207006,0.0160446,0.0181147,1,0.163290203177375,1,1,2.23446,1.89925726978403,1.34715116295968,1.00038531083825,0.344221515675538,0.17967866769691,0.293170634511037,0.899480382699869,2211.99336246925,1883.06285586547,7.1683116841071,5.60772630826409,2193.94628875731,6.55420896570064,18.2958610668259,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.30900000000000005,-0.0010000000000000009,0.30900000000000005,-0.0010000000000000009,0.31499999999999995,-0.0030000000000000027,0.008,0.0,38,5,0,0
54,0.00199513,0.016142,0.0181371,1,0.16397542124736,1,1,2.25679,1.91847618837125,1.35204967483992,1.00040224799261,0.34705175460868,0.176849820915496,0.291622108013802,0.897724782787346,2232.33710691975,1911.99703623952,7.16209912213986,5.82430956503859,2215.2415253484,6.80737072478261,18.0393481615068,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.31699999999999995,-0.0010000000000000009,0.31899999999999995,-0.0010000000000000009,0.32499999999999996,-0.0030000000000000027,0.008,0.0,43,6,0,0
55,0.00191801,0.0162423,0.0181604,1,0.164682007397603,1,1,2.27789,1.93664565235364,1.35693013341657,1.00041405146597,0.349814947983397,0.174235949730417,0.290091955509584,0.895936021851861,2252.04433184656,1949.21756829424,7.15549226497191,6.05053236281624,2235.90062297423,7.07179981656065,17.7812082858862,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.32699999999999996,-0.0010000000000000009,0.32899999999999996,-0.0010000000000000009,0.33299999999999996,-0.0030000000000000027,0.008,0.0,38,6,0,0
56,0.00184578,0.0163365,0.0181822,1,0.16534713868112,1,1,2.29783,1.95383001427391,1.3617955825722,1.00042821722197,0.352502221709558,0.171816335801572,0.288578452455443,0.894112810846729,2269.33309459691,1982.34028317041,7.1488099216516,6.26438700297972,2254.05204126424,7.32177172324276,17.5458283829271,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.33499999999999996,-0.0010000000000000009,0.33699999999999997,-0.0010000000000000009,0.34299999999999997,-0.0030000000000000027,0.008,0.0,43,6,0,0
57,0.00176761,0.0164385,0.0182061,1,0.166066824053009,1,1,2.3165,1.96993898800073,1.36664693881165,1.00046627209538,0.355129551614449,0.16959319705686,0.287081082718814,0.892257797105115,2286.99750755587,2016.70707021991,7.14090766362725,6.50031297754638,2272.62964382803,7.59754230492396,17.2952868794996,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.345,-0.0010000000000000009,0.347,-0.0010000000000000009,0.353,-0.0010000000000000009,0.008,0.0,39,6,0,0
58,0.00169527,0.0165329,0.0182281,1,0.166736168556159,1,1,2.33402,1.98505785126743,1.3714866061397,1.00048835572879,0.357679788943818,0.167545361138965,0.285598891739705,0.890378691476086,2302.23659074324,2046.85909815106,7.13305312825502,6.72042629091077,2288.68734820201,7.85482948907126,17.0696593206358,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.353,-0.0010000000000000009,0.355,-0.0010000000000000009,0.361,-0.0030000000000000027,0.008,0.0,43,6,0,0
59,0.00162196,0.0166286,0.0182506,1,0.167413699790066,1,1,2.35037,1.99917460693394,1.37631578381262,1.0004989084408,0.360164649090618,0.165666228567389,0.284131314680475,0.88846618298722,2316.74652252121,2076.07626124775,7.12428982568701,6.94695370958536,2304.00760032672,8.11961382231602,16.8451261074623,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.363,-0.0010000000000000009,0.363,-0.0010000000000000009,0.369,-0.0030000000000000027,0.008,0.0,38,5,0,0
60,0.00154383,0.0167306,0.0182744,1,0.168135475605692,1,1,2.36547,2.01222682046915,1.38113525442834,1.00056773158428,0.362589094169983,0.163956465323717,0.282677925796793,0.886523446225908,2331.22128450863,2105.82160196127,7.11462028626234,7.19260277829475,2319.32780912566,8.40674893003581,16.6099004289074,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.371,-0.0010000000000000009,0.373,-0.0010000000000000009,0.379,-0.0030000000000000027,0.008,0.0,43,6,0,0
61,0.00147094,0.0168254,0.0182964,1,0.168811693340873,1,1,2.37943,2.02430051860293,1.38594650988472,1.00060938301181,0.364936877034958,0.162398070002415,0.281238099826868,0.884584138067111,2343.7279219219,2132.11925499533,7.10437521424416,7.42418044057967,2332.60267912514,8.67743598718323,16.3955003860451,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.381,-0.0010000000000000009,0.381,-0.0010000000000000009,0.387,-0.0030000000000000027,0.008,0.0,38,5,0,0
62,0.00139206,0.0169279,0.0183199,1,0.169538422110213,1,1,2.39217,2.03532604101051,1.3907500887783,1.00063806949895,0.367226114524233,0.160994034694595,0.279811508225056,0.88265304088028,2356.31776570984,2159.28909757375,7.09257815415106,7.67972489459322,2346.0091422364,8.97613716549734,16.1666527437529,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.389,-0.0010000000000000009,0.391,-0.0010000000000000009,0.397,-0.0030000000000000027,0.008,0.0,43,6,0,0
63,0.00131564,0.0170265,0.0183421,1,0.170243142613791,1,1,2.40376,2.04535773406778,1.39554697375829,1.00065776377587,0.36944157641596,0.159732097513291,0.27839770077408,0.880754233379959,2367.50990045395,2184.20106649558,7.07991637664283,7.93086958229394,2357.9751433796,9.26969528404051,15.9491257513145,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.007000000000000006,-0.0010000000000000009,0.399,-0.0010000000000000009,0.401,-0.0010000000000000009,0.40700000000000003,-0.0010000000000000009,0.008,0.0,41,6,0,0
64,0.00123571,0.0171289,0.0183646,1,0.1709738188184,1,1,2.41416,2.05437331598063,1.4002719698911,1.00075094729406,0.371591968513589,0.158610398835099,0.276996354041856,0.878898632636354,2378.5337021525,2208.90228367937,7.06571926240681,8.19864144818677,2369.46833617297,9.58268829953098,15.7246784634141,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.009000000000000008,-0.0010000000000000009,0.40900000000000003,-0.0010000000000000009,0.40900000000000003,-0.0010000000000000009,0.41500000000000004,-0.0030000000000000027,0.008,0.0,38,5,0,0
65,0.0011519,0.0172351,0.018387,1,0.171731516620681,1,1,2.42337,2.06235644889527,1.40476428236449,1.00082474929166,0.373673940060017,0.157626812314165,0.275685848696264,0.877102225342538,2388.95924792177,2233.28460621272,7.04988775190816,8.48493616393731,2380.36651522298,9.91733194441891,15.4926065360002,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.009000000000000008,-0.0010000000000000009,0.41900000000000004,-0.0010000000000000009,0.41900000000000004,-0.0010000000000000009,0.42500000000000004,-0.0030000000000000027,0.008,0.0,38,5,0,0
66,0.00106313,0.0173455,0.0184087,1,0.172525700057626,1,1,2.43135,2.06928753168014,1.4092541469828,1.00088016641695,0.375684294584836,0.156780093998788,0.274390195371052,0.87538797465515,2398.71238750717,2257.4532798529,7.03150841207491,8.7954824191048,2390.66239703358,10.2803222371885,15.2495055147466,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.009000000000000008,-0.0010000000000000009,0.42900000000000005,-0.0010000000000000009,0.42900000000000005,-0.0010000000000000009,0.43500000000000005,-0.0030000000000000027,0.008,0.0,38,5,0,0
67,0.000970707,0.0174575,0.0184282,1,0.173334722796586,1,1,2.43814,2.07518021893063,1.41374204321492,1.00097249342368,0.377613819658066,0.156065456038964,0.273104222248829,0.873781493772834,2407.37062341158,2280.67579744333,7.01137986061689,9.12627426905517,2400.19381949227,10.6669765606598,15.0003877754211,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.009000000000000008,-0.0010000000000000009,0.43899999999999995,-0.0010000000000000009,0.44099999999999995,-0.0010000000000000009,0.44699999999999995,-0.0010000000000000009,0.008,0.0,39,6,0,0
68,0.000843692,0.0176038,0.0184475,1,0.1744073502517,1,1,2.44339,2.07974256663538,1.41822921003709,1.00104782709467,0.379487917984428,0.155515383471325,0.271827481292349,0.872364025180056,2416.75174877424,2309.51340240663,6.97985297248546,9.59926715795327,2410.76050304405,11.2198449175681,14.658300031018,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.009000000000000008,-0.0010000000000000009,0.45299999999999996,-0.0010000000000000009,0.45299999999999996,-0.0010000000000000009,0.45899999999999996,-0.0030000000000000027,0.008,0.0,38,5,0,0
69,5.09912e-06,0.0180251,0.0180302,1,0.177619410388788,1,1,2.44632,2.08229505961921,1.42272643727193,1.00115170022601,0.38045456988684,0.155208901620613,0.270556852363219,0.871528672036375,2418.70757618442,2417.72944665731,6.80128324657384,14.1382624030078,2418.64974333289,16.5251982566595,12.0979880454983,-0.499,-0.019000000000000017,0.499,-0.48875,0.499,-0.48875,0.03300000000000003,-0.0010000000000000009,0.499,-0.0010000000000000009,0.499,-0.0030000000000000027,0.499,-0.007000000000000006,0.012,0.004,35,15,2,0
