cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,d_p99,d_p999,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,fem_alpha_bar_elem_mean,fem_f_min,f_fatigue_p001,f_fatigue_mean,fem_psi_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,fem_Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,fem_x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,fem_right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,delta_x_tip_pidl_minus_fem_d095,ratio_Kt_pidl_over_fem_proxy
29,0.00379339,0.00139752,0.00519091,1.01225239919215,0.0219260375760421,0.700490728303624,0.994858559618996,217.183,79.7336854050937,1.77849191114844,1.0163860814063,0.314995813552437,0.0003833717962934,0.212968785907421,0.968199551084858,12899.1124208723,2338.57698478296,0.087676616389902,5.8471721137191,8463.79091990907,0.005442860737615,1247.00688695345,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.112375,-0.000275,0.1135,-0.0003,0.11815,-0.000275,0.0099,0.002175,134,24,0,0.0,0.0039237989112734,0.0057438369840383,0.0,1.001172661781311,6.15127420425415,0.1744954735040664,0.0226042587310075,0.3937525451183319,8.845824902174686,0.09988930821418762,6.15127420425415,0.17449547350406647,0.022604260066484232,1.0343779340572414,4.110021312065874,0.07714774719119133,0.5539612464564337,58.961715362358404,-0.01248569178581238,0.007093645588266021
30,0.00374121,0.00146056,0.00520177,1.01166345377419,0.0230869097462091,0.716592581678464,0.996615847784586,224.914,81.4178539191611,1.82138786089185,1.02372780313238,0.324707232599892,0.0003722240625208,0.207265177864733,0.965905819957432,13444.232305533,2555.13835645225,0.0909767793730444,6.36785370421583,8824.82010152954,0.0053820634974954,1280.49687164196,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.11815,-0.000275,0.11905,0.0003,0.123625,-0.000375,0.009875,0.002225,142,23,0,0.0,0.0038766865618526,0.005767960101366,0.0,1.0012478828430176,6.23417854309082,0.1797051727771759,0.0220511239022016,0.4232363700866699,8.906079679931844,0.10506942123174667,6.23417854309082,0.1797051727771759,0.02205112477633129,1.0362119640043195,3.949142863946705,0.07657016542441254,0.5534375423001763,59.24153251368422,-0.013080578768253331,0.006955174883412034
31,0.00369124,0.00152113,0.00521237,1.0110915806688,0.0242345747674003,0.733353032380624,0.997235859044097,232.158,83.0031312694778,1.86772907279692,1.03066463511275,0.334309674349454,0.0003623938788219,0.198732469000505,0.963439276214209,13948.7464728613,2789.70028413211,0.091871874348571,6.86220940960433,9160.3822864745,0.0053237387099839,1311.74202682252,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.123625,-0.000375,0.1247,0.000525,0.13,-0.000925,0.010075,0.00235,151,22,0,0.0,0.003830918110907,0.0057907365262508,0.0,1.001270413398743,6.3380584716796875,0.1848675161600113,0.0213862359523773,0.4540714621543884,8.899269841491819,0.10903673619031906,6.3380584716796875,0.1848675161600113,0.02138623722132104,1.0378404305618165,3.8068649794894585,0.07635926952083963,0.5529828489700517,59.01378914539463,-0.014588263809680937,0.0067843140339483065
32,0.00363488,0.00158916,0.00522404,1.01053805426958,0.0255460885450883,0.750885622038556,0.997945344004074,238.951,84.498318213981,1.89631539765697,1.03745760649754,0.343831543479336,0.0003536342698639,0.190697681620574,0.960840364698499,14504.2178725251,2941.78979228933,0.0982715506436384,7.45771159441042,9530.42791208613,0.0052569282575052,1346.44982832425,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.13065,7.5e-05,0.1316,0.000175,0.1365,2.5e-05,0.00985,0.002425,151,27,0,0.0,0.0037856409326195,0.0058127562515437,0.0,1.0012680292129517,6.43964147567749,0.1899847239255905,0.0207647141069173,0.3894725441932678,8.91747226860675,0.11498770862817764,6.43964147567749,0.18998472392559052,0.020764712960355945,1.041476178751293,3.657753940159392,0.07621029165775745,0.552551758349677,58.71804821096334,-0.015662291371822346,0.006622951766205178
33,0.00357916,0.0016567,0.00523586,1.01000222473125,0.0268629349984841,0.763582653431522,0.998517302853691,245.297,85.9070641302148,1.98020535671619,1.04438898279431,0.353250726224487,0.000345752905126,0.187376153361511,0.958031033095238,15034.980244739,3171.41310831319,0.105990568744474,8.05313962038562,9881.21417594978,0.0051904212563486,1379.76096148559,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1365,2.5e-05,0.137575,-0.000675,0.14265,-0.00085,0.01005,0.002325,148,25,0,0.0,0.0037397926207631,0.005835204385221,0.0,1.001318097114563,6.549653053283691,0.1950585544109344,0.0201216917484998,0.3980754315853119,9.00257235496749,0.1201678216457367,6.549653053283691,0.19505853950977325,0.02012169270894622,1.044879977638077,3.522185299221947,0.07624114640160401,0.552181609067597,58.196739492809215,-0.016332178354263316,0.006524733346038731
34,0.00352305,0.00172507,0.00524812,1.00948585589103,0.0282584668078202,0.780966463032261,0.998682890327556,251.212,87.2342772522165,2.03465159242278,1.04918938428075,0.362551004484466,0.0003385940971295,0.181389042010344,0.955122433082483,15550.807084507,3387.51528901966,0.103004319239282,8.66309422898432,10219.3387405841,0.0051230185884399,1412.36982910806,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1421,0.000175,0.1443,-0.000325,0.1493,0.0,0.009975,0.00235,172,25,0,0.0,0.0036909412592649,0.0058603663928806,0.0,1.0012985467910769,6.663407325744629,0.2000852525234222,0.0194877050817012,0.363314151763916,9.145455029797336,0.12534792721271515,6.663407325744629,0.20008528232574463,0.019487705439840162,1.0476550884219356,3.3971759945281064,0.07638519554049863,0.5518816664373499,57.554769108239526,-0.016752072787284855,0.006475255164274414
35,0.00345582,0.00180657,0.00526239,1.01725613953915,0.0297593863276076,0.797657703451698,0.998980292386339,256.735,88.4877115555195,2.06869299934316,1.05873529265403,0.37174455098562,0.0003320429235954,0.176711249275277,0.952179941661609,16150.0756807138,3680.17456032827,0.110427261718945,9.45978367934947,10610.5497935838,0.0050408226143351,1450.83570968297,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.150575,0.00015,0.15125,-0.000475,0.156625,-0.00135,0.00985,0.002425,171,32,0,0.0,0.0036404286511242,0.0058869225904345,0.0,1.001267671585083,6.758500099182129,0.2050632834434509,0.01898043602705,0.3731867969036102,9.103529627019286,0.13129889965057373,6.758500099182129,0.20506328344345093,0.018980437809745933,1.053419637343438,3.258618592379205,0.07637783801134546,0.5516241809052993,57.16259759891161,-0.019276100349426256,0.006274679873304572
36,0.00340526,0.0018747,0.00527996,1.01616435879346,0.0310337399474128,0.80563924912627,0.999179270515804,273.306,91.3028859497241,2.16890128569126,1.06023151583573,0.380815581542633,0.0003211334204648,0.173617284331843,0.949121706050923,16501.7825806705,3783.61967888751,0.109230518101332,9.94774123619074,10710.0002005154,0.004975508060497,1467.15508238337,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.156425,-0.0004,0.157525,-0.001075,0.163425,-0.000875,0.010125,0.002475,149,26,0,0.0,0.0035948785953223,0.0059084463864564,0.0,1.0013301372528076,6.8511199951171875,0.2100006937980651,0.0185051672160625,0.3962282836437225,9.05793909100261,0.13526621460914612,6.8511199951171875,0.210000678896904,0.018505165608200303,1.055684028626977,3.1516756742179552,0.07503727756086215,0.5514498460051985,57.62454492988806,-0.02115878539085389,0.006173811616620741
37,0.00335304,0.00193786,0.0052909,1.01754592455169,0.0322562106655027,0.815564773962469,0.99932217696496,288.356,93.8839483015586,2.21492204469522,1.06722540669458,0.389767463495557,0.0003133320313881,0.169858322070056,0.945837078133708,16937.021478931,3996.467789294,0.113898768220616,10.5544906059755,11011.5392072545,0.0049120485959478,1497.24436538818,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.162725,-0.000325,0.164,-0.000325,0.1692,0.00085,0.0102,0.00245,147,24,0,0.0,0.0035416646860539,0.0059365723282098,0.0,1.001299262046814,6.939946174621582,0.2148853540420532,0.0180659350007772,0.3647531569004059,9.237538214270074,0.14242999255657196,6.939946174621582,0.21488532423973083,0.01806593373050292,1.0562548272773065,3.063468118548192,0.07392047629196662,0.551316808527048,57.65747893933108,-0.020295007443428048,0.006169693089394344
38,0.00329701,0.00200856,0.00530557,1.0175683447729,0.0336796726037714,0.82973649673686,0.999355235418052,306.027,96.8810932423711,2.26197634621369,1.07202894745197,0.398691488395693,0.0003062446436804,0.163255622564659,0.942317241889753,17353.908596524,4163.29193007704,0.125853733676639,11.1665097679474,11268.9357359652,0.0048403317979635,1525.82204278263,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.169775,-0.00035,0.1705,-0.000275,0.175825,-0.001275,0.009975,0.0026,154,29,0,0.0,0.0034893359988927,0.0059639788232743,0.0,1.001250147819519,7.034866809844971,0.2197223454713821,0.0176136270165443,0.3819230198860168,9.418070769416554,0.14838096499443054,7.034866809844971,0.21972234547138214,0.017613628826752544,1.0583334593746152,2.9692808894303884,0.0726134127351926,0.5511086939817291,57.51489007241563,-0.021394035005569467,0.006172456882482108
39,0.00323556,0.00208465,0.0053202,1.01746237838687,0.0352142118301363,0.840224237021907,0.999457068838583,324.194,99.9618167177194,2.39693500409826,1.07866675695845,0.407530644243037,0.0003005295346089,0.159323224189349,0.938638050452853,17814.6555344318,4414.21546480677,0.136081935012444,11.9134867570345,11569.1774541502,0.00476211687286,1558.65937620394,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1768,2.5e-05,0.1779,0.000125,0.1832,0.0006,0.009925,0.0024,162,32,0,0.0,0.0034403109457343,0.0059890341944992,0.0,1.001220703125,7.127351760864258,0.224515825510025,0.0171890743076801,0.4301707446575165,9.300976194550103,0.15433193743228912,7.127351760864258,0.22451582551002502,0.01718907270014523,1.0632814553691787,2.8729207274598614,0.07130074257244717,0.550917651670218,57.19595689671378,-0.02246806256771089,0.005967292364546193
40,0.00317442,0.00215985,0.00533426,1.01729612697613,0.0367348801471243,0.850123293912537,0.999526250334655,342.523,103.07059138073,2.41446727642925,1.08253410285184,0.416246522442273,0.0002959147420802,0.155518365125965,0.934869647665273,18255.31032356,4585.51130999829,0.141148855978931,12.6833074284825,11863.2044715368,0.0046836341083862,1591.51057208548,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.18415,0.000225,0.1849,0.0001,0.1904,7.5e-05,0.01015,0.00245,161,31,0,0.0,0.0033862898126244,0.0060175852850079,0.0,1.0011467933654783,7.20160436630249,0.229257583618164,0.0168592222034931,0.3894275426864624,9.555183575581882,0.15951204299926758,7.20160436630249,0.22925758361816406,0.016859224349543657,1.0667428420386715,2.7861125934707967,0.06987060295114303,0.5507735710872119,56.973241971580606,-0.02463795700073243,0.006003845493191404
41,0.00311715,0.00223061,0.00534776,1.01707864429795,0.0381504162844666,0.860045144933378,0.999868643615548,360.86,106.181562181,2.47825298703579,1.08620586714675,0.42480705812192,0.0002921353358503,0.1509370952823,0.930997811915654,18652.6220569866,4747.66779403074,0.145042546443139,13.4003400003055,12125.1040738611,0.0046096505815125,1621.8427145357,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1904,7.5e-05,0.191675,0.000275,0.196825,-0.000125,0.010025,0.002325,168,32,0,0.0,0.0033340007066726,0.0060453009791672,0.0,1.0011595487594604,7.261992454528809,0.2339525669813156,0.0165979173034429,0.3660056591033935,9.565476835965491,0.16546301543712616,7.261992454528809,0.23395255208015442,0.01659791619892425,1.0695669783849349,2.7101559569656732,0.06839221711722245,0.5507266475647187,56.815849596326245,-0.024936984562873854,0.005897906591209672
42,0.00305845,0.00230376,0.00536221,1.01682633652895,0.0395754968072502,0.86987943032576,0.999986968282053,379.101,109.276803010289,2.53617091308666,1.09114919353541,0.433239779865448,0.000288990345866,0.14794848594185,0.927025623613317,19043.7241068014,4925.19872337167,0.149055943217915,14.1118012510944,12387.4867541226,0.0045328909735783,1653.11841915196,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.196825,-0.000125,0.19855,2.7105054312137602e-20,0.203775,-0.000425,0.0104,0.002475,174,29,0,0.0,0.0032822387292981,0.0060725146904587,0.0,1.001131892204285,7.321109771728516,0.2386005222797393,0.0163479465991258,0.417654812335968,9.598101694992113,0.17141400277614594,7.321109771728516,0.23860050737857819,0.016347947608290198,1.0731706352231032,2.6359146310634354,0.0669960098580043,0.5507354896031058,56.569178981176314,-0.025410997223854065,0.005806058164856624
43,0.00299504,0.00238261,0.00537765,1.01654821276732,0.0410910222558306,0.878063724905152,1.00014289112065,397.184,113.656241959714,2.60770806931854,1.09600831496276,0.441566012712896,0.0002863306744374,0.144241650023125,0.922911603408382,19451.0846161939,5242.26706827136,0.162275017389949,14.9725075991567,12657.8084113715,0.0044483840657647,1686.85642924729,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.204675,-0.0004,0.20595,-5e-05,0.21125,0.000125,0.010325,0.0022,160,26,0,0.0,0.0032281009480357,0.006101528648287,0.0,1.0011725425720217,7.381838321685791,0.2431965172290802,0.0160969998687505,0.4067526459693908,9.612096631014127,0.17736497521400452,7.381838321685791,0.2431965172290802,0.016097000439865883,1.077815637866506,2.5608591621318637,0.06494881578349493,0.5507591395789905,56.2182165790615,-0.02731002478599548,0.00569823042693873
44,0.0029319,0.00246092,0.00539282,1.01625156780072,0.0426349218888628,0.885941153040777,1.00023171596727,415.024,118.640657922815,2.72796404918971,1.09918218920429,0.449755113192273,0.0002840509821893,0.138111788337949,0.918637980457366,19839.2710254817,5389.25006162223,0.173605869572688,15.8585176900087,12910.3174448632,0.0043635250779533,1720.0842624197,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.21175,-0.0005,0.21325,0.00025,0.218775,-0.000675,0.010525,0.00255,159,28,0,0.0,0.003172239055857,0.0061331149190664,0.0,1.0011931657791138,7.443521022796631,0.2477418631315231,0.0158479809761047,0.3849883079528808,9.746098969162725,0.1852996051311493,7.443521022796631,0.24774186313152313,0.015847979526861,1.0819738244336436,2.49220410215139,0.06274005179269337,0.5508372353414734,55.79273429705354,-0.026450394868850702,0.005666059030999192
45,0.00286774,0.00254094,0.00540867,1.01594552121431,0.0442124013871717,0.897220638535727,1.00029508725226,432.579,123.54040132633,2.85360819063135,1.10207429913267,0.457829813257381,0.0002820711663535,0.130336106261289,0.914208878227169,20216.4705609881,5678.19810425112,0.190780356687837,16.7735037261525,13148.5180086427,0.0042763478312157,1753.48433891313,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.219675,-0.0005,0.220825,-0.0001,0.226225,-0.0015,0.010275,0.00275,159,25,0,0.0,0.0031175590120255,0.0061642620712518,0.0,1.0011897087097168,7.506289005279541,0.2522346377372741,0.0156004633754491,0.3818980157375335,9.98324672103039,0.19125057756900787,7.506289005279541,0.25223466753959656,0.01560046251124062,1.087113550051783,2.425977028679071,0.06075979132892566,0.5509353703784987,55.30683471524394,-0.028424422430992136,0.005693376609920766
46,0.00280796,0.00261519,0.00542315,1.0156335018253,0.0457116605183576,0.907715311616119,1.00029202857188,449.791,128.339360495403,2.96931234361554,1.1059606827037,0.465763096568034,0.0002803335984856,0.124525239346086,0.909679142351199,20552.6293870195,5894.22824770143,0.200162596544798,17.6277993912418,13350.6256889292,0.004193940714405,1784.18410665763,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.22655,-0.000975,0.227225,-0.000825,0.2329,-0.000925,0.010375,0.002125,166,28,0,0.0,0.0030640014447271,0.0061941239982843,0.0,1.0011895895004272,7.562684059143066,0.2566785216331482,0.0153829883784055,0.3671730160713196,10.094760939393863,0.19720155000686646,7.562684059143066,0.2566785216331482,0.015382988518193039,1.0911841496057992,2.368517774343088,0.05892723814385809,0.5510924406087101,54.87386621334896,-0.029348449993133546,0.00565791439444257
47,0.00274227,0.00269697,0.00543924,1.01531753208364,0.0473137254434151,0.91406658588598,1.00034281988081,466.655,133.036595232765,3.02373474231986,1.11065907367091,0.473587495015913,0.0002787905022387,0.120072253952227,0.90508427068518,20906.4543914899,6092.89858636813,0.224000460995382,18.6049569557975,13558.1905976814,0.0041018792848513,1818.06509874213,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.234275,-0.000425,0.235425,-7.5e-05,0.240875,2.5e-05,0.0104,0.00255,165,29,0,0.0,0.0030038193799555,0.0062286490574479,0.0,1.001186490058899,7.616560935974121,0.2610673308372497,0.015179444104433,0.3398296236991882,10.165475938643347,0.20315252244472504,7.616560935974121,0.26106733083724976,0.015179445002033243,1.0953769614062436,2.309498829222387,0.05725162255278668,0.5512546965127902,54.44749366474609,-0.031122477555274974,0.005591370708164721
48,0.00267784,0.00277765,0.00545549,1.01500130770061,0.0488713507068759,0.919383566827299,1.00042155712635,483.142,137.623844828848,3.10599006160033,1.11311727972113,0.481273486136473,0.0002774082867741,0.116849491766031,0.90045170516231,21239.0831199553,6318.97733368223,0.234356570295059,19.5490080683357,13741.7505081475,0.0040100808017047,1851.16217568488,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.2417,-0.00025,0.242675,-0.000525,0.248475,-0.002075,0.0106,0.00255,166,28,0,0.0,0.0029422780498862,0.0062641976401209,0.0,1.0012047290802002,7.666872978210449,0.2654013931751251,0.0149929961189627,0.3567081093788147,10.094660457406466,0.211087167263031,7.666872978210449,0.2654013931751251,0.01499299506829919,1.0987505040951664,2.255214890328479,0.055708899774927365,0.5514565020103064,54.046677167837615,-0.030612832736968992,0.005453147536180461
49,0.00260919,0.0028642,0.00547339,1.01471189147863,0.0505173364267869,0.923630486300769,1.00061789204007,499.247,142.100222635852,3.29018649677699,1.11640618147385,0.488840779464192,0.0002761590080593,0.112927788429141,0.895756373894528,21577.3768514758,6442.64553090414,0.245030218336486,20.5212939986137,13920.717956009,0.0039109958792334,1886.63174634061,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.250225,-0.00065,0.251025,-0.000525,0.2567,0.000175,0.010575,0.0024,162,24,0,0.0,0.0028825951740145,0.0062985992990434,0.0,1.0011576414108276,7.719279766082764,0.2696788907051086,0.0148024102672934,0.3576501607894897,10.35930266134554,0.2170381397008896,7.719279766082764,0.26967889070510864,0.014802411518257745,1.1047854598609146,2.199078031926332,0.05432278446082592,0.5516702002658164,53.60104083265992,-0.03318686029911039,0.005490898094680573
50,0.00254542,0.00294514,0.00549056,1.01631136674267,0.0520536658251882,0.927145418231066,1.00067941078198,514.937,146.456849121443,3.39322934445964,1.11838050153442,0.496286680821134,0.000275023323719,0.108818628576767,0.890888197601464,21864.8538479178,6544.48389911903,0.273231229336167,21.4257807167108,14052.1797350255,0.0038170142644747,1918.71272814064,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.257325,-0.00065,0.259025,-0.000225,0.264625,-0.0004,0.0104,0.002375,159,25,0,0.0,0.0028185080736875,0.0063367784023284,0.0,1.0011467933654783,7.772056579589844,0.2738862931728363,0.0146141303703188,0.3611232042312622,10.40604790687228,0.22485457360744476,7.772056579589844,0.2738862931728363,0.01461413138546276,1.1072860564022833,2.151605153686548,0.05306721144290904,0.5518711336755525,53.137785452882234,-0.03247042639255526,0.005423452794289029
51,0.00247641,0.0030327,0.00550911,1.01733235363844,0.0538188620458608,0.930331719296216,1.00080265197971,530.228,150.698163594737,3.44017969500915,1.12071319155127,0.5036744233515,0.0002739828591901,0.104318190865352,0.88578150799751,22163.2084457546,6765.97273108873,0.315727428312031,22.4132924671613,14164.4882309595,0.003713303949913,1953.08072586384,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.266175,-0.000325,0.2671,-0.000475,0.272675,-0.0003,0.010375,0.002375,159,22,0,0.0,0.0027614533901214,0.0063699414022266,0.0,1.001164436340332,7.826254844665527,0.2780370116233825,0.0144244944676756,0.3844047486782074,10.400727693791628,0.23271898925304413,7.826254844665527,0.27803701162338257,0.014424494461494056,1.115103472414261,2.1004192311229595,0.05193331264282807,0.5520173324928759,52.64743389537125,-0.033456010746955867,0.005325293294874653
52,0.00240813,0.00311941,0.00552754,1.01797693305008,0.0556264488650975,0.933121481757608,1.00090703805304,545.105,154.819784472232,3.58781076071974,1.12470250977232,0.510946200564078,0.0002730246607704,0.0985977215643748,0.880557670305656,22447.2790389706,6910.47210044874,0.350714197334048,23.4306645385851,14309.135505361,0.0036092638676767,1991.11975515799,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.27385,-2.5e-05,0.275175,0.000375,0.2811,-0.00035,0.01065,0.0025,179,28,0,0.0,0.0026946156285703,0.0064109819941222,0.0,1.0011943578720093,7.878851413726807,0.2821293771266937,0.0142439706251025,0.3674665093421936,10.73219514934002,0.23987837135791779,7.878851413726807,0.2821294069290161,0.01424396907586437,1.118966014530071,2.0551905629981952,0.05089046881563082,0.5521704179720419,52.17100383866409,-0.0339716286420822,0.005390029967578946
53,0.00233945,0.00320689,0.00554634,1.01833374517598,0.057398769166269,0.936568527197004,1.00104195724087,559.565,158.821216111596,3.84980752054724,1.1278292358943,0.518069080651059,0.0002721370893307,0.0956103647123553,0.875265699650269,22720.0951375686,7165.30932608533,0.379521411273449,24.445974749106,14452.0260840302,0.0035031326110733,2031.12232373764,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.282725,-0.000175,0.283675,-0.000425,0.289,-0.001275,0.01055,0.002325,173,28,0,0.0,0.0026317774318158,0.0064491424709558,0.0,1.0011731386184692,7.923292636871338,0.2861630320549011,0.0140940658748149,0.3501697182655334,10.966918510615429,0.24657529592514038,7.923292636871338,0.2861630320549011,0.014094063443288474,1.1249556228240827,2.0110270296005788,0.04988812471568045,0.5523646222918364,51.790316084728325,-0.03614970407485962,0.005399437730778457
54,0.00227514,0.00328898,0.00556411,1.01848630010583,0.0591062460379257,0.939300486592866,1.00123630000538,573.596,162.699475963821,3.97095765855142,1.13069168976927,0.525050413172029,0.0002713104215455,0.0924703376673774,0.869952751691018,22964.6506185195,7379.19631450048,0.444263119334838,25.4142637557759,14606.0583522491,0.0034021872607616,2071.98882439631,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.289625,-5e-05,0.290925,-0.000775,0.296975,0.000525,0.010475,0.002425,184,29,0,0.0,0.0025671455077826,0.0064897714182734,0.0,1.0011639595031738,7.970653533935547,0.2901300191879272,0.0139368986710906,0.4357732832431793,11.211823846209429,0.25409606099128723,7.970653533935547,0.29013001918792725,0.013936899321285222,1.1283461711290734,1.9731866470070967,0.04899003814682205,0.5525755468606176,51.368829076671936,-0.03552893900871279,0.0054111410805876715
55,0.00220922,0.00337311,0.00558233,1.01847596842068,0.0609628341216464,0.941747484183261,1.00145864252719,587.205,166.456101336153,4.08786742837135,1.13560761101257,0.531918749658403,0.0002705353791407,0.087646020932417,0.864646957548189,23204.0523877602,7467.7257560231,0.530238260837082,26.4386149572045,14784.1635084621,0.0032968163475516,2117.63448662528,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.29815,-0.0003,0.2994,-0.0001,0.305,-0.0008,0.010575,0.002275,191,29,0,0.0,0.0025039070751518,0.0065298932604491,0.0,1.0011323690414429,8.019970893859863,0.2940353155136108,0.0137760201469063,0.4098802506923675,11.361014220762817,0.26102110743522644,8.019970893859863,0.29403531551361084,0.013776020416780646,1.1333896466408053,1.9358672739546294,0.04818069646881719,0.552782385848289,50.92132567157388,-0.037128892564773586,0.005364955233076148
56,0.00214272,0.00345787,0.00560059,1.01839293644646,0.0627466423600746,0.944161714166367,1.0015928888692,600.397,170.093291528074,4.19079455107284,1.14027178978492,0.538615820244728,0.0002698034924626,0.0844237174546376,0.859377367649384,23435.557013009,7666.53729358654,0.643794203738851,27.4757444780926,14988.0526860976,0.0031886659636649,2168.04400311549,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.30645,0.00015,0.307525,-0.000275,0.312775,-0.0011,0.01065,0.0024,195,33,0,0.0,0.0024415678344666,0.0065684029832482,0.0,1.001121997833252,8.074214935302734,0.2978734374046325,0.0136022651568055,0.3626176416873932,11.565548383161433,0.2696990668773651,8.074214935302734,0.29787343740463257,0.013602266139007106,1.1394712489110104,1.8995517423292951,0.04746933205164109,0.5530350691691331,50.4154524934144,-0.03675093312263489,0.005334554264831195
57,0.00207182,0.00354863,0.00562045,1.018285900501,0.0645470987241136,0.945826880049572,1.0017491781216,613.102,173.590663951154,4.38303525642996,1.14367958236726,0.545141294730098,0.0002691056338601,0.0811086126079961,0.854107762890533,23672.4265002947,7783.08622913819,0.645823007223258,28.6458818052644,15236.1157804616,0.0030712445363973,2227.3062394263,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.3142,-7.5e-05,0.3154,-0.000925,0.32145,-0.00065,0.0105,0.002375,181,26,0,0.0,0.0023758125025779,0.0066117686219513,0.0,1.0011253356933594,8.129136085510254,0.3016479611396789,0.0134296705946326,0.4011838138103485,11.709175960383686,0.2765818238258362,8.129136085510254,0.30164796113967896,0.01342967070326988,1.1467272748491182,1.8631890678800833,0.04682933920799842,0.5533390408243174,49.90482882872042,-0.0376181761741638,0.005257101943646368
58,0.00200131,0.00363938,0.00564069,1.02036785679547,0.066341161290874,0.947624230109421,1.00203500920063,625.332,176.952704229696,4.5506926247781,1.14949895001808,0.55149174571318,0.0002684322272316,0.0770886344082029,0.848823077411892,23904.649831745,7811.67460934653,0.704338866312259,29.8088495884884,15426.9630443509,0.0029533421702087,2285.51110734635,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.3234,-0.0001,0.324575,-2.5e-05,0.330025,-0.00095,0.010525,0.0023,167,30,0,0.0,0.0023111677728593,0.0066527505405247,0.0,1.0011790990829468,8.188053131103516,0.3053611516952514,0.0132481446489691,0.3591350018978119,11.891926673697668,0.28526338934898376,8.188053131103516,0.30536115169525146,0.013248144722955383,1.1548274744338958,1.8279900808722092,0.04627255156538832,0.5537003120515673,49.35377836558636,-0.038136610651016256,0.005203180433240199
