cycle,old_E_el,old_E_d,old_total_energy,old_d_max,old_d_mean,old_d_p99,old_d_p999,old_alpha_bar_monitor_max,old_alpha_bar_elem_max,old_alpha_bar_elem_p999,old_alpha_bar_elem_p99,old_alpha_bar_elem_mean,old_f_fatigue_min,old_f_fatigue_p001,old_f_fatigue_mean,old_psi_plus_elem_max,old_psi_plus_elem_p999,old_psi_plus_elem_p99,old_psi_plus_elem_mean,old_psi_tip_top10_mean,old_psi_nominal_mean,old_Kt_proxy,old_x_max_d,old_y_max_d,old_x_max_alpha_bar_elem,old_y_max_alpha_bar_elem,old_x_min_f_fatigue_elem,old_y_min_f_fatigue_elem,old_x_max_psi_plus_elem,old_y_max_psi_plus_elem,old_x_tip_d095,old_y_tip_d095,old_x_tip_d090,old_y_tip_d090,old_x_tip_d050,old_y_tip_d050,old_width_y_d050_near_tip,old_width_y_d090_near_tip,old_n_elem_d050_near_tip,old_n_elem_d090_near_tip,old_right_boundary_d095_count,old_right_boundary_d095_yspan,fine_E_el,fine_E_d,fine_total_energy,fine_d_max,fine_d_mean,fine_d_p99,fine_d_p999,fine_alpha_bar_monitor_max,fine_alpha_bar_elem_max,fine_alpha_bar_elem_p999,fine_alpha_bar_elem_p99,fine_alpha_bar_elem_mean,fine_f_fatigue_min,fine_f_fatigue_p001,fine_f_fatigue_mean,fine_psi_plus_elem_max,fine_psi_plus_elem_p999,fine_psi_plus_elem_p99,fine_psi_plus_elem_mean,fine_psi_tip_top10_mean,fine_psi_nominal_mean,fine_Kt_proxy,fine_x_max_d,fine_y_max_d,fine_x_max_alpha_bar_elem,fine_y_max_alpha_bar_elem,fine_x_min_f_fatigue_elem,fine_y_min_f_fatigue_elem,fine_x_max_psi_plus_elem,fine_y_max_psi_plus_elem,fine_x_tip_d095,fine_y_tip_d095,fine_x_tip_d090,fine_y_tip_d090,fine_x_tip_d050,fine_y_tip_d050,fine_width_y_d050_near_tip,fine_width_y_d090_near_tip,fine_n_elem_d050_near_tip,fine_n_elem_d090_near_tip,fine_right_boundary_d095_count,fine_right_boundary_d095_yspan,ratio_fine_over_old_E_el,ratio_fine_over_old_E_d,ratio_fine_over_old_alpha_bar_elem_max,ratio_fine_over_old_alpha_bar_elem_mean,ratio_fine_over_old_alpha_bar_monitor_max,ratio_fine_over_old_f_fatigue_min,ratio_fine_over_old_psi_plus_elem_max,ratio_fine_over_old_Kt_proxy,ratio_fine_over_old_width_y_d050_near_tip,old_E_d_increment_from_c1,fine_E_d_increment_from_c1,ratio_fine_over_old_E_d_increment,delta_x_tip_d095_fine_minus_old,delta_E_el_fine_minus_old,delta_E_d_fine_minus_old
11,0.00460321,0.000415864,0.00501907,1.02058073713302,0.0043686478356942,0.108983765390631,0.830983802833218,71.6392,32.827376160519,1.38002483981246,0.604485634374418,0.124336702239474,0.0026033445855056,0.284583865269844,0.99508404548432,2130.03279213085,1.08471331622306,0.0626181116644803,0.398983462023158,1717.61536528576,0.0063368059077607,520.628280986779,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.02215,-0.000125,0.02285,-0.000125,0.02685,-0.0006,0.00795,0.00195,121,25,0,0.0,0.00464297,0.000356976,0.00499995,1.02227812546718,0.0067841886842237,0.229701669869436,0.837950156008755,18.8306,10.2178968451991,1.57273829985886,0.71735040786149,0.108719185212285,0.0160826789839606,0.23494005343561,0.992552695327975,273.157088064484,19.8327407142989,0.0890089741920772,0.195546669936087,185.488299201254,0.0052479012047129,188.00328346324,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.017,0.001,0.017,0.001,0.023075,0.001,0.00805,0.0,50,9,0,0,1.0086374508223608,0.8583960140815267,0.3112614543189721,0.8743933468887612,0.2628532981942847,6.177698900676707,0.12824079003554784,0.3611084728376755,1.0125786163522013,0.000415356269,0.000356749338,0.8588996113117533,-0.005149999999999998,3.9759999999999796e-05,-5.8887999999999996e-05
12,0.00456807,0.000459282,0.00502735,1.02059518433469,0.0050769307499667,0.147618468838675,0.878553827751384,78.7079,36.0117759231307,1.39290233707082,0.646719593678834,0.135515076216482,0.002178655309304,0.281503303086695,0.994197528211672,2696.31864906382,1.23725765638898,0.0628282200590713,0.524512673094008,2029.33138228808,0.0063001443686004,567.546219347744,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.025775,2.5e-05,0.02655,0.000275,0.03065,-0.001175,0.0082,0.002025,117,26,0,0.0,0.00460469,0.000404817,0.00500951,1.02365451006136,0.008046124016179,0.276388425866387,0.949494237285956,21.8359,11.6103481876987,1.59223417524687,0.764056342009599,0.118384271167194,0.0133042631952839,0.23178906674092,0.991297509269207,325.259297811278,114.730548194497,0.0947237708873292,0.268050191238974,238.332545904589,0.0051986512860686,214.114625031673,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.02105,0.001,0.02105,0.001,0.0271,0.001,0.00805,0.0,55,10,0,0,1.0080165146330946,0.88141272682143,0.32240421056938945,0.8735874595833014,0.27742958457791406,6.106639787610147,0.12063088237890955,0.3772637676588623,0.9817073170731706,0.00045877426899999996,0.00040459033800000003,0.8818941369181279,-0.004725,3.662000000000023e-05,-5.446499999999996e-05
13,0.00452826,0.000508473,0.00503673,1.02051714367943,0.0058840912356044,0.188898118473308,0.904822336404485,85.4704,39.1434253752765,1.41248648940198,0.685842239839865,0.146658837310266,0.0018011094316491,0.276233792994289,0.993245031957022,3322.87315720957,1.66901086287141,0.0645485072408695,0.674083968749282,2393.51783379468,0.0062581269172829,618.437976590902,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.030075,-0.00055,0.0312,-0.000475,0.0352,0.000325,0.008425,0.00225,118,22,0,0.0,0.00456685,0.000452484,0.00501933,1.02485951159342,0.0093217883186261,0.363868530335171,0.985187328961622,24.7271,13.0016143442135,1.60939000510986,0.810813832083862,0.127993173233855,0.0112019231671566,0.229200180839829,0.989988227019395,375.66927850238,155.267242805809,0.0982835923297304,0.350098340365964,290.603973607793,0.0051498580955926,237.548965296456,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0251,0.001,0.0271,0.001,0.031225,0.003,0.00805,0.0,61,11,0,0,1.008522037162177,0.8898879586526719,0.3321532088611103,0.8727273145025513,0.28930600535390033,6.219457280227605,0.11305555786482492,0.38411121937551246,0.9554896142433233,0.000507965269,0.000452257338,0.8903312206567414,-0.004975,3.8589999999999805e-05,-5.598899999999994e-05
14,0.0044915,0.000553429,0.00504493,1.02031476293523,0.0066354902704864,0.232142261020888,0.919039512069185,91.9907,42.2286272803019,1.43632154370693,0.719576465641706,0.157719644403049,0.0014914640528875,0.268308161917513,0.992250447279084,3886.30471996263,2.08898449549947,0.0645610962239658,0.831475993500226,2723.66295108103,0.0062193692153091,661.764569916571,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.03415,-0.000275,0.0352,0.000325,0.03935,-0.0009,0.008575,0.002225,122,24,0,0.0,0.00452353,0.000507049,0.00503058,1.02562403131804,0.0107927709542114,0.407857057174959,0.989633330133913,27.497,14.3950618798731,1.62673625325197,0.835014314361226,0.137584411557912,0.0094182358394661,0.22629344685807,0.988580244091879,432.950909558522,216.789137762337,0.10278644899236,0.45814635851995,349.31086285404,0.0050930703480049,261.8883674088,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.029125,0.001,0.03115,0.001,0.035275,0.003,0.00805,0.0,63,11,0,0,1.0071312479127241,0.9161952120326183,0.340883964433006,0.872335288851642,0.298910650750565,6.31475885807119,0.1114042620833616,0.3957425031712054,0.9387755102040817,0.0005529212690000001,0.0005068223379999999,0.9166265911901462,-0.005024999999999998,3.20300000000006e-05,-4.6380000000000054e-05
15,0.00445056,0.000603542,0.0050541,1.0200395843001,0.0074685185982513,0.278152790017738,0.929599974440985,98.2929,45.2756851644852,1.45144421216381,0.752643850325737,0.168724229612653,0.0012440296889968,0.265047696253798,0.991187723866683,4507.75728056421,3.04416436385425,0.0651127410339514,1.02501676757564,3089.50811103199,0.0061756146593396,707.301493541843,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0383,7.5e-05,0.039225,2.5e-05,0.0439,-0.00075,0.008825,0.002075,125,25,0,0.0,0.00448098,0.000560808,0.00504178,1.02628182171112,0.0122358278080234,0.459681741192289,0.991897042512848,30.1763,15.8004282531422,1.640934583872,0.901337304234365,0.147099889216177,0.0078540258751567,0.224289680683896,0.987165809217672,487.464686070162,276.778773031388,0.108818733689754,0.576374937461422,405.108779621054,0.0050373464831054,283.586084142563,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.03515,0.001,0.03515,0.001,0.0412,0.00095,0.00805,0.0,60,10,0,0,1.0068350949094047,0.929194654224561,0.3489826425760255,0.8718361882811979,0.3070038629443225,6.313374949668828,0.10813907132310123,0.4009408812676096,0.9121813031161473,0.000603034269,0.0005605813379999999,0.9296011301805469,-0.00315,3.0419999999999753e-05,-4.2734e-05
16,0.00441214,0.000650327,0.00506247,1.01967766214985,0.0082791412401008,0.319789044906266,0.936476081082556,104.402,48.2774382769869,1.47469484521524,0.78233176991942,0.179659984524476,0.0010533676743577,0.258906669375761,0.990040303046601,5074.10436813647,3.9878567884099,0.0653564477433396,1.20730926941888,3424.17203392121,0.0061348302557138,747.096174473054,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.042975,-0.00035,0.044225,7.5e-05,0.048375,0.000775,0.008975,0.002025,122,21,0,0.0,0.00443713,0.000616096,0.00505322,1.0266260231277,0.013697646354376,0.558268745538447,0.993214795971942,32.7722,17.2178686338306,1.6499263698978,0.921579467082607,0.156563267814079,0.0065063825406587,0.222492129631643,0.985748820519106,542.140219626934,336.495232474963,0.110839618936316,0.711407433987779,461.429858895112,0.0049796307968328,304.406747592945,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0392,0.001,0.0412,0.00095,0.04555,0.002725,0.008075,5e-05,63,11,0,0,1.0056639181893594,0.947363403334015,0.3566442058305751,0.8714420644556472,0.31390394820022605,6.176744074310067,0.10684451487268914,0.407453227568259,0.8997214484679666,0.0006498192690000001,0.000615869338,0.9477548102686378,-0.0037750000000000006,2.4989999999999908e-05,-3.423100000000002e-05
17,0.00437173,0.000699466,0.0050712,1.0192563585766,0.0091435665353241,0.356119475052801,0.946814750731954,110.328,51.232947603862,1.49411274837092,0.812539828164973,0.190550112585586,0.0009066642105919,0.254092804937919,0.988827027137764,5663.46307433509,7.29752563314819,0.0679485581407069,1.41985119511354,3781.74516015163,0.0060913989792233,787.929946420937,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.04695,0.000125,0.048375,0.000775,0.052925,7.5e-05,0.009075,0.00215,131,22,0,0.0,0.00439066,0.000674671,0.00506533,1.02687178601202,0.0152365743747346,0.594597886511421,0.994023291707622,35.296,18.6515626608528,1.65936953974387,0.932036313647848,0.166003388421021,0.0053679066129037,0.220357752280108,0.984310293578941,598.94781843455,398.433689139864,0.113650743194077,0.869627424889077,520.040910893776,0.0049180725062588,325.178101799957,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.04525,0.000775,0.04525,0.000775,0.051175,0.0025,0.00825,0.000225,61,10,0,0,1.0043300935785147,0.9645515293095017,0.36405406155953485,0.8711796921477033,0.3199187876151113,5.920501272901635,0.1057564621810249,0.4126992548982732,0.9090909090909092,0.0006989582690000001,0.0006744443379999999,0.9649279047301748,-0.0017000000000000001,1.8930000000000335e-05,-2.479500000000009e-05
18,0.0043273,0.000753381,0.00508068,1.01878829667077,0.0100996605008886,0.396640182153313,0.956411447473926,116.074,54.1402596666525,1.51436221491747,0.838905630938877,0.201382076787293,0.0007932041797616,0.252766431384711,0.98754170416263,6302.37679605092,14.1723353153088,0.0703110683825829,1.67929773464553,4169.09247226674,0.0060430307765125,830.602743003047,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.051875,0.000275,0.0531,0.00095,0.05785,0.000275,0.0091,0.002125,140,26,0,0.0,0.00434627,0.000730466,0.00507673,1.02701578243736,0.016701984407642,0.609720548920189,0.994832149384494,37.7628,20.1018598822382,1.66926939605133,0.951224079078271,0.175396763862631,0.0044369137571592,0.217489926749628,0.982887145766438,651.817413440712,456.301706449729,0.116909948596458,1.0362345077147,574.685854738674,0.0048591808904821,343.901223145387,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.049175,0.000625,0.051125,0.0006,0.055125,-0.001375,0.008425,0.0004,63,11,0,0,1.004383795900446,0.9695837829730243,0.3712922694868394,0.8709651159665583,0.3253338387580337,5.593659073370905,0.103424062783606,0.4140381500571633,0.9258241758241758,0.000752873269,0.000730239338,0.9699365989842308,-0.002699999999999994,1.8970000000000098e-05,-2.291499999999998e-05
19,0.00428604,0.000803308,0.00508935,1.01826163583599,0.0109864593190126,0.429086714775636,0.972082184310086,121.604,56.9786966421875,1.52878611793082,0.860739888445387,0.21211792061782,0.0007054969615974,0.250550804091174,0.986191786194036,6877.08460072276,209.843761962613,0.0702697657025464,1.92165259484528,4521.85367722997,0.0059983942362437,868.241918346994,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.05655,-0.000375,0.05785,0.000275,0.062475,-0.00085,0.0093,0.00225,138,25,0,0.0,0.00429974,0.000789124,0.00508887,1.02710020403886,0.018233435101901,0.614581473220958,0.995463406730125,40.1796,21.5710515284814,1.67966386094402,0.98451250821357,0.184795971775333,0.0036849666305831,0.214605458076775,0.981417080366446,705.896509371003,515.698780028643,0.128536086865702,1.22359941549735,630.634926518037,0.0047971175097417,362.575814545432,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0551,0.00065,0.0551,0.00065,0.0614,-0.00135,0.009225,0.0004,65,10,0,0,1.0031964237384625,0.9823430116468403,0.37858099254081595,0.8711945281996523,0.33041347324101183,5.2232211209521395,0.10264473252180371,0.41759768433632355,0.9919354838709679,0.000802800269,0.0007888973379999999,0.9826819552298879,-0.00145,1.370000000000017e-05,-1.4183999999999985e-05
20,0.00423998,0.000859058,0.00509904,1.01770895213839,0.0119887862318036,0.463339273795246,0.977540561179917,128.882,59.7404691287409,1.53640969190149,0.882635873680653,0.222796689535282,0.0006365242758743,0.245817875297382,0.984779433807346,7511.54596377319,442.989363304532,0.0715287879148916,2.20456365341158,4937.62026901747,0.005947689676688,911.139119016641,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.062375,0.00035,0.063025,-0.00045,0.06745,0.001,0.00945,0.00235,137,22,0,0.0,0.00425042,0.00085119,0.00510161,1.02713713169378,0.0199761660047735,0.623803371689646,0.995975990757223,43.5653,23.0615622096177,1.68595222027087,1.02584266335611,0.194267412193407,0.0030820214626854,0.211705897528766,0.979791191107428,762.025778423783,577.520406645692,0.140974749997125,1.43655598091948,688.748035693645,0.0047306995637752,381.564096453522,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.06135,0.0007,0.06135,0.0007,0.067475,0.000775,0.009225,0.00025,61,10,0,0,1.0024622757654518,0.9908411306337873,0.38602914483178835,0.8719492762599729,0.33802470476870317,4.84195431266479,0.10144726293347517,0.4187769885956934,0.9761904761904763,0.000858550269,0.000850963338,0.991163090533025,-0.0010249999999999981,1.0440000000000449e-05,-7.86799999999996e-06
21,0.00419756,0.000910291,0.00510785,1.01713192586981,0.0129113225154347,0.495214017466482,0.982723923384569,139.947,62.3999686776035,1.55636022058039,0.901875897407895,0.23337339550215,0.0005818728203567,0.243835350159892,0.983286760941005,8077.15929344646,607.072569515912,0.0720488101815506,2.47747648130014,5307.52233201874,0.0059012551044485,948.361075592435,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0673,0.0001,0.06815,-0.00015,0.072425,0.00165,0.0095,0.00225,141,25,0,0.0,0.00420301,0.000910824,0.00511383,1.02713019982265,0.0218467071308005,0.75696593198398,0.996361231765358,48.9951,24.5716145689272,1.69186982584796,1.03479458823567,0.203801376408722,0.0026038188848534,0.209423300734421,0.977922071421211,814.376084624705,635.276437350891,0.165227822410921,1.65258351565593,742.969657501518,0.0046668807091559,398.999350653097,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.065475,0.00075,0.067475,0.000775,0.071625,-0.00125,0.009225,0.000175,65,11,0,0,1.0012983733407026,1.0005855270457469,0.39377607216245936,0.8732845317273727,0.3500975369246929,4.474893471149255,0.10082456653856793,0.42072514459099314,0.9710526315789475,0.0009097832690000001,0.0009105973379999999,1.000894794428232,-0.0018249999999999933,5.449999999999726e-06,5.329999999999354e-07
22,0.00414989,0.000967796,0.00511769,1.01653983796364,0.0139247209193877,0.523300487343637,0.987028311321005,150.839,64.9577710579821,1.56904273944383,0.92109664098906,0.243882375080632,0.0005379080514989,0.239621195621301,0.981730326088929,8704.05058470356,800.343851592588,0.0752266531528315,2.81539997947082,5718.72650839395,0.0058482362788728,988.865461603625,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.072125,-7.5e-05,0.073375,0.00055,0.078,0.001175,0.009675,0.002425,141,26,0,0.0,0.00415111,0.000976153,0.00512726,1.02710473388091,0.0241315592353339,0.827385269992477,0.996699230592549,54.73,26.1033998325659,1.69764434375853,1.04447872342487,0.213441412021853,0.0022226181666196,0.2082886177162,0.975864552047945,870.200004564757,696.967905902894,0.199381836441285,1.90430263186026,800.816481191285,0.0045966164316716,417.395121433585,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.07155,0.00095,0.073525,0.001425,0.078575,0.001025,0.009,0.000825,69,11,0,0,1.0002939836959535,1.008635084253293,0.40185184016344533,0.8751817836417466,0.3628371972765664,4.131966718895907,0.09997644155400942,0.4220949539047536,0.9302325581395349,0.0009672882690000001,0.000975926338,1.0089301910059656,-0.0005749999999999922,1.220000000000561e-06,8.35699999999996e-06
23,0.00410244,0.00102508,0.00512752,1.01593229985363,0.0149518728318743,0.553119046775808,0.987940627256103,161.466,67.4047281313284,1.59763771935203,0.93940540043698,0.254313753362919,0.0005021973977592,0.235052438697912,0.980081373869754,9309.74249356404,965.813133866244,0.0752759740956242,3.14693368641045,6113.96837342095,0.0057954185129053,1027.11528460614,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.077975,0.00025,0.078875,0.0002,0.08315,-0.00025,0.009625,0.002325,132,21,0,0.0,0.00409956,0.00104025,0.00513981,1.02705088366991,0.0264685276928117,0.848843084475721,0.996972772100473,60.7463,27.655146549434,1.70329323684018,1.06041400731359,0.223072460724183,0.0019186242743781,0.207236185878395,0.97366325265876,924.336891971716,756.837159210154,0.228656655259519,2.2233841868835,856.930813332242,0.0045262714371236,435.113524286297,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.078575,0.001025,0.078575,0.001025,0.08465,0.001525,0.00965,0.002575,75,14,0,0,0.9992979787638577,1.0147988449681975,0.4102849654040876,0.877154529687771,0.3762172841341211,3.8204584152346923,0.09928705252704075,0.4236267640132983,1.0025974025974027,0.001024572269,0.001040023338,1.0150805067319266,0.0006000000000000033,-2.879999999999376e-06,1.5169999999999897e-05
24,0.00405473,0.00108268,0.0051374,1.01531798939889,0.0160269359179969,0.582959840203544,0.989592563429351,171.765,69.7375002219871,1.60040232038463,0.956548532633686,0.264679251580299,0.0004728870014804,0.233078690994377,0.978324320811819,9903.52880836814,1189.31090466201,0.0801893902629767,3.51250992542441,6501.49619391448,0.0057420053506418,1064.08141971,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.082325,-0.0005,0.084075,-0.000175,0.0885,-0.001075,0.009425,0.002275,156,25,0,0.0,0.00404518,0.00110761,0.00515278,1.03226238652772,0.0288696916569477,0.853499032737949,0.997206524369915,67.0384,29.2278846883218,1.70881859325653,1.07195156778598,0.232573464263202,0.0016742237312043,0.206215171417194,0.971501546277541,979.755890340989,818.146150662303,0.227815037038594,2.60555078265414,914.376970336612,0.0044517130677619,453.209554948883,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.08465,0.001525,0.08605,0.001125,0.09,0.001925,0.009975,0.002575,81,17,0,0,0.9976447260360122,1.0230261942586913,0.41911288181084994,0.8786992666580189,0.3902913864873519,3.540430855496231,0.0989299783238,0.4259162377559404,1.0583554376657824,0.001082172269,0.001107383338,1.0232967243036977,0.0023250000000000076,-9.55000000000053e-06,2.4930000000000048e-05
25,0.00400511,0.0011423,0.00514741,1.01469784190546,0.0171882729515063,0.612997665156127,0.990996773020822,181.699,71.9568814256936,1.65435369956584,0.970129146040442,0.274970581643198,0.000448566132728,0.230281727536458,0.976449336654347,10505.1091154424,1400.85412767389,0.0833911535796778,3.9074826116755,6905.55354252715,0.005686101494927,1102.02626351384,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0884,0.0001,0.08955,0.000225,0.094175,0.0006,0.009525,0.002475,151,27,0,0.0,0.00400431,0.00116436,0.00516867,1.03205348786107,0.0307990534174833,0.856333535276103,0.997420761689772,75.4718,31.0249279220524,1.71587144419975,1.07988308138861,0.241914479990925,0.0014362940686396,0.204926319879099,0.969311479032504,1011.19521370336,861.306622649482,0.251783769741913,2.93437216651776,949.220539848905,0.0043945057601244,464.759787608671,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.08775,0.0007,0.09,0.001925,0.0943,0.0033,0.010075,0.002575,89,18,0,0,0.999800255174015,1.0193119145583471,0.4311599850820432,0.8797831336911284,0.4153671731820208,3.2019672548719478,0.09625746887454159,0.42173204305201595,1.057742782152231,0.001141792269,0.0011641333379999999,1.0195666669030494,-0.0006500000000000117,-8.000000000004531e-07,2.205999999999996e-05
26,0.00395546,0.00120186,0.00515732,1.01407757924826,0.0183393419187973,0.63719471643813,0.992372371907161,191.222,74.062617401877,1.67432194074347,0.983004309616177,0.285148173295697,0.0004281836213326,0.224214729912338,0.974486554643664,11090.6446442881,1618.18670729417,0.0846016380511767,4.34145216208737,7296.03768690097,0.0056298210337255,1138.40354550421,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.093475,-5e-05,0.094775,-0.00015,0.09975,0.0007,0.009725,0.002075,164,29,0,0.0,0.00394969,0.00123384,0.00518353,1.03438350955136,0.0331931640235882,0.857191735921298,0.997582116061213,84.2055,32.8591714785031,1.72286625989111,1.0833598591556,0.251243686591889,0.001259144522788,0.203661593819151,0.966998745815237,1063.26912715078,936.871665666155,0.297626424048213,3.34631636670354,1003.8439113801,0.0043194669761569,482.078780371958,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0941,0.0011,0.09615,0.001175,0.1014,0.00295,0.010175,0.002875,98,18,0,0,0.9985412568955316,1.0266087564275372,0.44366743481672216,0.8810987062903284,0.4403546663040863,2.940664845771704,0.09587081375818712,0.4234691487704746,1.0462724935732648,0.001201352269,0.0012336133379999999,1.0268539626822812,0.0006250000000000006,-5.7700000000004276e-06,3.198000000000003e-05
27,0.00390594,0.0012614,0.00516734,1.01346221727711,0.0194662434281714,0.659715623538776,0.992768133035362,200.304,76.0561717197258,1.69809246587293,0.994183506314102,0.295204992542262,0.0004109272034449,0.223002089288924,0.972457427617065,11660.3302523308,1818.33238670778,0.084133679233049,4.77281738685556,7678.20392763907,0.0055731982742992,1173.755321516,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0996,-0.000175,0.1006,0.000425,0.105575,-0.000575,0.009825,0.0023,164,24,0,0.0,0.00390134,0.00129759,0.00519893,1.03541147683109,0.0354205881682693,0.858120514290877,0.997706527345201,94.1386,34.8264979262727,1.73071745675935,1.08802941191881,0.260474728696333,0.0011146706467787,0.20225947343277,0.964712217342261,1119.12588824961,985.238237324191,0.337672355617328,3.73984902216528,1059.03401079337,0.0042516549483037,499.086644344563,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.10115,0.001125,0.10115,0.001125,0.106375,0.004525,0.010175,0.002825,86,16,0,0,0.9988223065382469,1.028690344062153,0.4579049554927856,0.8823520444324565,0.4699786324786325,2.71257448383595,0.09597720339232299,0.42520501095573493,1.0356234096692112,0.001260892269,0.001297363338,1.028924809753116,0.0015500000000000097,-4.600000000000003e-06,3.6189999999999964e-05
28,0.00384876,0.00133045,0.00517921,1.01285378363065,0.0206994240798499,0.68519730988333,0.994443669405239,208.971,77.9468092315905,1.73951055385766,1.00565697249869,0.305169342667674,0.0003961459285081,0.216617990197494,0.970352047044865,12302.6933821602,2045.91778809316,0.086018576248586,5.31771844443318,8077.52717881378,0.0055069063786798,1211.11495636727,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.105575,-0.000575,0.1065,-0.0001,0.111825,0.0001,0.009575,0.0022,150,28,0,0.0,0.00384698,0.00136799,0.00521497,1.03639502660267,0.037920833889396,0.860402396626036,0.997828855770641,104.853,36.879645539654,1.7457345669306,1.10688012591212,0.269631233105689,0.0010016070859852,0.200794626706829,0.962321218010878,1302.42665392023,1054.32648760807,0.387564919048102,4.1848792240384,1130.44191703205,0.004176194949991,520.275942338727,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.106275,0.000375,0.108,0.000325,0.113425,0.001875,0.010375,0.002825,88,16,0,0,0.999537513380933,1.028216017137059,0.4731386172598751,0.8835462656526228,0.5017586172243995,2.5283790994830837,0.10586516411185565,0.4295842765407593,1.08355091383812,0.001329942269,0.0013677633379999999,1.028438128392173,0.0006999999999999923,-1.780000000000271e-06,3.753999999999997e-05
29,0.00379339,0.00139752,0.00519091,1.01225239919215,0.0219260375760421,0.700490728303624,0.994858559618996,217.183,79.7336854050937,1.77849191114844,1.0163860814063,0.314995813552437,0.0003833717962934,0.212968785907421,0.968199551084858,12899.1124208723,2338.57698478296,0.087676616389902,5.8471721137191,8463.79091990907,0.005442860737615,1247.00688695345,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.112375,-0.000275,0.1135,-0.0003,0.11815,-0.000275,0.0099,0.002175,134,24,0,0.0,0.00379258,0.00143809,0.00523066,1.0373121416442,0.0403096645081201,0.861936059598137,0.997935747035642,116.336,39.0179449366149,1.7932420043099,1.11544437623852,0.278669156103583,0.0009121611994697,0.199267907566368,0.960034149014403,1481.59490484525,1105.09651340906,0.415485748126608,4.64600307754572,1222.8800939307,0.0041002694967018,546.117051288093,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.11325,-0.0003,0.115075,-0.00075,0.120725,-0.0002,0.00985,0.0022,82,15,0,0,0.9997864706766242,1.0290299959929017,0.4893533359003908,0.8846757452450816,0.5356588683276315,2.379312219336056,0.11486022111473757,0.43794228965511656,0.9949494949494948,0.001397012269,0.001437863338,1.0292417396085158,0.0008750000000000008,-8.100000000003937e-07,4.056999999999997e-05
