reference,cycles,E_el,abs_E_d,incr_E_d,hist_max,hist_mean,f_min,Kt
old_void,10-69,1.065012148703925,2.829516660465329,0.25087909321722224,0.07058567276179506,0.5540335291662681,52.80110205111323,0.005985568928868749
fine_void,10-69,1.0818344510416091,2.656995865999919,0.23554091118922849,0.0916964254885322,0.6146252678509869,30.42759638058771,0.011060518525475599
hard_prefatigued_diffuse,10-69,1.1243255630646964,0.4054516242358662,0.2550157591653526,4.182414863365734,0.7578651658036036,0.07804226889442985,0.46030279269328106
soft_hist0_diffuse,10-69,1.0289163375101091,0.7629011637902647,0.24532412889941155,0.9935413779492103,1.0532978720136432,0.42153659763864165,0.7993866469157658
