cycle,field,residual_mode,res_mean,res_abs_p99,res_abs_p999
40,damage,raw,0.008898767076926358,0.4371294902270934,0.965441792843882
40,hist,log1p,0.002285551249381147,0.02253057153188248,0.0953078973560991
40,f,logratio,-0.0009475533768336333,0.059046766519707805,0.13728453855771328
40,psi,logratio,0.055996880059445274,0.9954507966824817,3.013973682878803
70,damage,raw,0.009658178600682413,0.551561084956463,0.9736762678340171
70,hist,log1p,0.004709112445729524,0.03205564898632271,0.13625901288931994
70,f,logratio,-0.007348971574595672,0.07343309132804753,0.23721073157952774
70,psi,logratio,0.17761286923363664,2.001479592954563,4.5605939930326205
