cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,d_p99,d_p999,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,fem_alpha_bar_elem_mean,fem_f_min,f_fatigue_p001,f_fatigue_mean,fem_psi_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,fem_Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,fem_x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,fem_right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,fem_E_d_increment_from_first,pidl_E_d_increment_from_first,ratio_E_d_increment_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,delta_x_tip_pidl_minus_fem_d095,ratio_Kt_pidl_over_fem_proxy
11,0.00464297,0.000356976,0.00499995,1.02227812546718,0.0067841886842237,0.229701669869436,0.837950156008755,18.8306,10.2178968451991,1.57273829985886,0.71735040786149,0.108719185212285,0.0160826789839606,0.23494005343561,0.992552695327975,273.157088064484,19.8327407142989,0.0890089741920772,0.195546669936087,185.488299201254,0.0052479012047129,188.00328346324,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.017,0.001,0.017,0.001,0.023075,0.001,0.00805,0.0,50,9,0,0,0.0046136137098073,0.0054721310734748,0.0,1.0007256269454956,2.936071395874023,0.0733485221862793,0.0846984907984733,0.437421441078186,8.545160728853977,0.022902607917785645,2.9360713958740234,0.0733485221862793,0.0846984848965669,0.9936772604189344,15.329128774692975,0.000356749338,1.2079253791999478e-06,0.0033859218519417342,0.28734596173316646,0.6746603374837571,5.266441671996554,0.005902607917785643,0.04545218876735629
12,0.00460469,0.000404817,0.00500951,1.02365451006136,0.008046124016179,0.276388425866387,0.949494237285956,21.8359,11.6103481876987,1.59223417524687,0.764056342009599,0.118384271167194,0.0133042631952839,0.23178906674092,0.991297509269207,325.259297811278,114.730548194497,0.0947237708873292,0.268050191238974,238.332545904589,0.0051986512860686,214.114625031673,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.02105,0.001,0.02105,0.001,0.0271,0.001,0.00805,0.0,55,10,0,0,0.0045839911326766,0.0054802414961159,0.0,1.0007061958312988,3.2008936405181885,0.0792890191078186,0.0730107501149177,0.4836032092571258,8.468236830799315,0.02682483196258545,3.2008936405181885,0.0792890191078186,0.07301074696984008,0.9955048293536807,13.537577463683343,0.00040459033800000003,9.318348020300425e-06,0.023031563399075597,0.27569316516360576,0.6697597436389062,5.487771028221884,0.00577483196258545,0.039550015929769616
13,0.00456685,0.000452484,0.00501933,1.02485951159342,0.0093217883186261,0.363868530335171,0.985187328961622,24.7271,13.0016143442135,1.60939000510986,0.810813832083862,0.127993173233855,0.0112019231671566,0.229200180839829,0.989988227019395,375.66927850238,155.267242805809,0.0982835923297304,0.350098340365964,290.603973607793,0.0051498580955926,237.548965296456,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0251,0.001,0.0271,0.001,0.031225,0.003,0.00805,0.0,61,11,0,0,0.0045476425439119,0.0054932627826929,0.0,1.0007169246673584,3.4629547595977783,0.0851969718933105,0.0636739507317543,0.4566568434238434,8.629329521320656,0.030106395483016968,3.4629547595977783,0.08519697189331055,0.06367394690200798,0.9957941565656635,12.140236522601683,0.000452257338,2.233963459729975e-05,0.04939584771822928,0.26634806016523643,0.6656368440654877,5.684198131124725,0.005006395483016967,0.036326529608543816
14,0.00452353,0.000507049,0.00503058,1.02562403131804,0.0107927709542114,0.407857057174959,0.989633330133913,27.497,14.3950618798731,1.62673625325197,0.835014314361226,0.137584411557912,0.0094182358394661,0.22629344685807,0.988580244091879,432.950909558522,216.789137762337,0.10278644899236,0.45814635851995,349.31086285404,0.0050930703480049,261.8883674088,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.029125,0.001,0.03115,0.001,0.035275,0.003,0.00805,0.0,63,11,0,0,0.0045164749026298,0.0055015319958329,0.0,1.0007115602493286,3.7282090187072754,0.0910753831267356,0.0559354461729526,0.4634394943714142,8.422478486288233,0.03402861952781677,3.7282090187072754,0.09107537567615509,0.055935445778583344,0.9984403557906767,10.85009929184931,0.0005068223379999999,3.0608847737300174e-05,0.06039364377286026,0.2589922189858722,0.6619600439865251,5.93905770957244,0.004903619527816771,0.032160567380761104
15,0.00448098,0.000560808,0.00504178,1.02628182171112,0.0122358278080234,0.459681741192289,0.991897042512848,30.1763,15.8004282531422,1.640934583872,0.901337304234365,0.147099889216177,0.0078540258751567,0.224289680683896,0.987165809217672,487.464686070162,276.778773031388,0.108818733689754,0.576374937461422,405.108779621054,0.0050373464831054,283.586084142563,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.03515,0.001,0.03515,0.001,0.0412,0.00095,0.00805,0.0,60,10,0,0,0.0044780313037335,0.0055162557400763,0.0,1.0007344484329224,4.000565052032471,0.0969239696860313,0.0493703186511993,0.425849437713623,8.474876882122329,0.03793152794241905,4.000565052032471,0.09692397713661194,0.049370316694159595,0.9993419528169061,9.836264354424866,0.0005605813379999999,4.533259198070006e-05,0.08086710867406732,0.2531934570341083,0.6588989985138092,6.2859887955505735,0.0027815279424190514,0.0298846712022085
16,0.00443713,0.000616096,0.00505322,1.0266260231277,0.013697646354376,0.558268745538447,0.993214795971942,32.7722,17.2178686338306,1.6499263698978,0.921579467082607,0.156563267814079,0.0065063825406587,0.222492129631643,0.985748820519106,542.140219626934,336.495232474963,0.110839618936316,0.711407433987779,461.429858895112,0.0049796307968328,304.406747592945,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0392,0.001,0.0412,0.00095,0.04555,0.002725,0.008075,5e-05,63,11,0,0,0.0044445623643696,0.005527495406568,0.0,1.0008548498153689,4.226998805999756,0.102740004658699,0.0447537042200565,0.4858247339725494,8.588474109162123,0.04119995981454849,4.226998805999756,0.10274000465869904,0.04475370705658132,1.0016750386780644,8.971808624902613,0.000615869338,5.6572258472400126e-05,0.09185756617810405,0.24550070022571316,0.6562203644133446,6.878431131337334,0.0019999598145484937,0.028213809900977275
17,0.00439066,0.000674671,0.00506533,1.02687178601202,0.0152365743747346,0.594597886511421,0.994023291707622,35.296,18.6515626608528,1.65936953974387,0.932036313647848,0.166003388421021,0.0053679066129037,0.220357752280108,0.984310293578941,598.94781843455,398.433689139864,0.113650743194077,0.869627424889077,520.040910893776,0.0049180725062588,325.178101799957,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.04525,0.000775,0.04525,0.000775,0.051175,0.0025,0.00825,0.000225,61,10,0,0,0.0044062081724405,0.0055416650138795,0.0,1.0009065866470337,4.447881698608398,0.108515664935112,0.040847111493349,0.3968971371650696,8.53575623479709,0.04630841687321663,4.447881698608398,0.108515664935112,0.04084711474587837,1.003541192540643,8.213877599421794,0.0006744443379999999,7.074186578390033e-05,0.10488910914973142,0.2384723349719068,0.653695481563861,7.609504866414447,0.0010584168732166305,0.02624948047715745
18,0.00434627,0.000730466,0.00507673,1.02701578243736,0.016701984407642,0.609720548920189,0.994832149384494,37.7628,20.1018598822382,1.66926939605133,0.951224079078271,0.175396763862631,0.0044369137571592,0.217489926749628,0.982887145766438,651.817413440712,456.301706449729,0.116909948596458,1.0362345077147,574.685854738674,0.0048591808904821,343.901223145387,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.049175,0.000625,0.051125,0.0006,0.055125,-0.001375,0.008425,0.0004,63,11,0,0,0.0043711112812161,0.0055538872256875,0.0,1.0009557008743286,4.663519382476807,0.114249438047409,0.0375066548585891,0.4625098705291748,8.537271751620796,0.05004344880580902,4.663519382476807,0.11424943804740906,0.037506658726071916,1.0057155402715663,7.603211136024812,0.000730239338,8.29640775919004e-05,0.1136121724407846,0.23199442289404498,0.6513771151267536,8.453320688974424,0.0008684488058090176,0.024824778677834468
19,0.00429974,0.000789124,0.00508887,1.02710020403886,0.018233435101901,0.614581473220958,0.995463406730125,40.1796,21.5710515284814,1.67966386094402,0.98451250821357,0.184795971775333,0.0036849666305831,0.214605458076775,0.981417080366446,705.896509371003,515.698780028643,0.128536086865702,1.22359941549735,630.634926518037,0.0047971175097417,362.575814545432,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0551,0.00065,0.0551,0.00065,0.0614,-0.00135,0.009225,0.0004,65,10,0,0,0.0043324353173375,0.0055696619674563,0.0,1.000969409942627,4.881890296936035,0.1199404746294021,0.0345247313380241,0.4614137411117553,8.488620418101966,0.05324305593967438,4.881890296936035,0.11994046717882156,0.034524732161133526,1.007604021949583,7.058031396151049,0.0007888973379999999,9.873881936070007e-05,0.12516054320961606,0.22631675097017023,0.6490426900388315,9.369075706544725,-0.0018569440603256257,0.023411987445285908
20,0.00425042,0.00085119,0.00510161,1.02713713169378,0.0199761660047735,0.623803371689646,0.995975990757223,43.5653,23.0615622096177,1.68595222027087,1.02584266335611,0.194267412193407,0.0030820214626854,0.211705897528766,0.979791191107428,762.025778423783,577.520406645692,0.140974749997125,1.43655598091948,688.748035693645,0.0047306995637752,381.564096453522,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.06135,0.0007,0.06135,0.0007,0.067475,0.000775,0.009225,0.00025,61,10,0,0,0.0042941169813275,0.0055848639458417,0.0,1.001003623008728,5.043880462646484,0.1255948394536972,0.03253660723567,0.4396884143352508,8.476654293679019,0.05848933011293411,5.043880462646484,0.1255948394536972,0.032536608761098026,1.010280626697479,6.561242432173428,0.000850963338,0.00011394079774609996,0.1338962475326992,0.2187137374649737,0.6465049286220924,10.556904820293006,-0.002860669887065889,0.022215544838903766
21,0.00420301,0.000910824,0.00511383,1.02713019982265,0.0218467071308005,0.75696593198398,0.996361231765358,48.9951,24.5716145689272,1.69186982584796,1.03479458823567,0.203801376408722,0.0026038188848534,0.209423300734421,0.977922071421211,814.376084624705,635.276437350891,0.165227822410921,1.65258351565593,742.969657501518,0.0046668807091559,398.999350653097,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.065475,0.00075,0.067475,0.000775,0.071625,-0.00125,0.009225,0.000175,65,11,0,0,0.0042554596439003,0.005599760916084,0.0,1.0010675191879272,5.196832180023193,0.1312037110328674,0.0308129414916038,0.3920971751213074,8.517356840451848,0.06184587627649307,5.196832180023193,0.13120371103286743,0.03081294069156457,1.0124790671210155,6.148016429171827,0.0009105973379999999,0.0001288377679884,0.14148709051947614,0.2114973831062371,0.6437822616552865,11.833749908968276,-0.003629123723506933,0.02134679373916354
22,0.00415111,0.000976153,0.00512726,1.02710473388091,0.0241315592353339,0.827385269992477,0.996699230592549,54.73,26.1033998325659,1.69764434375853,1.04447872342487,0.213441412021853,0.0022226181666196,0.2082886177162,0.975864552047945,870.200004564757,696.967905902894,0.199381836441285,1.90430263186026,800.816481191285,0.0045966164316716,417.395121433585,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.07155,0.00095,0.073525,0.001425,0.078575,0.001025,0.009,0.000825,69,11,0,0,0.0042180828750133,0.0056130639277398,0.0,1.0010747909545898,5.331973552703857,0.1367630809545517,0.0294014606624841,0.3972235321998596,8.49490903960078,0.06580615788698196,5.331973552703857,0.1367630809545517,0.02940146077419593,1.0161337268858932,5.750188677123155,0.000975926338,0.0001421407796441997,0.1456470371887839,0.20426356669646653,0.640752324766992,13.228300345983873,-0.005743842113018038,0.020352200117778496
23,0.00409956,0.00104025,0.00513981,1.02705088366991,0.0264685276928117,0.848843084475721,0.996972772100473,60.7463,27.655146549434,1.70329323684018,1.06041400731359,0.223072460724183,0.0019186242743781,0.207236185878395,0.97366325265876,924.336891971716,756.837159210154,0.228656655259519,2.2233841868835,856.930813332242,0.0045262714371236,435.113524286297,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.078575,0.001025,0.078575,0.001025,0.08465,0.001525,0.00965,0.002575,75,14,0,0,0.0041775475256145,0.0056296745315194,0.0,1.0011595487594604,5.459198951721191,0.1422810405492782,0.0281594544649124,0.4091604053974151,8.528867229886119,0.07167616486549377,5.459198951721191,0.14228104054927826,0.02815945403220378,1.019023389245309,5.4118476630804135,0.001040023338,0.00015875138342380003,0.15264213563619095,0.19740264048005637,0.6378243198975646,14.67689888060025,-0.0068988351345062315,0.019601475830648453
24,0.00404518,0.00110761,0.00515278,1.03226238652772,0.0288696916569477,0.853499032737949,0.997206524369915,67.0384,29.2278846883218,1.70881859325653,1.07195156778598,0.232573464263202,0.0016742237312043,0.206215171417194,0.971501546277541,979.755890340989,818.146150662303,0.227815037038594,2.60555078265414,914.376970336612,0.0044517130677619,453.209554948883,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.08465,0.001525,0.08605,0.001125,0.09,0.001925,0.009975,0.002575,81,17,0,0,0.0041392529383301,0.0056461971253156,0.0,1.0011577606201172,5.574202060699463,0.1477606147527694,0.0271032620221376,0.3980008959770202,8.43705746547901,0.07564348727464676,5.574202060699463,0.14776062965393066,0.027103259945658785,1.0232555629984574,5.097640076665614,0.001107383338,0.00017527397722000033,0.15827760018184447,0.19071520639078862,0.6353287776009975,16.188554442865126,-0.009006512725353244,0.018616239162103754
25,0.00400431,0.00116436,0.00516867,1.03205348786107,0.0307990534174833,0.856333535276103,0.997420761689772,75.4718,31.0249279220524,1.71587144419975,1.07988308138861,0.241914479990925,0.0014362940686396,0.204926319879099,0.969311479032504,1011.19521370336,861.306622649482,0.251783769741913,2.93437216651776,949.220539848905,0.0043945057601244,464.759787608671,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.08775,0.0007,0.09,0.001925,0.0943,0.0033,0.010075,0.002575,89,18,0,0,0.0040990216657519,0.0056628938764333,0.0,1.0011258125305176,5.695723533630371,0.1531974375247955,0.026050491258502,0.3780237436294555,8.51871297623124,0.07961080223321915,5.695723533630371,0.15319743752479553,0.026050492556461906,1.0236524309436335,4.863524920499931,0.0011641333379999999,0.0001919707283376997,0.16490441607617606,0.1835853913324283,0.6332710531859955,18.137296412548704,-0.008139197766780848,0.01832928149843295
26,0.00394969,0.00123384,0.00518353,1.03438350955136,0.0331931640235882,0.857191735921298,0.997582116061213,84.2055,32.8591714785031,1.72286625989111,1.0833598591556,0.251243686591889,0.001259144522788,0.203661593819151,0.966998745815237,1063.26912715078,936.871665666155,0.297626424048213,3.34631636670354,1003.8439113801,0.0043194669761569,482.078780371958,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.003,0.001,0.0941,0.0011,0.09615,0.001175,0.1014,0.00295,0.010175,0.002875,98,18,0,0,0.0040539507754147,0.0056838868185877,0.0,1.0011159181594849,5.820263385772705,0.1585873961448669,0.0250339675694704,0.399776428937912,8.577914135649603,0.0847909078001976,5.820263385772705,0.15858739614486694,0.02503396529207176,1.0263972046957357,4.6066644123935845,0.0012336133379999999,0.00021296367049210025,0.17263405309589824,0.17712751490342346,0.6312094775239881,19.881726931583792,-0.009309092199802402,0.017793594086491702
27,0.00390134,0.00129759,0.00519893,1.03541147683109,0.0354205881682693,0.858120514290877,0.997706527345201,94.1386,34.8264979262727,1.73071745675935,1.08802941191881,0.260474728696333,0.0011146706467787,0.20225947343277,0.964712217342261,1119.12588824961,985.238237324191,0.337672355617328,3.73984902216528,1059.03401079337,0.0042516549483037,499.086644344563,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.10115,0.001125,0.10115,0.001125,0.106375,0.004525,0.010175,0.002825,86,16,0,0,0.0040116580203175,0.0057046678848564,0.0,1.001111388206482,5.935565948486328,0.1639371812343597,0.0241449624300003,0.3946956396102905,8.682198587825022,0.08875823020935059,5.935565948486328,0.16393718123435974,0.024144961086246808,1.0282769562041503,4.396356233368322,0.001297363338,0.00023374473676080008,0.1801690628325741,0.17043246671117646,0.6293784508572469,21.661073160737764,-0.012391769790649418,0.017396174965224963
28,0.00384698,0.00136799,0.00521497,1.03639502660267,0.037920833889396,0.860402396626036,0.997828855770641,104.853,36.879645539654,1.7457345669306,1.10688012591212,0.269631233105689,0.0010016070859852,0.200794626706829,0.962321218010878,1302.42665392023,1054.32648760807,0.387564919048102,4.1848792240384,1130.44191703205,0.004176194949991,520.275942338727,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.106275,0.000375,0.108,0.000325,0.113425,0.001875,0.010375,0.002825,88,16,0,0,0.0039675389416515,0.0057240473106503,0.0,1.0011261701583862,6.0564656257629395,0.169238805770874,0.0232627149671316,0.4145223796367645,8.784321748882007,0.09393833577632904,6.0564656257629395,0.16923879086971283,0.023262716216807516,1.0313385932995494,4.1842756969351385,0.0013677633379999999,0.00025312416255470014,0.18506429842229047,0.1642224467491387,0.6276676623161696,23.225389768733464,-0.012336664223670954,0.01688396682228861
