n_common_cycles,old_last_cycle,fine_last_cycle,old_first_right_boundary_d095,fine_first_right_boundary_d095,old_first_x_tip_d095_ge_0p49,fine_first_x_tip_d095_ge_0p49,median_c10_common_ratio_fine_over_old_E_el,median_c10_common_ratio_fine_over_old_E_d,median_c10_common_ratio_fine_over_old_E_d_increment,median_c10_common_ratio_fine_over_old_alpha_bar_elem_max,median_c10_common_ratio_fine_over_old_alpha_bar_elem_mean,median_c10_common_ratio_fine_over_old_f_fatigue_min,median_c10_common_ratio_fine_over_old_psi_plus_elem_max,median_c10_common_ratio_fine_over_old_Kt_proxy
69.0,74.0,69.0,74.0,69.0,74.0,69.0,0.9844535552079243,1.0649585160768575,1.0651065709668344,0.5838213649740427,0.8962312594780727,1.8770599864687707,0.18416390082130835,0.5411913938161144
