reference,cycles,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,ratio_E_d_increment_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,ratio_Kt_pidl_over_fem_proxy,c40_delta_x_tip_pidl_minus_fem,c40_pidl_hist_max,c40_fem_hist_max,c40_pidl_f_min,c40_fem_f_min,c69_delta_x_tip_pidl_minus_fem,c69_pidl_hist_max,c69_fem_hist_max,c69_pidl_f_min,c69_fem_f_min
old_void,10-69,1.065012148703925,2.829516660465329,0.25087909321722224,0.07058567276179506,0.5540335291662681,52.80110205111323,0.005985568928868749,-0.0246379570007324,7.20160436630249,103.07059138073,0.0168592222034931,0.0002959147420802,-0.0412635384559631,8.659917831420898,212.333798347575,0.011918369680643,0.0002620679006099
fine_void,10-69,1.0818344510416091,2.656995865999919,0.23554091118922849,0.0916964254885322,0.6146252678509869,30.42759638058771,0.011060518525475599,-0.0321879570007324,7.20160436630249,80.8301919696395,0.0168592222034931,0.0005536433131772,-0.1260385384559631,8.659917831420898,126.287589072979,0.011918369680643,0.0001647164634693
diffuse_precrack,10-69,1.1243255630646964,0.4054516242358662,0.2550157591653526,4.182414863365734,0.7578651658036036,0.07804226889442985,0.46030279269328106,-0.0394879570007323,7.20160436630249,1.56473340628796,0.0168592222034931,0.24209207356581,-0.1260385384559631,8.659917831420898,2.08229505961921,0.011918369680643,0.155208901620613
