mode,mode_label,saved_index,fem_cycle,field,metric,FEM_nstep2_projected,PIDL,PIDL_over_FEM
current_active,current active,19,20,history_driver,tip_2l0_mean,0.0032813145637630185,0.0011348869884386659,0.3458635148765424
current_active,current active,19,20,history_driver,tip_2l0_integral,4.1475818667152575e-06,1.4344972214530571e-06,0.345863509763372
current_active,current active,19,20,history_driver,right_band_mean,0.008515205600063297,0.008552731946110725,1.004406980619135
current_active,current active,39,40,alpha_bar,max,6.920406818389893,6.213339328765869,0.897828623637399
current_active,current active,39,40,alpha_bar,p999,2.6288248476982123,1.500925898551941,0.5709493730121066
current_active,current active,39,40,alpha_bar,p99,2.1244487714767444,0.9285262823104858,0.4370669205005352
current_active,current active,39,40,alpha_bar,domain_mean,0.1685644438132181,0.1702978014945984,1.0102830563917795
current_active,current active,39,40,alpha_bar,tip_2l0_mean,0.5867260319383277,0.48679062724113464,0.8296727957219775
current_active,current active,39,40,alpha_bar,tip_2l0_integral,0.000741621750523811,0.0006153034046292305,0.8296728139306038
current_active,current active,39,40,alpha_bar,right_band_mean,0.3398811550284007,0.3417038023471832,1.005362601873676
current_active,current active,39,40,delta_alpha_bar,max,0.32408857345581055,0.37239983677864075,1.1490680859484774
current_active,current active,39,40,delta_alpha_bar,p999,0.1535134221911446,0.10729674994945526,0.6989405122886033
current_active,current active,39,40,delta_alpha_bar,p99,0.10299158096313477,0.034472476691007614,0.3347115984494581
current_active,current active,39,40,delta_alpha_bar,domain_mean,0.003321027827529084,0.003461943008005619,1.0424311953391185
current_active,current active,39,40,delta_alpha_bar,tip_2l0_mean,0.00796460246819498,0.0007913481094874442,0.09935814281347147
current_active,current active,39,40,delta_alpha_bar,tip_2l0_integral,1.0067258146319811e-05,1.00026409199927e-06,0.09935814473625341
current_active,current active,39,40,delta_alpha_bar,right_band_mean,0.008370722328117239,0.008463487029075623,1.0110820425433045
current_active,current active,39,40,psi_raw,max,1640.9962158203125,2786.892578125,1.6982931168624718
current_active,current active,39,40,psi_raw,p999,1249.4049399414068,2620.629638671875,2.0975022227739664
current_active,current active,39,40,psi_raw,p99,490.35635375976057,0.07597175985574722,0.0001549317333674602
current_active,current active,39,40,psi_raw,domain_mean,1.4467157402873174,2.58138108253479,1.7843042766799013
current_active,current active,39,40,psi_raw,tip_2l0_mean,93.79736843100262,96.17687225341797,1.0253685563062007
current_active,current active,39,40,psi_raw,tip_2l0_integral,0.11855988107519128,0.12156757712364197,1.0253685818606988
current_active,current active,39,40,psi_raw,right_band_mean,0.008370327883069819,0.00844942033290863,1.0094491459526678
current_active,current active,39,40,g_alpha,max,1.0000779981830776,1.0020884275436401,1.0020102725629552
current_active,current active,39,40,g_alpha,p999,1.000054475528796,1.002015233039856,1.001960650703576
current_active,current active,39,40,g_alpha,p99,1.0000519595853203,1.0018640756607056,1.0018120219234774
current_active,current active,39,40,g_alpha,domain_mean,0.9848756124301707,0.987626850605011,1.0027934879695635
current_active,current active,39,40,g_alpha,tip_2l0_mean,0.41489257236715404,0.4045681357383728,0.9751153977766448
current_active,current active,39,40,g_alpha,tip_2l0_integral,0.0005244242441088726,0.0005113741499371827,0.9751153873637836
current_active,current active,39,40,g_alpha,right_band_mean,1.000048970867499,1.0016884803771973,1.0016394292254267
current_active,current active,39,40,psi_active,max,0.2979344434513358,0.37239983677864075,1.249938853879001
current_active,current active,39,40,psi_active,p999,0.10317979629706082,0.10729674994945526,1.0399007732147627
