cycle,actual_pidl_cycle,fem_max,fem_p99,fem_p95,fem_top1pct_mean,fem_top5pct_mean,fem_pz_l0_int,fem_pz_2l0_int,fem_pz_l0_n_elems,fem_pz_2l0_n_elems,proj_max,proj_p99,proj_p95,proj_top1pct_mean,proj_top5pct_mean,proj_pz_l0_int,proj_pz_2l0_int,proj_pz_l0_n_elems,proj_pz_2l0_n_elems,pidl_max,pidl_p99,pidl_p95,pidl_top1pct_mean,pidl_top5pct_mean,pidl_pz_l0_int,pidl_pz_2l0_int,pidl_pz_l0_n_elems,pidl_pz_2l0_n_elems,avg_n_fem_per_pidl,max_n_fem_per_pidl
1,1,1.2679120467405645,0.04769213132362646,0.022665795729760914,0.09259520014192632,0.042801319071214136,3.6524199322474695e-05,7.298262532112575e-05,358,1547,1.1890506329586406,0.0365546574028251,0.017111318747047737,0.07032572516876939,0.03290311541265003,3.633748712981411e-05,7.282290417309732e-05,183,735,5253.380859375,1.2311846017837524,0.02619197964668274,1713.935302734375,342.54754638671875,0.00244919303804636,0.008315496146678925,183,735,2.1793254268651694,35
40,40,12644.453861584712,0.07958644760772343,0.02524578835366774,608.3657583125257,121.67190012859696,0.05432912452935025,0.10885475374457448,358,1547,7369.896150691813,0.045352862661721546,0.018800436042604673,296.49891071673744,59.2680722786159,0.06034701546147636,0.10308384199612886,183,735,5455.662109375,643.1583251953125,0.025112316012382507,2453.95166015625,496.4150695800781,0.06740514934062958,0.13840240240097046,183,735,2.1793254268651694,35
70,70,24039.961078596207,0.8729306309221975,0.030589258798847406,3068.11529826787,613.5407263042612,0.07732677832657489,0.174953290495689,358,1547,12769.637900303296,0.12631182107033562,0.021775013736803146,1501.6726720087468,300.0961366944918,0.0905596443076383,0.16494582139704156,183,735,5306.59228515625,1947.0184326171875,0.0259537473320961,2946.764404296875,697.2050170898438,0.09905658662319183,0.20490336418151855,183,735,2.1793254268651694,35
82,82,25954.03584032214,880.6982694337241,0.014876052220627918,7642.336030321731,1533.8927767948244,0.08433754218721934,0.18989627618345312,358,1547,16884.141759134447,0.8640712349041628,0.003894422888023458,3807.6249794448577,760.8800398500802,0.09862255863562715,0.17917217812359693,183,735,5047.888671875,2661.844970703125,0.0018180460901930928,3099.71044921875,915.14404296875,0.10376787185668945,0.2151343822479248,183,735,2.1793254268651694,35
