cycle,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
1,damage_alpha,crack_strip_mean,0.00010339461393449942,0.20090928673744202,1943.1310693293774,0.0005146333233944557
1,damage_alpha,domain_mean,-1.758630256148165e-07,0.007996265776455402,-45468.71491890058,-2.1993144116424474e-05
1,damage_alpha,max,0.07689806073904037,1.0005749464035034,13.011705845210237,0.07685387388065738
1,damage_alpha,p99,-3.5851769433315595e-06,0.9649327397346497,-269145.08125726617,-3.7154682349336184e-06
1,damage_alpha,right_band_mean,-3.969595092790671e-06,-4.2370684241177514e-05,10.673805073501951,0.09368730205524652
1,damage_alpha,tip_2l0_mean,0.0019007357491975898,0.3182733356952667,167.44744019763309,0.005972023214088735
1,damage_alpha,tip_l0_mean,0.007668748847920465,0.5787380933761597,75.46708137835236,0.0132508105750973
1,damage_alpha,top1_mean,0.003877829429060181,0.9927102327346802,255.99636366039712,0.0039063054869271216
1,psi_plus,crack_strip_mean,0.012014147046447255,0.007283069659024477,0.606207800759204,1.6495993597370695
1,psi_plus,domain_mean,0.006332688643300702,0.004805035889148712,0.7587671145386121,1.3179274389192206
1,psi_plus,max,1.4280637502670288,0.3754083216190338,0.26287924579616107,3.804027955768745
1,psi_plus,p99,0.05573071132268283,0.04481223598122597,0.8040851250177214,1.2436494207972828
1,psi_plus,right_band_mean,0.008633942922391724,0.008621586486697197,0.9985688536737392,1.001433197441514
1,psi_plus,tip_2l0_mean,0.06701541216112512,0.05623673275113106,0.8391611860257027,1.1916661740946761
1,psi_plus,tip_l0_mean,0.13593037270701153,0.09365645796060562,0.6890031719583055,1.4513721281685394
1,psi_plus,top1_mean,0.11110474984628445,0.0835312008857727,0.7518238509275231,1.3300987974328065
1,alpha_bar,crack_strip_mean,0.011922809292457493,0.014665866270661354,1.2300680075407353,0.8129631807913544
1,alpha_bar,domain_mean,0.006329488136364849,0.009616394527256489,1.5193005058351172,0.6581976351349451
1,alpha_bar,max,1.2034049034118652,0.7367163896560669,0.6121932755694662,1.633471062010267
1,alpha_bar,p99,0.05569977815817266,0.08936670422554016,1.6044355503851797,0.6232721531007763
1,alpha_bar,right_band_mean,0.008634006740630836,0.017243165522813797,1.9971220825748326,0.5007205161492825
1,alpha_bar,tip_2l0_mean,0.06539394107271336,0.11251669377088547,1.7205981460235742,0.5811932334758536
1,alpha_bar,tip_l0_mean,0.12939697561484717,0.18827565014362335,1.4550235756980117,0.6872740873083618
1,alpha_bar,top1_mean,0.10781489620862585,0.16933673620224,1.5706246739278689,0.6366893482573197
1,fatigue_f,crack_strip_mean,0.9998734012930305,0.9999338114870427,1.000060417842833,0.9999395858072622
1,fatigue_f,domain_mean,0.9999954306978092,0.9999973511115934,1.0000019204225592,0.9999980795811289
1,fatigue_f,max,1.0,1.0,1.0,1.0
1,fatigue_f,p99,1.0,1.0,1.0,1.0
1,fatigue_f,right_band_mean,0.9999999388283364,1.0000000691391773,1.0000001303108488,0.9999998696891681
1,fatigue_f,tip_2l0_mean,0.9977543892538193,0.9979110090071968,1.0001569722519532,0.9998430523844674
1,fatigue_f,tip_l0_mean,0.9909528270885966,0.9916071433802804,1.0006602900499373,0.9993401456453275
1,fatigue_f,top1_mean,1.0,1.0,1.0,1.0
40,damage_alpha,crack_strip_mean,0.10082441449069127,0.28885310888290405,2.8649123363823032,0.3490508199154045
40,damage_alpha,domain_mean,0.0035556265395657446,0.010800689458847046,3.0376332662220915,0.32920366362846076
40,damage_alpha,max,1.0172960758209229,1.0011467933654785,0.9841252877709055,1.0161307837796258
40,damage_alpha,p99,0.8567909720139905,0.9943327903747559,1.160531358118138,0.8616742606779295
40,damage_alpha,right_band_mean,-2.5437773840830506e-05,-0.0008611703524366021,33.85399830288318,0.029538608440080025
40,damage_alpha,tip_2l0_mean,0.14222060782053547,0.47956669330596924,3.371991588667109,0.2965606448607077
40,damage_alpha,tip_l0_mean,0.24298794245469996,0.7271617650985718,2.9925837379117524,0.3341594045745258
40,damage_alpha,top1_mean,0.940596644540033,0.9996974468231201,1.0628333118411115,0.9408813111697943
40,psi_plus,crack_strip_mean,32.69750698320133,0.005568008404225111,0.00017028846899813283,5872.388223837779
40,psi_plus,domain_mean,1.165357455806781,0.0033804255072027445,0.002900762757691771,344.7369135405377
40,psi_plus,max,9982.6494140625,0.3894275426864624,3.901043966723684e-05,25634.163791285235
40,psi_plus,p99,0.18154920241789232,0.042184580117464066,0.2323589393709538,4.303686368629576
40,psi_plus,right_band_mean,0.008654776864754483,0.008487883023917675,0.9807165634140769,1.0196625990681687
40,psi_plus,tip_2l0_mean,112.21620522117931,0.001029031933285296,9.170083155610754e-06,109050.26519722951
40,psi_plus,tip_l0_mean,263.54175951337544,0.0013348013162612915,5.064856965082024e-06,197438.94188802727
40,psi_plus,top1_mean,1184.1145735257203,0.0764133557677269,6.453206258597502e-05,15496.172908896508
40,alpha_bar,crack_strip_mean,0.45386271320977417,0.26623377203941345,0.5865953829002051,1.704752592930186
40,alpha_bar,domain_mean,0.22070306926428468,0.17362141609191895,0.7866742255587438,1.2711742262684904
40,alpha_bar,max,98.35549926757812,7.20160436630249,0.07322014955879975,13.657442739815025
40,alpha_bar,p99,1.0861929719201444,1.047767162322998,0.9646234043208564,1.0366739968371912
40,alpha_bar,right_band_mean,0.34587619839944017,0.351724773645401,1.0169094470016307,0.9833717278844362
40,alpha_bar,tip_2l0_mean,0.7144794828706684,0.5296473503112793,0.7413051921144578,1.3489720706631712
40,alpha_bar,tip_l0_mean,1.510397384195967,0.7271772027015686,0.4814476046571468,2.077069218595718
40,alpha_bar,top1_mean,1.9035000518592473,1.477790355682373,0.7763542502869587,1.2880717786118598
40,fatigue_f,crack_strip_mean,0.8782537476418455,0.9230023638103148,1.0509518078216251,0.951518416503573
40,fatigue_f,domain_mean,0.9918580540371438,0.9924113604212365,1.0005578483552566,0.9994424626660281
40,fatigue_f,max,1.0,1.0,1.0,1.0
40,fatigue_f,p99,1.0,1.0,1.0,1.0
40,fatigue_f,right_band_mean,0.9791297651900824,0.9700122058560493,0.9906880991078204,1.0093994274288403
40,fatigue_f,tip_2l0_mean,0.8218850585844486,0.8104995668603832,0.9861470997615227,1.014047498838487
40,fatigue_f,tip_l0_mean,0.6926607981516548,0.7348608873718758,1.0609246103328365,0.9425740436790104
40,fatigue_f,top1_mean,1.0,1.0,1.0,1.0
70,damage_alpha,crack_strip_mean,0.24405439915561264,0.3952506184577942,1.6195185164672103,0.6174674693941645
70,damage_alpha,domain_mean,0.00864389111586515,0.01470598578453064,1.7013154825075265,0.5877804618142456
70,damage_alpha,max,1.0148282051086426,1.0010703802108765,0.986443198140819,1.0137431145399267
70,damage_alpha,p99,0.967626930844739,0.9995526075363159,1.032993786834463,0.9680600336081691
70,damage_alpha,right_band_mean,-2.1850272514383237e-05,-0.0014415206387639046,65.97266179700982,0.015157793740032552
70,damage_alpha,tip_2l0_mean,0.1486039361059403,0.5146502256393433,3.463234145241262,0.28874744185982154
70,damage_alpha,tip_l0_mean,0.2571235973287318,0.7531002759933472,2.9289426712185835,0.34142013424385365
70,damage_alpha,top1_mean,0.9891198223858748,1.0004781484603882,1.0114832660487136,0.9886471022960447
70,psi_plus,crack_strip_mean,115.49245791040842,0.0037591003347188234,3.2548448640991695e-05,30723.430509084064
70,psi_plus,domain_mean,4.103362617643549,0.001492665964178741,0.000363766525961076,2749.015999638743
70,psi_plus,max,13794.41796875,0.4040643274784088,2.92918721466741e-05,34139.16307543161
70,psi_plus,p99,1321.0611655085186,0.04045029729604721,3.0619549156512066e-05,32658.87407056492
70,psi_plus,right_band_mean,0.007826727409823618,0.008299468085169792,1.0604008100183506,0.9430396417583787
70,psi_plus,tip_2l0_mean,148.85062956082618,0.0003949305973947048,2.6532007191365002e-06,376903.2598202581
70,psi_plus,tip_l0_mean,332.39476762752105,0.0005705930525436997,1.716612618833705e-06,582542.6127179564
70,psi_plus,top1_mean,4022.8067729171034,0.07306274771690369,1.8162132024035266e-05,55059.61517494904
70,alpha_bar,crack_strip_mean,0.7416334728366519,0.40529897809028625,0.5464949910365698,1.8298429379988277
70,alpha_bar,domain_mean,0.310601779298489,0.24695849418640137,0.7950968431158719,1.2577084271661068
70,alpha_bar,max,215.47557067871094,8.69021987915039,0.04033041820832726,24.795180521919907
70,alpha_bar,p99,1.3457161059836786,1.1852902173995972,0.8807877175053835,1.1353473488847643
