cycle,umax,eps,PIDL_E_el_minus,PIDL_E_el,PIDL_E_el_plus,PIDL_reaction_dEel_dU,PIDL_reaction_dEtot_dU,FEM_E_el,FEM_effective_reaction_2Eel_over_U,PIDL_over_FEM_effective_reaction,FEM_W_ext
1,0.12,0.0001,0.004800109658390284,0.004808119032531977,0.004816136322915554,0.08013332262635231,0.08013099431991577,0.004607784,0.0767964,1.0434515501553758,5.18760019999759e-07
5,0.12,0.0001,0.004777959082275629,0.004785931669175625,0.004793912172317505,0.0797654502093792,0.07976312190294266,0.004596246,0.07660410000000001,1.04126868156377,5.34424827999987e-06
40,0.12,0.0001,0.003380648558959365,0.0033862898126244545,0.0033919354900717735,0.05643465556204319,0.05643349140882492,0.00359613,0.0599355,0.9415898017375877,2.66580099900003e-05
70,0.12,0.0001,0.0015028825728222728,0.0015053902752697468,0.0015079003060236573,0.025088666006922722,0.02508983016014099,0.001911456,0.0318576,0.787525300302682,6.18786235929997e-05
80,0.12,0.0001,1.349645754089579e-05,1.3518980267690495e-05,1.3541535736294463e-05,0.00022539097699336708,0.00022351741790771484,0.001034976,0.0172496,0.013066446583884095,8.41825403479996e-05
82,0.12,0.0001,1.1357490620866884e-05,1.1376441761967726e-05,1.1395406545489095e-05,0.00018957962311105803,0.0001909211277961731,7.18086e-05,0.00119681,0.15840411018545802,0.000580882162324
