cycle,fem_cycle,pidl_saved_index,pidl_cycle_offset,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
20,20,19,-1,alpha_bar,right_band_mean,0.17089798461284392,0.17145834863185883,1.0032789387205727,0.996731777580466
20,20,19,-1,alpha_bar,tip_2l0_integral,0.00030829775761647527,0.0005906665464863181,1.915896343369165,0.5219489057750735
20,20,19,-1,alpha_bar,tip_2l0_mean,0.4940668902597773,0.4672994613647461,0.9458222572231929,1.0572811036778365
20,20,19,-1,alpha_bar,tip_4l0_integral,0.0009043590433544844,0.0019384454935789108,2.143446795631912,0.4665382887216423
20,20,19,-1,alpha_bar,tip_4l0_mean,0.3611657558050386,0.3852236568927765,1.0666117999867202,0.9375482251485033
20,20,19,-1,alpha_bar,tip_l0_integral,0.00011815499146998785,0.00019322431762702763,1.6353462111341093,0.6114913118650894
20,20,19,-1,alpha_bar,tip_l0_mean,0.7033034653186837,0.5963712930679321,0.8479572794337107,1.1793046940617429
20,20,19,-1,alpha_bar,top1_mean,0.9337529509597354,0.9602739214897156,1.0284025560537413,0.9723818694473791
20,20,19,-1,fatigue_f,crack_strip_mean,0.9630063638421049,0.9751313498967902,1.0125907642046208,0.987565791976672
20,20,19,-1,fatigue_f,domain_mean,0.9983645111110154,0.9987120855431164,1.0003481438174462,0.9996519773444896
20,20,19,-1,fatigue_f,max,1.0,1.0,1.0,1.0
20,20,19,-1,fatigue_f,p99,1.0,1.0,1.0,1.0
20,20,19,-1,fatigue_f,p999,1.0,1.0,1.0,1.0
20,20,19,-1,fatigue_f,right_band_mean,0.9975543396304185,0.9977166987574398,1.000162757175796,0.9998372693097916
20,20,19,-1,fatigue_f,tip_2l0_integral,0.0005140271131084343,0.001038981951876902,2.021259045255319,0.49474113788006974
20,20,19,-1,fatigue_f,tip_2l0_mean,0.8237613508646657,0.8219793411529684,0.9978367403255485,1.0021679495122076
20,20,19,-1,fatigue_f,tip_4l0_integral,0.002252285884550022,0.004392266469997205,1.9501371917867008,0.5127844359933507
20,20,19,-1,fatigue_f,tip_4l0_mean,0.8994752026421419,0.8728669226672545,0.9704179949633659,1.0304837762594776
20,20,19,-1,fatigue_f,tip_l0_integral,0.00012426838225043955,0.00024736150102449433,1.9905425382136523,0.5023755990150391
20,20,19,-1,fatigue_f,tip_l0_mean,0.7396926932915967,0.7634613701936365,1.032133177896175,0.9688672173472099
20,20,19,-1,fatigue_f,top1_mean,1.0,1.0,1.0,1.0
40,40,39,-1,damage_alpha,crack_strip_mean,0.28498767499543204,0.25834164023399353,0.9065010977689979,1.1031426243841442
40,40,39,-1,damage_alpha,domain_mean,0.011385231431672907,0.009526991285383701,0.8367850352940817,1.195050052070491
40,40,39,-1,damage_alpha,max,1.0179729461669922,1.0001553297042847,0.9824969646494076,1.017814849287436
40,40,39,-1,damage_alpha,p99,1.005333036184311,0.941864550113678,0.9368681981132101,1.0673860015890528
40,40,39,-1,damage_alpha,p999,1.0073367944955829,0.9993652701377869,0.9920865351078656,1.0079765873359767
40,40,39,-1,damage_alpha,right_band_mean,-2.531906094916091e-05,-0.0008439102093689144,33.33102325806764,0.0300020792118332
40,40,39,-1,damage_alpha,tip_2l0_integral,0.0002775525764246214,0.0005634860135614872,2.0301955788708757,0.492563381778304
40,40,39,-1,damage_alpha,tip_2l0_mean,0.4447957694466659,0.44579586386680603,1.002248435099516,0.9977566090195064
40,40,39,-1,damage_alpha,tip_4l0_integral,0.0005789492716915491,0.0011783597292378545,2.035341932109136,0.4913179374060966
40,40,39,-1,damage_alpha,tip_4l0_mean,0.23120977538706905,0.2341732382774353,1.0128172041402883,0.9873449976087562
40,40,39,-1,damage_alpha,tip_l0_integral,0.0001182634312504858,0.00022546135005541146,1.9064333553613624,0.5245397103380259
40,40,39,-1,damage_alpha,tip_l0_mean,0.7039489401518141,0.6958683133125305,0.9885210043251988,1.0116122931375011
40,40,39,-1,damage_alpha,top1_mean,1.0060960872968039,0.9834381937980652,0.9774793940809209,1.0230394687145852
40,40,39,-1,psi_plus_raw,crack_strip_mean,36.68287314054815,64.45362091064453,1.757049418231077,0.5691359557813449
40,40,39,-1,psi_plus_raw,domain_mean,1.470179351922459,2.581380605697632,1.7558270032306782,0.5695321909049268
40,40,39,-1,psi_plus_raw,max,1678.5516357421875,2786.897705078125,1.6602990612474497,0.6023011295619596
40,40,39,-1,psi_plus_raw,p99,496.026192626955,0.0759781152009964,0.00015317359512532244,6528.540373958236
40,40,39,-1,psi_plus_raw,p999,1258.5810345459522,2620.63818359375,2.0822164895716675,0.48025745882250215
40,40,39,-1,psi_plus_raw,right_band_mean,0.00836636919721728,0.008449419401586056,1.009926672181333,0.9901708980911532
